object,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count,wait
GAMA_J111527.88-010939.72_N708,--,N708,512,140,S2021A,object,GAMA_J111527.88-010939.72_N708,LeathaudGreene,Merian,168.86618496267144,2020B-0288,-1.1610351112337165,600.0,1,False
GAMA_J110820.34+002849.09_N708,--,N708,512,141,S2021A,object,GAMA_J110820.34+002849.09_N708,LeathaudGreene,Merian,167.08477577918018,2020B-0288,0.4803042888490965,600.0,1,False
GAMA_J110930.36+002352.41_N708,--,N708,512,142,S2021A,object,GAMA_J110930.36+002352.41_N708,LeathaudGreene,Merian,167.37652911902194,2020B-0288,0.39789267190626654,600.0,1,False
GAMA_J111041.01+002052.23_N708,--,N708,512,143,S2021A,object,GAMA_J111041.01+002052.23_N708,LeathaudGreene,Merian,167.6709081843525,2020B-0288,0.34784337315549435,600.0,1,False
GAMA_J111151.66+001751.76_N708,--,N708,512,144,S2021A,object,GAMA_J111151.66+001751.76_N708,LeathaudGreene,Merian,167.96527472212563,2020B-0288,0.2977136016580255,600.0,1,False
GAMA_J110108.24+003006.51_N708,--,N708,512,145,S2021A,object,GAMA_J110108.24+003006.51_N708,LeathaudGreene,Merian,165.2843699849116,2020B-0288,0.5018096096688129,600.0,1,False
GAMA_J110218.27+002511.47_N708,--,N708,512,146,S2021A,object,GAMA_J110218.27+002511.47_N708,LeathaudGreene,Merian,165.57614911993994,2020B-0288,0.4198546368029435,600.0,1,False
GAMA_J110328.92+002211.98_N708,--,N708,512,147,S2021A,object,GAMA_J110328.92+002211.98_N708,LeathaudGreene,Merian,165.87054102383055,2020B-0288,0.3699947290841167,600.0,1,False
GAMA_J110439.58+001912.13_N708,--,N708,512,148,S2021A,object,GAMA_J110439.58+001912.13_N708,LeathaudGreene,Merian,166.16491886865458,2020B-0288,0.32003841798826393,600.0,1,False
GAMA_J105359.75+003130.70_N708,--,N708,512,149,S2021A,object,GAMA_J105359.75+003130.70_N708,LeathaudGreene,Merian,163.4989814610357,2020B-0288,0.5251956973961649,600.0,1,False
GAMA_J105509.78+002637.58_N708,--,N708,512,150,S2021A,object,GAMA_J105509.78+002637.58_N708,LeathaudGreene,Merian,163.7907886545849,2020B-0288,0.4437734661120301,600.0,1,False
GAMA_J105620.44+002338.93_N708,--,N708,512,151,S2021A,object,GAMA_J105620.44+002338.93_N708,LeathaudGreene,Merian,164.08519475116526,2020B-0288,0.3941499817952413,600.0,1,False
GAMA_J105731.10+002039.89_N708,--,N708,512,152,S2021A,object,GAMA_J105731.10+002039.89_N708,LeathaudGreene,Merian,164.37958527847843,2020B-0288,0.3444143894705681,600.0,1,False
GAMA_J103622.78+020527.14_N708,--,N708,512,153,S2021A,object,GAMA_J103622.78+020527.14_N708,LeathaudGreene,Merian,159.09494684351102,2020B-0288,2.090873626277181,600.0,1,False
GAMA_J103732.99+020039.96_N708,--,N708,512,154,S2021A,object,GAMA_J103732.99+020039.96_N708,LeathaudGreene,Merian,159.38747845675616,2020B-0288,2.011102120568355,600.0,1,False
GAMA_J103843.73+015744.16_N708,--,N708,512,155,S2021A,object,GAMA_J103843.73+015744.16_N708,LeathaudGreene,Merian,159.6822447599365,2020B-0288,1.9622670585922133,600.0,1,False
GAMA_J103954.47+015447.81_N708,--,N708,512,156,S2021A,object,GAMA_J103954.47+015447.81_N708,LeathaudGreene,Merian,159.9769789377535,2020B-0288,1.9132815859380616,600.0,1,False
GAMA_J104654.86+003254.35_N708,--,N708,512,157,S2021A,object,GAMA_J104654.86+003254.35_N708,LeathaudGreene,Merian,161.72860052944668,2020B-0288,0.548430856814389,600.0,1,False
GAMA_J104804.90+002803.41_N708,--,N708,512,158,S2021A,object,GAMA_J104804.90+002803.41_N708,LeathaudGreene,Merian,162.02043749600296,2020B-0288,0.4676149497717837,600.0,1,False
GAMA_J104915.56+002505.78_N708,--,N708,512,159,S2021A,object,GAMA_J104915.56+002505.78_N708,LeathaudGreene,Merian,162.31485891384082,2020B-0288,0.418273474763351,600.0,1,False
GAMA_J105026.22+002207.69_N708,--,N708,512,160,S2021A,object,GAMA_J105026.22+002207.69_N708,LeathaudGreene,Merian,162.60926329654737,2020B-0288,0.36880442565691135,600.0,1,False
GAMA_J103953.32+003406.56_N708,--,N708,512,161,S2021A,object,GAMA_J103953.32+003406.56_N708,LeathaudGreene,Merian,159.97220769220542,2020B-0288,0.5684891471857226,600.0,1,False
GAMA_J104103.37+002918.06_N708,--,N708,512,162,S2021A,object,GAMA_J104103.37+002918.06_N708,LeathaudGreene,Merian,160.26407484539018,2020B-0288,0.4883510145231792,600.0,1,False
GAMA_J104214.04+002621.60_N708,--,N708,512,163,S2021A,object,GAMA_J104214.04+002621.60_N708,LeathaudGreene,Merian,160.55851207672777,2020B-0288,0.4393358673010073,600.0,1,False
GAMA_J104324.70+002324.64_N708,--,N708,512,164,S2021A,object,GAMA_J104324.70+002324.64_N708,LeathaudGreene,Merian,160.85293088146398,2020B-0288,0.3901779215157528,600.0,1,False
GAMA_J120000.00+031022.80_N708,--,N708,512,165,S2021A,object,GAMA_J120000.00+031022.80_N708,LeathaudGreene,Merian,180.0,2020B-0288,3.173,600.0,1,False
GAMA_J120109.92+030522.97_N708,--,N708,512,166,S2021A,object,GAMA_J120109.92+030522.97_N708,LeathaudGreene,Merian,180.29135018253845,2020B-0288,3.089714021626495,600.0,1,False
GAMA_J120220.48+030223.13_N708,--,N708,512,167,S2021A,object,GAMA_J120220.48+030223.13_N708,LeathaudGreene,Merian,180.5853697815208,2020B-0288,3.0397592160656663,600.0,1,False
GAMA_J120331.04+025923.42_N708,--,N708,512,168,S2021A,object,GAMA_J120331.04+025923.42_N708,LeathaudGreene,Merian,180.87936258724412,2020B-0288,2.9898395331969896,600.0,1,False
GAMA_J120000.00+002327.60_N708,--,N708,512,169,S2021A,object,GAMA_J120000.00+002327.60_N708,LeathaudGreene,Merian,180.0,2020B-0288,0.391,600.0,1,False
GAMA_J120109.98+001827.77_N708,--,N708,512,170,S2021A,object,GAMA_J120109.98+001827.77_N708,LeathaudGreene,Merian,180.29161824539975,2020B-0288,0.307714034527359,600.0,1,False
GAMA_J120220.62+001527.93_N708,--,N708,512,171,S2021A,object,GAMA_J120220.62+001527.93_N708,LeathaudGreene,Merian,180.5859332087132,2020B-0288,0.25775927306151963,600.0,1,False
GAMA_J120331.25+001228.22_N708,--,N708,512,172,S2021A,object,GAMA_J120331.25+001228.22_N708,LeathaudGreene,Merian,180.88024630153475,2020B-0288,0.20783967341793344,600.0,1,False
GAMA_J120343.76+014659.27_N708,--,N708,512,173,S2021A,object,GAMA_J120343.76+014659.27_N708,LeathaudGreene,Merian,180.93235102852552,2020B-0288,1.7831324811845823,600.0,1,False
GAMA_J120453.71+014159.81_N708,--,N708,512,174,S2021A,object,GAMA_J120453.71+014159.81_N708,LeathaudGreene,Merian,181.2237940427684,2020B-0288,1.6999472686998116,600.0,1,False
GAMA_J120604.30+013900.35_N708,--,N708,512,175,S2021A,object,GAMA_J120604.30+013900.35_N708,LeathaudGreene,Merian,181.51793754226583,2020B-0288,1.6500979753454528,600.0,1,False
GAMA_J120714.89+013601.05_N708,--,N708,512,176,S2021A,object,GAMA_J120714.89+013601.05_N708,LeathaudGreene,Merian,181.8120674134205,2020B-0288,1.6002921673190016,600.0,1,False
GAMA_J120727.47+002336.70_N708,--,N708,512,177,S2021A,object,GAMA_J120727.47+002336.70_N708,LeathaudGreene,Merian,181.86449263063543,2020B-0288,0.3935295462289744,600.0,1,False
GAMA_J120837.46+001837.68_N708,--,N708,512,178,S2021A,object,GAMA_J120837.46+001837.68_N708,LeathaudGreene,Merian,182.15609399201202,2020B-0288,0.3104671032051791,600.0,1,False
GAMA_J120948.09+001538.65_N708,--,N708,512,179,S2021A,object,GAMA_J120948.09+001538.65_N708,LeathaudGreene,Merian,182.45040056577804,2020B-0288,0.2607365094020569,600.0,1,False
GAMA_J121058.72+001239.80_N708,--,N708,512,180,S2021A,object,GAMA_J121058.72+001239.80_N708,LeathaudGreene,Merian,182.7447066296964,2020B-0288,0.21105776023632167,600.0,1,False
GAMA_J121111.05+014728.28_N708,--,N708,512,181,S2021A,object,GAMA_J121111.05+014728.28_N708,LeathaudGreene,Merian,182.79604804709567,2020B-0288,1.7911912662010332,600.0,1,False
GAMA_J121220.97+014229.78_N708,--,N708,512,182,S2021A,object,GAMA_J121220.97+014229.78_N708,LeathaudGreene,Merian,183.08740754802682,2020B-0288,1.7082734493636809,600.0,1,False
GAMA_J121331.56+013931.22_N708,--,N708,512,183,S2021A,object,GAMA_J121331.56+013931.22_N708,LeathaudGreene,Merian,183.3815024924337,2020B-0288,1.6586745499399935,600.0,1,False
GAMA_J121442.14+013632.88_N708,--,N708,512,184,S2021A,object,GAMA_J121442.14+013632.88_N708,LeathaudGreene,Merian,183.67558514918537,2020B-0288,1.6091357741184706,600.0,1,False
GAMA_J121454.47+002356.81_N708,--,N708,512,185,S2021A,object,GAMA_J121454.47+002356.81_N708,LeathaudGreene,Merian,183.7269809025833,2020B-0288,0.3991153520216946,600.0,1,False
GAMA_J121604.45+001858.91_N708,--,N708,512,186,S2021A,object,GAMA_J121604.45+001858.91_N708,LeathaudGreene,Merian,184.01856461147145,2020B-0288,0.3163639999320755,600.0,1,False
GAMA_J121715.08+001600.87_N708,--,N708,512,187,S2021A,object,GAMA_J121715.08+001600.87_N708,LeathaudGreene,Merian,184.31286216803403,2020B-0288,0.2669099042930374,600.0,1,False
GAMA_J121825.71+001303.08_N708,--,N708,512,188,S2021A,object,GAMA_J121825.71+001303.08_N708,LeathaudGreene,Merian,184.60716051892643,2020B-0288,0.2175242628143004,600.0,1,False
GAMA_J121837.61+014819.09_N708,--,N708,512,189,S2021A,object,GAMA_J121837.61+014819.09_N708,LeathaudGreene,Merian,184.6567328300017,2020B-0288,1.8053031689680905,600.0,1,False
GAMA_J121947.52+014321.86_N708,--,N708,512,190,S2021A,object,GAMA_J121947.52+014321.86_N708,LeathaudGreene,Merian,184.94800718272916,2020B-0288,1.7227398223748651,600.0,1,False
GAMA_J122058.09+014024.39_N708,--,N708,512,191,S2021A,object,GAMA_J122058.09+014024.39_N708,LeathaudGreene,Merian,185.2420523476336,2020B-0288,1.6734432520945433,600.0,1,False
GAMA_J122208.66+013727.20_N708,--,N708,512,192,S2021A,object,GAMA_J122208.66+013727.20_N708,LeathaudGreene,Merian,185.53608649256265,2020B-0288,1.6242233504058643,600.0,1,False
GAMA_J122220.03+002435.08_N708,--,N708,512,193,S2021A,object,GAMA_J122220.03+002435.08_N708,LeathaudGreene,Merian,185.58345878482245,2020B-0288,0.4097455388053543,600.0,1,False
GAMA_J122330.00+001938.60_N708,--,N708,512,194,S2021A,object,GAMA_J122330.00+001938.60_N708,LeathaudGreene,Merian,185.8750232221278,2020B-0288,0.32739128399798906,600.0,1,False
GAMA_J122440.63+001641.75_N708,--,N708,512,195,S2021A,object,GAMA_J122440.63+001641.75_N708,LeathaudGreene,Merian,186.16931051806748,2020B-0288,0.2782647926078221,600.0,1,False
GAMA_J122551.26+001345.20_N708,--,N708,512,196,S2021A,object,GAMA_J122551.26+001345.20_N708,LeathaudGreene,Merian,186.4635998305363,2020B-0288,0.2292232385952861,600.0,1,False
GAMA_J122943.90+002524.25_N708,--,N708,512,197,S2021A,object,GAMA_J122943.90+002524.25_N708,LeathaudGreene,Merian,187.43292405736287,2020B-0288,0.4234049337869805,600.0,1,False
GAMA_J123053.87+002029.51_N708,--,N708,512,198,S2021A,object,GAMA_J123053.87+002029.51_N708,LeathaudGreene,Merian,187.72446750196167,2020B-0288,0.3415322399291432,600.0,1,False
GAMA_J123204.49+001734.02_N708,--,N708,512,199,S2021A,object,GAMA_J123204.49+001734.02_N708,LeathaudGreene,Merian,188.0187433246525,2020B-0288,0.2927833938353148,600.0,1,False
GAMA_J123315.12+001438.88_N708,--,N708,512,200,S2021A,object,GAMA_J123315.12+001438.88_N708,LeathaudGreene,Merian,188.31302231698726,2020B-0288,0.2441358165921439,600.0,1,False
GAMA_J123705.36+002624.25_N708,--,N708,512,201,S2021A,object,GAMA_J123705.36+002624.25_N708,LeathaudGreene,Merian,189.27237403323468,2020B-0288,0.4400695205365673,600.0,1,False
GAMA_J123815.33+002131.53_N708,--,N708,512,202,S2021A,object,GAMA_J123815.33+002131.53_N708,LeathaudGreene,Merian,189.56389441139447,2020B-0288,0.3587603877934821,600.0,1,False
GAMA_J123925.95+001837.57_N708,--,N708,512,203,S2021A,object,GAMA_J123925.95+001837.57_N708,LeathaudGreene,Merian,189.85815733193704,2020B-0288,0.31043751821637505,600.0,1,False
GAMA_J124036.58+001544.03_N708,--,N708,512,204,S2021A,object,GAMA_J124036.58+001544.03_N708,LeathaudGreene,Merian,190.1524245004802,2020B-0288,0.262232054899844,600.0,1,False
GAMA_J124424.19+002731.37_N708,--,N708,512,205,S2021A,object,GAMA_J124424.19+002731.37_N708,LeathaudGreene,Merian,191.10080896928247,2020B-0288,0.4587144922485169,600.0,1,False
GAMA_J124534.15+002240.97_N708,--,N708,512,206,S2021A,object,GAMA_J124534.15+002240.97_N708,LeathaudGreene,Merian,191.3923042289989,2020B-0288,0.378048592314993,600.0,1,False
GAMA_J124644.77+001948.71_N708,--,N708,512,207,S2021A,object,GAMA_J124644.77+001948.71_N708,LeathaudGreene,Merian,191.6865528774924,2020B-0288,0.3301985024536936,600.0,1,False
GAMA_J124755.39+001656.93_N708,--,N708,512,208,S2021A,object,GAMA_J124755.39+001656.93_N708,LeathaudGreene,Merian,191.9808067826136,2020B-0288,0.2824817386480369,600.0,1,False
GAMA_J125139.65+002849.09_N708,--,N708,512,209,S2021A,object,GAMA_J125139.65+002849.09_N708,LeathaudGreene,Merian,192.91522422081982,2020B-0288,0.4803042888490965,600.0,1,False
GAMA_J125249.60+002401.28_N708,--,N708,512,210,S2021A,object,GAMA_J125249.60+002401.28_N708,LeathaudGreene,Merian,193.206691717715,2020B-0288,0.4003578897334345,600.0,1,False
GAMA_J125400.22+002110.89_N708,--,N708,512,211,S2021A,object,GAMA_J125400.22+002110.89_N708,LeathaudGreene,Merian,193.5009243194672,2020B-0288,0.3530251198820268,600.0,1,False
GAMA_J125510.83+001821.02_N708,--,N708,512,212,S2021A,object,GAMA_J125510.83+001821.02_N708,LeathaudGreene,Merian,193.79516310377502,2020B-0288,0.305841338306312,600.0,1,False
GAMA_J125851.75+003006.51_N708,--,N708,512,213,S2021A,object,GAMA_J125851.75+003006.51_N708,LeathaudGreene,Merian,194.71563001508844,2020B-0288,0.5018096096688129,600.0,1,False
GAMA_J130001.69+002521.56_N708,--,N708,512,214,S2021A,object,GAMA_J130001.69+002521.56_N708,LeathaudGreene,Merian,195.00706817264404,2020B-0288,0.4226563963235847,600.0,1,False
GAMA_J130112.30+002233.18_N708,--,N708,512,215,S2021A,object,GAMA_J130112.30+002233.18_N708,LeathaudGreene,Merian,195.3012837358914,2020B-0288,0.3758838654995794,600.0,1,False
GAMA_J130222.92+001945.39_N708,--,N708,512,216,S2021A,object,GAMA_J130222.92+001945.39_N708,LeathaudGreene,Merian,195.59550634878886,2020B-0288,0.3292757154111364,600.0,1,False
GAMA_J130600.24+003130.70_N708,--,N708,512,217,S2021A,object,GAMA_J130600.24+003130.70_N708,LeathaudGreene,Merian,196.50101853896427,2020B-0288,0.5251956973961648,600.0,1,False
GAMA_J130710.18+002648.86_N708,--,N708,512,218,S2021A,object,GAMA_J130710.18+002648.86_N708,LeathaudGreene,Merian,196.79242487220216,2020B-0288,0.4469062289943577,600.0,1,False
GAMA_J130820.78+002402.64_N708,--,N708,512,219,S2021A,object,GAMA_J130820.78+002402.64_N708,LeathaudGreene,Merian,197.08662176671126,2020B-0288,0.4007348661266208,600.0,1,False
GAMA_J130931.39+002117.07_N708,--,N708,512,220,S2021A,object,GAMA_J130931.39+002117.07_N708,LeathaudGreene,Merian,197.3808264998317,2020B-0288,0.3547429863259032,600.0,1,False
GAMA_J131305.13+003254.35_N708,--,N708,512,221,S2021A,object,GAMA_J131305.13+003254.35_N708,LeathaudGreene,Merian,198.27139947055332,2020B-0288,0.5484308568143889,600.0,1,False
GAMA_J131415.06+002815.86_N708,--,N708,512,222,S2021A,object,GAMA_J131415.06+002815.86_N708,LeathaudGreene,Merian,198.5627724340696,2020B-0288,0.4710729308830451,600.0,1,False
GAMA_J131525.66+002531.95_N708,--,N708,512,223,S2021A,object,GAMA_J131525.66+002531.95_N708,LeathaudGreene,Merian,198.85694968783284,2020B-0288,0.4255419466741863,600.0,1,False
GAMA_J131636.27+002248.73_N708,--,N708,512,224,S2021A,object,GAMA_J131636.27+002248.73_N708,LeathaudGreene,Merian,199.15113550676793,2020B-0288,0.3802052475272484,600.0,1,False
GAMA_J132705.80+003514.51_N708,--,N708,512,225,S2021A,object,GAMA_J132705.80+003514.51_N708,LeathaudGreene,Merian,201.77418914840462,2020B-0288,0.5873657749790974,600.0,1,False
GAMA_J132815.71+003043.44_N708,--,N708,512,226,S2021A,object,GAMA_J132815.71+003043.44_N708,LeathaudGreene,Merian,202.06549545865542,2020B-0288,0.5120676382620803,600.0,1,False
GAMA_J132926.31+002804.55_N708,--,N708,512,227,S2021A,object,GAMA_J132926.31+002804.55_N708,LeathaudGreene,Merian,202.35963366805325,2020B-0288,0.4679311228869528,600.0,1,False
GAMA_J133036.90+002526.46_N708,--,N708,512,228,S2021A,object,GAMA_J133036.90+002526.46_N708,LeathaudGreene,Merian,202.65378176380366,2020B-0288,0.42401761629258616,600.0,1,False
GAMA_J132006.67+003406.56_N708,--,N708,512,229,S2021A,object,GAMA_J132006.67+003406.56_N708,LeathaudGreene,Merian,200.02779230779458,2020B-0288,0.5684891471857226,600.0,1,False
GAMA_J132116.59+002931.66_N708,--,N708,512,230,S2021A,object,GAMA_J132116.59+002931.66_N708,LeathaudGreene,Merian,200.31913221364528,2020B-0288,0.4921283829092305,600.0,1,False
GAMA_J132227.18+002650.19_N708,--,N708,512,231,S2021A,object,GAMA_J132227.18+002650.19_N708,LeathaudGreene,Merian,200.61329010624058,2020B-0288,0.447275670527516,600.0,1,False
GAMA_J132337.78+002409.47_N708,--,N708,512,232,S2021A,object,GAMA_J132337.78+002409.47_N708,LeathaudGreene,Merian,200.9074572521049,2020B-0288,0.4026317441226183,600.0,1,False
GAMA_J120343.95-005959.52_N708,--,N708,512,233,S2021A,object,GAMA_J120343.95-005959.52_N708,LeathaudGreene,Merian,180.93314209693656,2020B-0288,-0.9998674064120842,600.0,1,False
GAMA_J120453.98-010458.98_N708,--,N708,512,234,S2021A,object,GAMA_J120453.98-010458.98_N708,LeathaudGreene,Merian,181.22491886902787,2020B-0288,-1.0830525040366736,600.0,1,False
GAMA_J120604.65-010758.44_N708,--,N708,512,235,S2021A,object,GAMA_J120604.65-010758.44_N708,LeathaudGreene,Merian,181.5193970763495,2020B-0288,-1.1329016420139366,600.0,1,False
GAMA_J120715.33-011057.74_N708,--,N708,512,236,S2021A,object,GAMA_J120715.33-011057.74_N708,LeathaudGreene,Merian,181.8138865618838,2020B-0288,-1.1827072382492947,600.0,1,False
GAMA_J121111.38-005955.71_N708,--,N708,512,237,S2021A,object,GAMA_J121111.38-005955.71_N708,LeathaudGreene,Merian,182.7974253848129,2020B-0288,-0.9988085729774404,600.0,1,False
GAMA_J121221.42-010454.21_N708,--,N708,512,238,S2021A,object,GAMA_J121221.42-010454.21_N708,LeathaudGreene,Merian,183.08925108767903,2020B-0288,-1.0817261207696671,600.0,1,False
GAMA_J121332.10-010752.76_N708,--,N708,512,239,S2021A,object,GAMA_J121332.10-010752.76_N708,LeathaudGreene,Merian,183.38376037398567,2020B-0288,-1.1313247157043167,600.0,1,False
GAMA_J121442.78-011051.10_N708,--,N708,512,240,S2021A,object,GAMA_J121442.78-011051.10_N708,LeathaudGreene,Merian,183.6782822589515,2020B-0288,-1.1808631015708193,600.0,1,False
GAMA_J121837.84-005948.11_N708,--,N708,512,241,S2021A,object,GAMA_J121837.84-005948.11_N708,LeathaudGreene,Merian,184.65770627074974,2020B-0288,-0.9966982666977068,600.0,1,False
GAMA_J121947.89-010445.34_N708,--,N708,512,242,S2021A,object,GAMA_J121947.89-010445.34_N708,LeathaudGreene,Merian,184.94958026905147,2020B-0288,-1.0792613408644922,600.0,1,False
GAMA_J122058.58-010742.80_N708,--,N708,512,243,S2021A,object,GAMA_J122058.58-010742.80_N708,LeathaudGreene,Merian,185.244120106531,2020B-0288,-1.1285575898300335,600.0,1,False
GAMA_J122209.28-011039.99_N708,--,N708,512,244,S2021A,object,GAMA_J122209.28-011039.99_N708,LeathaudGreene,Merian,185.5386738070963,2020B-0288,-1.177777060026543,600.0,1,False
GAMA_J122602.87-005936.77_N708,--,N708,512,245,S2021A,object,GAMA_J122602.87-005936.77_N708,LeathaudGreene,Merian,186.51198328939842,2020B-0288,-0.993549455236788,600.0,1,False
GAMA_J122712.93-010432.42_N708,--,N708,512,246,S2021A,object,GAMA_J122712.93-010432.42_N708,LeathaudGreene,Merian,186.8039046975787,2020B-0288,-1.0756725899682738,600.0,1,False
GAMA_J122823.63-010728.61_N708,--,N708,512,247,S2021A,object,GAMA_J122823.63-010728.61_N708,LeathaudGreene,Merian,187.0984744011377,2020B-0288,-1.1246157541373514,600.0,1,False
GAMA_J122934.33-011024.47_N708,--,N708,512,248,S2021A,object,GAMA_J122934.33-011024.47_N708,LeathaudGreene,Merian,187.39305916994832,2020B-0288,-1.1734657022492498,600.0,1,False
GAMA_J123325.74-005921.77_N708,--,N708,512,249,S2021A,object,GAMA_J123325.74-005921.77_N708,LeathaudGreene,Merian,188.35725487732049,2020B-0288,-0.9893831640188594,600.0,1,False
GAMA_J123435.81-010415.53_N708,--,N708,512,250,S2021A,object,GAMA_J123435.81-010415.53_N708,LeathaudGreene,Merian,188.64922254490062,2020B-0288,-1.0709831120193698,600.0,1,False
GAMA_J123546.51-010710.28_N708,--,N708,512,251,S2021A,object,GAMA_J123546.51-010710.28_N708,LeathaudGreene,Merian,188.94382126408559,2020B-0288,-1.1195240176126309,600.0,1,False
GAMA_J123657.22-011004.63_N708,--,N708,512,252,S2021A,object,GAMA_J123657.22-011004.63_N708,LeathaudGreene,Merian,189.23843618218413,2020B-0288,-1.1679554451017156,600.0,1,False
GAMA_J124045.96-005903.20_N708,--,N708,512,253,S2021A,object,GAMA_J124045.96-005903.20_N708,LeathaudGreene,Merian,190.1915196904616,2020B-0288,-0.9842249359808428,600.0,1,False
GAMA_J124156.04-010354.79_N708,--,N708,512,254,S2021A,object,GAMA_J124156.04-010354.79_N708,LeathaudGreene,Merian,190.48353224162307,2020B-0288,-1.0652209399593655,600.0,1,False
GAMA_J124306.75-010647.92_N708,--,N708,512,255,S2021A,object,GAMA_J124306.75-010647.92_N708,LeathaudGreene,Merian,190.77815898671088,2020B-0288,-1.1133120883825611,600.0,1,False
GAMA_J124417.47-010940.59_N708,--,N708,512,256,S2021A,object,GAMA_J124417.47-010940.59_N708,LeathaudGreene,Merian,191.0728029909938,2020B-0288,-1.1612777048041467,600.0,1,False
GAMA_J124803.30-005841.16_N708,--,N708,512,257,S2021A,object,GAMA_J124803.30-005841.16_N708,LeathaudGreene,Merian,192.0137766067105,2020B-0288,-0.9781018833003088,600.0,1,False
GAMA_J124913.39-010330.29_N708,--,N708,512,258,S2021A,object,GAMA_J124913.39-010330.29_N708,LeathaudGreene,Merian,192.30583247964645,2020B-0288,-1.05841570182787,600.0,1,False
GAMA_J125024.11-010621.64_N708,--,N708,512,259,S2021A,object,GAMA_J125024.11-010621.64_N708,LeathaudGreene,Merian,192.60048614721046,2020B-0288,-1.1060112324661415,600.0,1,False
GAMA_J125134.83-010912.47_N708,--,N708,512,260,S2021A,object,GAMA_J125134.83-010912.47_N708,LeathaudGreene,Merian,192.895158057234,2020B-0288,-1.1534654084394131,600.0,1,False
GAMA_J125517.28-005815.77_N708,--,N708,512,261,S2021A,object,GAMA_J125517.28-005815.77_N708,LeathaudGreene,Merian,193.822024448699,2020B-0288,-0.971048143490658,600.0,1,False
GAMA_J125627.38-010302.17_N708,--,N708,512,262,S2021A,object,GAMA_J125627.38-010302.17_N708,LeathaudGreene,Merian,194.11412188791414,2020B-0288,-1.0506047198170279,600.0,1,False
GAMA_J125738.11-010551.57_N708,--,N708,512,263,S2021A,object,GAMA_J125738.11-010551.57_N708,LeathaudGreene,Merian,194.40880125696881,2020B-0288,-1.0976608531298058,600.0,1,False
GAMA_J125848.83-010840.41_N708,--,N708,512,264,S2021A,object,GAMA_J125848.83-010840.41_N708,LeathaudGreene,Merian,194.7034997712117,2020B-0288,-1.1445600709748178,600.0,1,False
GAMA_J130227.90-005747.13_N708,--,N708,512,265,S2021A,object,GAMA_J130227.90-005747.13_N708,LeathaudGreene,Merian,195.61626240506203,2020B-0288,-0.9630932858938324,600.0,1,False
GAMA_J130338.01-010230.55_N708,--,N708,512,266,S2021A,object,GAMA_J130338.01-010230.55_N708,LeathaudGreene,Merian,195.90839952431918,2020B-0288,-1.0418201680898214,600.0,1,False
GAMA_J130448.74-010517.86_N708,--,N708,512,267,S2021A,object,GAMA_J130448.74-010517.86_N708,LeathaudGreene,Merian,196.20310329614608,2020B-0288,-1.0882947576751558,600.0,1,False
GAMA_J130559.47-010804.54_N708,--,N708,512,268,S2021A,object,GAMA_J130559.47-010804.54_N708,LeathaudGreene,Merian,196.49782703348615,2020B-0288,-1.134597145063902,600.0,1,False
GAMA_J130934.67-005715.39_N708,--,N708,512,269,S2021A,object,GAMA_J130934.67-005715.39_N708,LeathaudGreene,Merian,197.39448948916396,2020B-0288,-0.9542777440458508,600.0,1,False
GAMA_J131044.79-010155.58_N708,--,N708,512,270,S2021A,object,GAMA_J131044.79-010155.58_N708,LeathaudGreene,Merian,197.68666424356965,2020B-0288,-1.0321061649883303,600.0,1,False
GAMA_J131155.53-010440.65_N708,--,N708,512,271,S2021A,object,GAMA_J131155.53-010440.65_N708,LeathaudGreene,Merian,197.98139102531368,2020B-0288,-1.0779594332124531,600.0,1,False
GAMA_J131306.27-010725.05_N708,--,N708,512,272,S2021A,object,GAMA_J131306.27-010725.05_N708,LeathaudGreene,Merian,198.27613850828612,2020B-0288,-1.1236255147205951,600.0,1,False
GAMA_J131637.60-005640.68_N708,--,N708,512,273,S2021A,object,GAMA_J131637.60-005640.68_N708,LeathaudGreene,Merian,199.15670507325254,2020B-0288,-0.9446349333364864,600.0,1,False
GAMA_J131747.73-010117.39_N708,--,N708,512,274,S2021A,object,GAMA_J131747.73-010117.39_N708,LeathaudGreene,Merian,199.44891532032923,2020B-0288,-1.021499028070327,600.0,1,False
GAMA_J131858.47-010400.09_N708,--,N708,512,275,S2021A,object,GAMA_J131858.47-010400.09_N708,LeathaudGreene,Merian,199.74366366327015,2020B-0288,-1.0666929971764223,600.0,1,False
GAMA_J132009.22-010642.06_N708,--,N708,512,276,S2021A,object,GAMA_J132009.22-010642.06_N708,LeathaudGreene,Merian,200.03843335782543,2020B-0288,-1.1116851071838256,600.0,1,False
GAMA_J083758.97-003809.81_N708,--,N708,512,277,S2021A,object,GAMA_J083758.97-003809.81_N708,LeathaudGreene,Merian,129.4957166881937,2020B-0288,-0.6360589918580801,600.0,1,False
GAMA_J083908.79-004135.82_N708,--,N708,512,278,S2021A,object,GAMA_J083908.79-004135.82_N708,LeathaudGreene,Merian,129.78666364273218,2020B-0288,-0.6932858747487788,600.0,1,False
GAMA_J084019.33-004347.08_N708,--,N708,512,279,S2021A,object,GAMA_J084019.33-004347.08_N708,LeathaudGreene,Merian,130.0805778549537,2020B-0288,-0.7297471252079492,600.0,1,False
