,object,comment,filter,seqtot,seqnum,seqid,expType,object.1,proposer,program,RA,propid,dec,expTime,count,wait
322,GAMA_J084911.68+040526.73_N536,--,N536,512,323,S2021A,object,GAMA_J084911.68+040526.73_N708,Leauthaud,Merian,132.29869336956068,2020B-0288,4.090760242374234,900,1,False
323,GAMA_J085022.88+040309.44_N536,--,N536,512,324,S2021A,object,GAMA_J085022.88+040309.44_N708,Leauthaud,Merian,132.5953736682863,2020B-0288,4.0526235187878425,900,1,False
324,GAMA_J090321.75-004302.78_N536,--,N536,512,325,S2021A,object,GAMA_J090321.75-004302.78_N708,Leauthaud,Merian,135.8406383435916,2020B-0288,-0.7174402622984495,900,1,False
325,GAMA_J090431.58-004651.71_N536,--,N536,512,326,S2021A,object,GAMA_J090431.58-004651.71_N708,Leauthaud,Merian,136.1315831779051,2020B-0288,-0.7810316593135497,900,1,False
326,GAMA_J090542.12-004915.96_N536,--,N536,512,327,S2021A,object,GAMA_J090542.12-004915.96_N708,Leauthaud,Merian,136.42550248223696,2020B-0288,-0.821102634056803,900,1,False
327,GAMA_J090652.65-005141.42_N536,--,N536,512,328,S2021A,object,GAMA_J090652.65-005141.42_N708,Leauthaud,Merian,136.71940108586338,2020B-0288,-0.8615058158383699,900,1,False
328,GAMA_J090012.88+005509.54_N536,--,N536,512,329,S2021A,object,GAMA_J090012.88+005509.54_N708,Leauthaud,Merian,135.05370289782238,2020B-0288,0.919318602512846,900,1,False
329,GAMA_J090123.08+005123.31_N536,--,N536,512,330,S2021A,object,GAMA_J090123.08+005123.31_N708,Leauthaud,Merian,135.34620612171824,2020B-0288,0.8564750044221223,900,1,False
330,GAMA_J090233.84+004900.56_N536,--,N536,512,331,S2021A,object,GAMA_J090233.84+004900.56_N708,Leauthaud,Merian,135.641003605867,2020B-0288,0.8168248271845666,900,1,False
331,GAMA_J090344.58+004636.61_N536,--,N536,512,332,S2021A,object,GAMA_J090344.58+004636.61_N708,Leauthaud,Merian,135.93576906463767,2020B-0288,0.7768366311750744,900,1,False
332,GAMA_J085653.84+023313.49_N536,--,N536,512,333,S2021A,object,GAMA_J085653.84+023313.49_N708,Leauthaud,Merian,134.22434402440746,2020B-0288,2.5537485441854093,900,1,False
333,GAMA_J085804.42+022930.14_N536,--,N536,512,334,S2021A,object,GAMA_J085804.42+022930.14_N708,Leauthaud,Merian,134.51845594601065,2020B-0288,2.4917058773074183,900,1,False
334,GAMA_J085915.39+022709.02_N536,--,N536,512,335,S2021A,object,GAMA_J085915.39+022709.02_N708,Leauthaud,Merian,134.81416333744122,2020B-0288,2.452507258061148,900,1,False
335,GAMA_J090026.35+022446.67_N536,--,N536,512,336,S2021A,object,GAMA_J090026.35+022446.67_N708,Leauthaud,Merian,135.1098275995951,2020B-0288,2.412964553630159,900,1,False
336,GAMA_J085318.35+041023.52_N536,--,N536,512,337,S2021A,object,GAMA_J085318.35+041023.52_N708,Leauthaud,Merian,133.32648633389684,2020B-0288,4.173201006373399,900,1,False
337,GAMA_J085429.34+040643.34_N536,--,N536,512,338,S2021A,object,GAMA_J085429.34+040643.34_N708,Leauthaud,Merian,133.62225219583777,2020B-0288,4.112040085559487,900,1,False
338,GAMA_J085540.53+040424.02_N536,--,N536,512,339,S2021A,object,GAMA_J085540.53+040424.02_N708,Leauthaud,Merian,133.91889874345853,2020B-0288,4.0733395912355475,900,1,False
339,GAMA_J085651.71+040203.43_N536,--,N536,512,340,S2021A,object,GAMA_J085651.71+040203.43_N708,Leauthaud,Merian,134.21549138332375,2020B-0288,4.034288529269326,900,1,False
340,GAMA_J090945.03-004411.67_N536,--,N536,512,341,S2021A,object,GAMA_J090945.03-004411.67_N708,Leauthaud,Merian,137.43765227070367,2020B-0288,-0.7365759579834422,900,1,False
341,GAMA_J091054.86-004805.93_N536,--,N536,512,342,S2021A,object,GAMA_J091054.86-004805.93_N708,Leauthaud,Merian,137.72860241899608,2020B-0288,-0.8016494427566292,900,1,False
342,GAMA_J091205.40-005033.19_N536,--,N536,512,343,S2021A,object,GAMA_J091205.40-005033.19_N708,Leauthaud,Merian,138.02252673981266,2020B-0288,-0.8425532662480577,900,1,False
343,GAMA_J091315.94-005301.60_N536,--,N536,512,344,S2021A,object,GAMA_J091315.94-005301.60_N708,Leauthaud,Merian,138.3164310161188,2020B-0288,-0.8837782317139067,900,1,False
344,GAMA_J090635.54+005348.94_N536,--,N536,512,345,S2021A,object,GAMA_J090635.54+005348.94_N708,Leauthaud,Merian,136.64810692615896,2020B-0288,0.8969304900540935,900,1,False
345,GAMA_J090745.73+004957.29_N536,--,N536,512,346,S2021A,object,GAMA_J090745.73+004957.29_N708,Leauthaud,Merian,136.940561245525,2020B-0288,0.8325827857861037,900,1,False
346,GAMA_J090856.47+004731.50_N536,--,N536,512,347,S2021A,object,GAMA_J090856.47+004731.50_N708,Leauthaud,Merian,137.23532976392985,2020B-0288,0.7920857748767792,900,1,False
347,GAMA_J091007.21+004504.54_N536,--,N536,512,348,S2021A,object,GAMA_J091007.21+004504.54_N708,Leauthaud,Merian,137.53006663988432,2020B-0288,0.7512617005123448,900,1,False
348,GAMA_J090317.55+023144.44_N536,--,N536,512,349,S2021A,object,GAMA_J090317.55+023144.44_N708,Leauthaud,Merian,135.82316182175748,2020B-0288,2.5290126100722907,900,1,False
349,GAMA_J090428.12+022755.57_N536,--,N536,512,350,S2021A,object,GAMA_J090428.12+022755.57_N708,Leauthaud,Merian,136.1171724015416,2020B-0288,2.4654362603234508,900,1,False
350,GAMA_J090539.07+022531.34_N536,--,N536,512,351,S2021A,object,GAMA_J090539.07+022531.34_N708,Leauthaud,Merian,136.41281783095135,2020B-0288,2.425372484818312,900,1,False
351,GAMA_J090650.02+022305.91_N536,--,N536,512,352,S2021A,object,GAMA_J090650.02+022305.91_N708,Leauthaud,Merian,136.70842022554578,2020B-0288,2.3849755097730685,900,1,False
352,GAMA_J085946.03+040910.61_N536,--,N536,512,353,S2021A,object,GAMA_J085946.03+040910.61_N708,Leauthaud,Merian,134.9418097820799,2020B-0288,4.152947473738196,900,1,False
353,GAMA_J090056.98+040524.75_N536,--,N536,512,354,S2021A,object,GAMA_J090056.98+040524.75_N708,Leauthaud,Merian,135.2374288192408,2020B-0288,4.090209777473338,900,1,False
354,GAMA_J090208.15+040302.22_N536,--,N536,512,355,S2021A,object,GAMA_J090208.15+040302.22_N708,Leauthaud,Merian,135.53398426461368,2020B-0288,4.050618027015133,900,1,False
355,GAMA_J090319.31+040038.47_N536,--,N536,512,356,S2021A,object,GAMA_J090319.31+040038.47_N708,Leauthaud,Merian,135.83048554635295,2020B-0288,4.010686591506057,900,1,False
356,GAMA_J091609.76-004518.74_N536,--,N536,512,357,S2021A,object,GAMA_J091609.76-004518.74_N708,Leauthaud,Merian,139.04067983401566,2020B-0288,-0.7552081406383654,900,1,False
357,GAMA_J091719.59-004918.18_N536,--,N536,512,358,S2021A,object,GAMA_J091719.59-004918.18_N708,Leauthaud,Merian,139.33163765914466,2020B-0288,-0.8217184544474808,900,1,False
358,GAMA_J091830.13-005148.33_N536,--,N536,512,359,S2021A,object,GAMA_J091830.13-005148.33_N708,Leauthaud,Merian,139.62556850157608,2020B-0288,-0.863426306882704,900,1,False
359,GAMA_J091940.67-005419.59_N536,--,N536,512,360,S2021A,object,GAMA_J091940.67-005419.59_N708,Leauthaud,Merian,139.91948002081065,2020B-0288,-0.9054439441743768,900,1,False
360,GAMA_J091259.63+005226.52_N536,--,N536,512,361,S2021A,object,GAMA_J091259.63+005226.52_N708,Leauthaud,Merian,138.2484977648482,2020B-0288,0.8740359325746659,900,1,False
361,GAMA_J091409.81+004829.62_N536,--,N536,512,362,S2021A,object,GAMA_J091409.81+004829.62_N708,Leauthaud,Merian,138.5409034700796,2020B-0288,0.8082285811155285,900,1,False
362,GAMA_J091520.55+004600.88_N536,--,N536,512,363,S2021A,object,GAMA_J091520.55+004600.88_N708,Leauthaud,Merian,138.83564336751348,2020B-0288,0.7669130894143786,900,1,False
363,GAMA_J091631.28+004331.01_N536,--,N536,512,364,S2021A,object,GAMA_J091631.28+004331.01_N708,Leauthaud,Merian,139.1303520870234,2020B-0288,0.7252817839750575,900,1,False
364,GAMA_J090942.22+023013.63_N536,--,N536,512,365,S2021A,object,GAMA_J090942.22+023013.63_N708,Leauthaud,Merian,137.42595125621597,2020B-0288,2.5037882946848597,900,1,False
365,GAMA_J091052.76+022619.40_N536,--,N536,512,366,S2021A,object,GAMA_J091052.76+022619.40_N708,Leauthaud,Merian,137.7198596205756,2020B-0288,2.438724136646876,900,1,False
366,GAMA_J091203.70+022352.16_N536,--,N536,512,367,S2021A,object,GAMA_J091203.70+022352.16_N708,Leauthaud,Merian,138.0154427807493,2020B-0288,2.397824362175391,900,1,False
367,GAMA_J091314.63+022123.76_N536,--,N536,512,368,S2021A,object,GAMA_J091314.63+022123.76_N708,Leauthaud,Merian,138.31098309162437,2020B-0288,2.3566025588065203,900,1,False
368,GAMA_J090613.68+040741.72_N536,--,N536,512,369,S2021A,object,GAMA_J090613.68+040741.72_N708,Leauthaud,Merian,136.55703894892406,2020B-0288,4.128256272643563,900,1,False
369,GAMA_J090724.60+040350.37_N536,--,N536,512,370,S2021A,object,GAMA_J090724.60+040350.37_N708,Leauthaud,Merian,136.85250519990714,2020B-0288,4.063991749267179,900,1,False
370,GAMA_J090835.75+040124.74_N536,--,N536,512,371,S2021A,object,GAMA_J090835.75+040124.74_N708,Leauthaud,Merian,137.14896636886832,2020B-0288,4.023540254973627,900,1,False
371,GAMA_J090946.88+035857.93_N536,--,N536,512,372,S2021A,object,GAMA_J090946.88+035857.93_N708,Leauthaud,Merian,137.4453732471886,2020B-0288,3.9827602254406913,900,1,False
372,GAMA_J092236.17-004623.97_N536,--,N536,512,373,S2021A,object,GAMA_J092236.17-004623.97_N708,Leauthaud,Merian,140.6507211295329,2020B-0288,-0.7733267327496111,900,1,False
373,GAMA_J092346.00-005028.41_N536,--,N536,512,374,S2021A,object,GAMA_J092346.00-005028.41_N708,Leauthaud,Merian,140.94168900356112,2020B-0288,-0.8412277599352525,900,1,False
374,GAMA_J092456.55-005301.35_N536,--,N536,512,375,S2021A,object,GAMA_J092456.55-005301.35_N708,Leauthaud,Merian,141.2356278744071,2020B-0288,-0.8837102990066219,900,1,False
375,GAMA_J092607.09-005535.36_N536,--,N536,512,376,S2021A,object,GAMA_J092607.09-005535.36_N708,Leauthaud,Merian,141.52954820743457,2020B-0288,-0.9264909724586616,900,1,False
376,GAMA_J091925.17+005102.36_N536,--,N536,512,377,S2021A,object,GAMA_J091925.17+005102.36_N708,Leauthaud,Merian,139.8548769926934,2020B-0288,0.8506561212501939,900,1,False
377,GAMA_J092035.33+004700.36_N536,--,N536,512,378,S2021A,object,GAMA_J092035.33+004700.36_N708,Leauthaud,Merian,140.14723451241818,2020B-0288,0.7834352885977431,900,1,False
378,GAMA_J092146.06+004428.79_N536,--,N536,512,379,S2021A,object,GAMA_J092146.06+004428.79_N708,Leauthaud,Merian,140.4419462157179,2020B-0288,0.7413306647524704,900,1,False
379,GAMA_J092256.79+004156.11_N536,--,N536,512,380,S2021A,object,GAMA_J092256.79+004156.11_N708,Leauthaud,Merian,140.73662728647042,2020B-0288,0.6989217652926712,900,1,False
380,GAMA_J091608.08+022837.50_N536,--,N536,512,381,S2021A,object,GAMA_J091608.08+022837.50_N708,Leauthaud,Merian,139.033702120104,2020B-0288,2.4770835048581747,900,1,False
381,GAMA_J091718.60+022438.08_N536,--,N536,512,382,S2021A,object,GAMA_J091718.60+022438.08_N708,Leauthaud,Merian,139.32750662604292,2020B-0288,2.410578080293809,900,1,False
382,GAMA_J091829.52+022207.93_N536,--,N536,512,383,S2021A,object,GAMA_J091829.52+022207.93_N708,Leauthaud,Merian,139.62302678456916,2020B-0288,2.3688718675792546,900,1,False
383,GAMA_J091940.44+021936.67_N536,--,N536,512,384,S2021A,object,GAMA_J091940.44+021936.67_N708,Leauthaud,Merian,139.91850437708737,2020B-0288,2.326855082005716,900,1,False
384,GAMA_J091241.32+040604.11_N536,--,N536,512,385,S2021A,object,GAMA_J091241.32+040604.11_N708,Leauthaud,Merian,138.17220407072278,2020B-0288,4.101142840015036,900,1,False
385,GAMA_J091352.20+040207.44_N536,--,N536,512,386,S2021A,object,GAMA_J091352.20+040207.44_N708,Leauthaud,Merian,138.46751396693338,2020B-0288,4.035402613764674,900,1,False
386,GAMA_J091503.33+035938.84_N536,--,N536,512,387,S2021A,object,GAMA_J091503.33+035938.84_N708,Leauthaud,Merian,138.76387905946322,2020B-0288,3.9941235482393305,900,1,False
387,GAMA_J091614.44+035709.09_N536,--,N536,512,388,S2021A,object,GAMA_J091614.44+035709.09_N708,Leauthaud,Merian,139.06018984969288,2020B-0288,3.952527354893765,900,1,False
388,GAMA_J092904.74-004727.35_N536,--,N536,512,389,S2021A,object,GAMA_J092904.74-004727.35_N708,Leauthaud,Merian,142.26977628050722,2020B-0288,-0.7909309137015524,900,1,False
389,GAMA_J093014.58-005136.63_N536,--,N536,512,390,S2021A,object,GAMA_J093014.58-005136.63_N708,Leauthaud,Merian,142.5607565909645,2020B-0288,-0.8601763739333592,900,1,False
390,GAMA_J093125.12-005412.25_N536,--,N536,512,391,S2021A,object,GAMA_J093125.12-005412.25_N708,Leauthaud,Merian,142.8547050035501,2020B-0288,-0.9034041105217816,900,1,False
391,GAMA_J093235.67-005648.90_N536,--,N536,512,392,S2021A,object,GAMA_J093235.67-005648.90_N708,Leauthaud,Merian,143.14863572714947,2020B-0288,-0.9469180287027206,900,1,False
392,GAMA_J092552.62+004940.04_N536,--,N536,512,393,S2021A,object,GAMA_J092552.62+004940.04_N708,Leauthaud,Merian,141.46925640380556,2020B-0288,0.8277903389977285,900,1,False
393,GAMA_J092702.77+004533.12_N536,--,N536,512,394,S2021A,object,GAMA_J092702.77+004533.12_N708,Leauthaud,Merian,141.76156708176455,2020B-0288,0.7592022161300954,900,1,False
394,GAMA_J092813.50+004258.81_N536,--,N536,512,395,S2021A,object,GAMA_J092813.50+004258.81_N708,Leauthaud,Merian,142.05625152829376,2020B-0288,0.7163378693663934,900,1,False
395,GAMA_J092924.21+004023.45_N536,--,N536,512,396,S2021A,object,GAMA_J092924.21+004023.45_N708,Leauthaud,Merian,142.35090596083612,2020B-0288,0.6731810818350138,900,1,False
396,GAMA_J092235.62+022659.62_N536,--,N536,512,397,S2021A,object,GAMA_J092235.62+022659.62_N708,Leauthaud,Merian,140.64842719021905,2020B-0288,2.4498962221451923,900,1,False
397,GAMA_J092346.11+022255.18_N536,--,N536,512,398,S2021A,object,GAMA_J092346.11+022255.18_N708,Leauthaud,Merian,140.94212719492572,2020B-0288,2.3819959810851064,900,1,False
398,GAMA_J092457.02+022022.24_N536,--,N536,512,399,S2021A,object,GAMA_J092457.02+022022.24_N708,Leauthaud,Merian,141.23758418344536,2020B-0288,2.339512878355735,900,1,False
399,GAMA_J092607.91+021748.23_N536,--,N536,512,400,S2021A,object,GAMA_J092607.91+021748.23_N708,Leauthaud,Merian,141.5329989796991,2020B-0288,2.2967309518925587,900,1,False
400,GAMA_J091910.15+040417.63_N536,--,N536,512,401,S2021A,object,GAMA_J091910.15+040417.63_N708,Leauthaud,Merian,139.79230448520082,2020B-0288,4.071565980430498,900,1,False
401,GAMA_J092020.98+040015.83_N536,--,N536,512,402,S2021A,object,GAMA_J092020.98+040015.83_N708,Leauthaud,Merian,140.08745440359792,2020B-0288,4.004398017824943,900,1,False
402,GAMA_J092132.09+035744.35_N536,--,N536,512,403,S2021A,object,GAMA_J092132.09+035744.35_N708,Leauthaud,Merian,140.3837215851559,2020B-0288,3.9623217982366334,900,1,False
403,GAMA_J092243.18+035511.78_N536,--,N536,512,404,S2021A,object,GAMA_J092243.18+035511.78_N708,Leauthaud,Merian,140.67993456793837,2020B-0288,3.919940142908264,900,1,False
404,GAMA_J093535.24-004828.74_N536,--,N536,512,405,S2021A,object,GAMA_J093535.24-004828.74_N708,Leauthaud,Merian,143.8968452907043,2020B-0288,-0.8079859259939982,900,1,False
405,GAMA_J093645.08-005242.69_N536,--,N536,512,406,S2021A,object,GAMA_J093645.08-005242.69_N708,Leauthaud,Merian,144.1878404142976,2020B-0288,-0.8785267721784201,900,1,False
406,GAMA_J093755.63-005520.88_N536,--,N536,512,407,S2021A,object,GAMA_J093755.63-005520.88_N708,Leauthaud,Merian,144.48179986858509,2020B-0288,-0.9224686224247834,900,1,False
407,GAMA_J093906.17-005800.06_N536,--,N536,512,408,S2021A,object,GAMA_J093906.17-005800.06_N708,Leauthaud,Merian,144.77574254385598,2020B-0288,-0.9666844122910174,900,1,False
408,GAMA_J093221.99+004816.06_N536,--,N536,512,409,S2021A,object,GAMA_J093221.99+004816.06_N708,Leauthaud,Merian,143.09162599719602,2020B-0288,0.8044619507958994,900,1,False
409,GAMA_J093332.13+004404.39_N536,--,N536,512,410,S2021A,object,GAMA_J093332.13+004404.39_N708,Leauthaud,Merian,143.38389041916167,2020B-0288,0.7345546237335221,900,1,False
410,GAMA_J093442.85+004127.45_N536,--,N536,512,411,S2021A,object,GAMA_J093442.85+004127.45_N708,Leauthaud,Merian,143.6785481263127,2020B-0288,0.6909610725980272,900,1,False
411,GAMA_J093553.56+003849.51_N536,--,N536,512,412,S2021A,object,GAMA_J093553.56+003849.51_N708,Leauthaud,Merian,143.97317651729298,2020B-0288,0.6470872065219352,900,1,False
412,GAMA_J092904.58+022516.53_N536,--,N536,512,413,S2021A,object,GAMA_J092904.58+022516.53_N708,Leauthaud,Merian,142.26911854902391,2020B-0288,2.4212595046957683,900,1,False
413,GAMA_J093015.05+022107.24_N536,--,N536,512,414,S2021A,object,GAMA_J093015.05+022107.24_N708,Leauthaud,Merian,142.56271283088924,2020B-0288,2.35201351634866,900,1,False
414,GAMA_J093125.94+021831.62_N536,--,N536,512,415,S2021A,object,GAMA_J093125.94+021831.62_N708,Leauthaud,Merian,142.85810617256197,2020B-0288,2.3087845752925427,900,1,False
415,GAMA_J093236.82+021554.96_N536,--,N536,512,416,S2021A,object,GAMA_J093236.82+021554.96_N708,Leauthaud,Merian,143.15345779261327,2020B-0288,2.2652688390414046,900,1,False
416,GAMA_J094208.38-004928.19_N536,--,N536,512,417,S2021A,object,GAMA_J094208.38-004928.19_N708,Leauthaud,Merian,145.5349283011994,2020B-0288,-0.8244981343288896,900,1,False
417,GAMA_J094318.22-005346.62_N536,--,N536,512,418,S2021A,object,GAMA_J094318.22-005346.62_N708,Leauthaud,Merian,145.82594063438322,2020B-0288,-0.8962856719417199,900,1,False
418,GAMA_J094428.77-005627.27_N536,--,N536,512,419,S2021A,object,GAMA_J094428.77-005627.27_N708,Leauthaud,Merian,146.1199126402577,2020B-0288,-0.9409106746642012,900,1,False
419,GAMA_J094539.32-005908.86_N536,--,N536,512,420,S2021A,object,GAMA_J094539.32-005908.86_N708,Leauthaud,Merian,146.41386883793845,2020B-0288,-0.9857970690864224,900,1,False
420,GAMA_J093853.75+004650.42_N536,--,N536,512,421,S2021A,object,GAMA_J093853.75+004650.42_N708,Leauthaud,Merian,144.72398674330998,2020B-0288,0.7806740598567053,900,1,False
421,GAMA_J094003.88+004234.18_N536,--,N536,512,422,S2021A,object,GAMA_J094003.88+004234.18_N708,Leauthaud,Merian,145.0162055831896,2020B-0288,0.7094959698317161,900,1,False
422,GAMA_J094114.60+003954.73_N536,--,N536,512,423,S2021A,object,GAMA_J094114.60+003954.73_N708,Leauthaud,Merian,145.31083712036036,2020B-0288,0.6652039951825514,900,1,False
423,GAMA_J094225.30+003714.31_N536,--,N536,512,424,S2021A,object,GAMA_J094225.30+003714.31_N708,Leauthaud,Merian,145.6054401180229,2020B-0288,0.6206441314133089,900,1,False
424,GAMA_J093535.70+022328.18_N536,--,N536,512,425,S2021A,object,GAMA_J093535.70+022328.18_N708,Leauthaud,Merian,143.89877729043494,2020B-0288,2.391163534451123,900,1,False
425,GAMA_J093646.14+021914.23_N536,--,N536,512,426,S2021A,object,GAMA_J093646.14+021914.23_N708,Leauthaud,Merian,144.19226472981103,2020B-0288,2.320620213320405,900,1,False
426,GAMA_J093757.02+021636.03_N536,--,N536,512,427,S2021A,object,GAMA_J093757.02+021636.03_N708,Leauthaud,Merian,144.4875940097234,2020B-0288,2.276676176196949,900,1,False
427,GAMA_J093907.89+021356.84_N536,--,N536,512,428,S2021A,object,GAMA_J093907.89+021356.84_N708,Leauthaud,Merian,144.7828821356529,2020B-0288,2.2324576675331684,900,1,False
428,GAMA_J094843.92-005025.55_N536,--,N536,512,429,S2021A,object,GAMA_J094843.92-005025.55_N708,Leauthaud,Merian,147.18302524866775,2020B-0288,-0.8404311412134573,900,1,False
429,GAMA_J094953.77-005448.28_N536,--,N536,512,430,S2021A,object,GAMA_J094953.77-005448.28_N708,Leauthaud,Merian,147.47405716496633,2020B-0288,-0.9134137765220264,900,1,False
430,GAMA_J095104.33-005731.28_N536,--,N536,512,431,S2021A,object,GAMA_J095104.33-005731.28_N708,Leauthaud,Merian,147.76804321096736,2020B-0288,-0.9586892985065326,900,1,False
431,GAMA_J095214.88-010015.16_N536,--,N536,512,432,S2021A,object,GAMA_J095214.88-010015.16_N708,Leauthaud,Merian,148.06201447771576,2020B-0288,-1.0042133718991808,900,1,False
432,GAMA_J094527.92+004523.22_N536,--,N536,512,433,S2021A,object,GAMA_J094527.92+004523.22_N708,Leauthaud,Merian,146.36634035237824,2020B-0288,0.7564523332451195,900,1,False
433,GAMA_J094638.04+004102.59_N536,--,N536,512,434,S2021A,object,GAMA_J094638.04+004102.59_N708,Leauthaud,Merian,146.65851442399955,2020B-0288,0.6840540028022899,900,1,False
434,GAMA_J094748.74+003820.74_N536,--,N536,512,435,S2021A,object,GAMA_J094748.74+003820.74_N708,Leauthaud,Merian,146.95312044229462,2020B-0288,0.6390956064396589,900,1,False
435,GAMA_J094859.44+003537.97_N536,--,N536,512,436,S2021A,object,GAMA_J094859.44+003537.97_N708,Leauthaud,Merian,147.24769877518517,2020B-0288,0.5938820407661709,900,1,False
436,GAMA_J094208.98+022138.27_N536,--,N536,512,437,S2021A,object,GAMA_J094208.98+022138.27_N708,Leauthaud,Merian,145.5374166998944,2020B-0288,2.3606327804281837,900,1,False
437,GAMA_J094319.39+021719.83_N536,--,N536,512,438,S2021A,object,GAMA_J094319.39+021719.83_N708,Leauthaud,Merian,145.8307972078868,2020B-0288,2.288842513361728,900,1,False
438,GAMA_J094430.25+021439.17_N536,--,N536,512,439,S2021A,object,GAMA_J094430.25+021439.17_N708,Leauthaud,Merian,146.12606259104734,2020B-0288,2.244215276738998,900,1,False
439,GAMA_J094541.10+021157.57_N536,--,N536,512,440,S2021A,object,GAMA_J094541.10+021157.57_N708,Leauthaud,Merian,146.42128747631304,2020B-0288,2.1993261809174625,900,1,False
440,GAMA_J095522.35-005120.79_N536,--,N536,512,441,S2021A,object,GAMA_J095522.35-005120.79_N708,Leauthaud,Merian,148.84313619622958,2020B-0288,-0.8557772835558599,900,1,False
441,GAMA_J095632.20-005547.64_N536,--,N536,512,442,S2021A,object,GAMA_J095632.20-005547.64_N708,Leauthaud,Merian,149.1341900730124,2020B-0288,-0.9299026818782498,900,1,False
442,GAMA_J095742.76-005832.86_N536,--,N536,512,443,S2021A,object,GAMA_J095742.76-005832.86_N708,Leauthaud,Merian,149.42819164612715,2020B-0288,-0.9757955943535144,900,1,False
443,GAMA_J095853.32-010118.92_N536,--,N536,512,444,S2021A,object,GAMA_J095853.32-010118.92_N708,Leauthaud,Merian,149.7221795259057,2020B-0288,-1.0219239162715623,900,1,False
444,GAMA_J095204.96+004354.49_N536,--,N536,512,445,S2021A,object,GAMA_J095204.96+004354.49_N708,Leauthaud,Merian,148.02068788701274,2020B-0288,0.7318039758974969,900,1,False
445,GAMA_J095315.07+003929.65_N536,--,N536,512,446,S2021A,object,GAMA_J095315.07+003929.65_N708,Leauthaud,Merian,148.3128180974399,2020B-0288,0.6582366294253791,900,1,False
446,GAMA_J095425.77+003645.51_N536,--,N536,512,447,S2021A,object,GAMA_J095425.77+003645.51_N708,Leauthaud,Merian,148.60739930246,2020B-0288,0.6126442858482951,900,1,False
447,GAMA_J095536.46+003400.51_N536,--,N536,512,448,S2021A,object,GAMA_J095536.46+003400.51_N708,Leauthaud,Merian,148.90195375296815,2020B-0288,0.5668097960965963,900,1,False
448,GAMA_J094844.88+021943.22_N536,--,N536,512,449,S2021A,object,GAMA_J094844.88+021943.22_N708,Leauthaud,Merian,147.18702804724828,2020B-0288,2.328672879629924,900,1,False
449,GAMA_J094955.27+021520.47_N536,--,N536,512,450,S2021A,object,GAMA_J094955.27+021520.47_N708,Leauthaud,Merian,147.48030089381118,2020B-0288,2.255686622909044,900,1,False
450,GAMA_J095106.12+021237.47_N536,--,N536,512,451,S2021A,object,GAMA_J095106.12+021237.47_N708,Leauthaud,Merian,147.7755021998999,2020B-0288,2.2104084744951145,900,1,False
451,GAMA_J095216.95+020953.57_N536,--,N536,512,452,S2021A,object,GAMA_J095216.95+020953.57_N708,Leauthaud,Merian,148.0706637598723,2020B-0288,2.164881376953146,900,1,False
452,GAMA_J100203.90-005213.86_N536,--,N536,512,453,S2021A,object,GAMA_J100203.90-005213.86_N708,Leauthaud,Merian,150.51626113526618,2020B-0288,-0.8705168266688436,900,1,False
453,GAMA_J100313.76-005644.63_N536,--,N536,512,454,S2021A,object,GAMA_J100313.76-005644.63_N708,Leauthaud,Merian,150.8073393392251,2020B-0288,-0.9457309851085216,900,1,False
454,GAMA_J100424.32-005931.94_N536,--,N536,512,455,S2021A,object,GAMA_J100424.32-005931.94_N708,Leauthaud,Merian,151.10135791446166,2020B-0288,-0.9922071468747976,900,1,False
455,GAMA_J100534.88-010220.05_N536,--,N536,512,456,S2021A,object,GAMA_J100534.88-010220.05_N708,Leauthaud,Merian,151.39536393734278,2020B-0288,-1.038905272842864,900,1,False
456,GAMA_J095844.88+004227.92_N536,--,N536,512,457,S2021A,object,GAMA_J095844.88+004227.92_N708,Leauthaud,Merian,149.68703995580032,2020B-0288,0.7077572307907016,900,1,False
457,GAMA_J095954.99+003759.06_N536,--,N536,512,458,S2021A,object,GAMA_J095954.99+003759.06_N708,Leauthaud,Merian,149.97912800333998,2020B-0288,0.6330743832425546,900,1,False
458,GAMA_J100105.68+003512.77_N536,--,N536,512,459,S2021A,object,GAMA_J100105.68+003512.77_N708,Leauthaud,Merian,150.27368553038946,2020B-0288,0.5868819122458652,900,1,False
459,GAMA_J100216.37+003225.65_N536,--,N536,512,460,S2021A,object,GAMA_J100216.37+003225.65_N708,Leauthaud,Merian,150.56821730071013,2020B-0288,0.5404606151620361,900,1,False
460,GAMA_J095523.66+021746.68_N536,--,N536,512,461,S2021A,object,GAMA_J095523.66+021746.68_N708,Leauthaud,Merian,148.84862320526727,2020B-0288,2.2963017718172267,900,1,False
461,GAMA_J095634.02+021319.81_N536,--,N536,512,462,S2021A,object,GAMA_J095634.02+021319.81_N708,Leauthaud,Merian,149.1417885696056,2020B-0288,2.222171992204593,900,1,False
462,GAMA_J095744.86+021034.59_N536,--,N536,512,463,S2021A,object,GAMA_J095744.86+021034.59_N708,Leauthaud,Merian,149.4369261229293,2020B-0288,2.17627613750324,900,1,False
463,GAMA_J095855.68+020748.52_N536,--,N536,512,464,S2021A,object,GAMA_J095855.68+020748.52_N708,Leauthaud,Merian,149.73202476882344,2020B-0288,2.130144542843137,900,1,False
464,GAMA_J100527.93+004059.99_N536,--,N536,512,465,S2021A,object,GAMA_J100527.93+004059.99_N708,Leauthaud,Merian,151.36638834895123,2020B-0288,0.6833321356727867,900,1,False
