object,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count,wait
VVDS_J224650.92+022651.08_N70,--,N70,128,61,S2021B,object,VVDS_J224650.92+022651.08_N70,LeathaudGreene,Merian,341.7121943606126,2020B-0288,2.4475242451370125,600.0,1,False
VVDS_J224800.70+023142.00_N70,--,N70,128,62,S2021B,object,VVDS_J224800.70+023142.00_N70,LeathaudGreene,Merian,342.00293818898655,2020B-0288,2.5283339722053064,600.0,1,False
VVDS_J224911.24+023439.62_N70,--,N70,128,63,S2021B,object,VVDS_J224911.24+023439.62_N70,LeathaudGreene,Merian,342.2968414495547,2020B-0288,2.5776723792645155,600.0,1,False
VVDS_J225021.78+023737.69_N70,--,N70,128,64,S2021B,object,VVDS_J225021.78+023737.69_N70,LeathaudGreene,Merian,342.59075371040393,2020B-0288,2.627138432008094,600.0,1,False
VVDS_J224322.39+005640.68_N70,--,N70,128,65,S2021B,object,VVDS_J224322.39+005640.68_N70,LeathaudGreene,Merian,340.8432949267475,2020B-0288,0.9446349333364865,600.0,1,False
VVDS_J224432.29+010130.42_N70,--,N70,128,66,S2021B,object,VVDS_J224432.29+010130.42_N70,LeathaudGreene,Merian,341.1345665104131,2020B-0288,1.0251185510035796,600.0,1,False
VVDS_J224542.89+010427.48_N70,--,N70,128,67,S2021B,object,VVDS_J224542.89+010427.48_N70,LeathaudGreene,Merian,341.4287162755236,2020B-0288,1.0743011839448782,600.0,1,False
VVDS_J224653.48+010725.02_N70,--,N70,128,68,S2021B,object,VVDS_J224653.48+010725.02_N70,LeathaudGreene,Merian,341.72286132036453,2020B-0288,1.12361903845313,600.0,1,False
VVDS_J223949.00+022650.84_N70,--,N70,128,69,S2021B,object,VVDS_J223949.00+022650.84_N70,LeathaudGreene,Merian,339.9541665968702,2020B-0288,2.4474569202330043,600.0,1,False
VVDS_J224058.75+023139.31_N70,--,N70,128,70,S2021B,object,VVDS_J224058.75+023139.31_N70,LeathaudGreene,Merian,340.2448032979717,2020B-0288,2.527587448190296,600.0,1,False
VVDS_J224209.27+023435.75_N70,--,N70,128,71,S2021B,object,VVDS_J224209.27+023435.75_N70,LeathaudGreene,Merian,340.5386394532339,2020B-0288,2.5765986988745135,600.0,1,False
VVDS_J224319.79+023732.71_N70,--,N70,128,72,S2021B,object,VVDS_J224319.79+023732.71_N70,LeathaudGreene,Merian,340.83248316683853,2020B-0288,2.625752804926408,600.0,1,False
VVDS_J220848.81+005304.66_N70,--,N70,128,73,S2021B,object,VVDS_J220848.81+005304.66_N70,LeathaudGreene,Merian,332.20340002793546,2020B-0288,0.8846281828680197,600.0,1,False
VVDS_J220958.68+005739.15_N70,--,N70,128,74,S2021B,object,VVDS_J220958.68+005739.15_N70,LeathaudGreene,Merian,332.4945049096523,2020B-0288,0.9608752771683744,600.0,1,False
VVDS_J221109.25+010028.43_N70,--,N70,128,75,S2021B,object,VVDS_J221109.25+010028.43_N70,LeathaudGreene,Merian,332.7885419463728,2020B-0288,1.0078994433662771,600.0,1,False
VVDS_J221219.81+010318.47_N70,--,N70,128,76,S2021B,object,VVDS_J221219.81+010318.47_N70,LeathaudGreene,Merian,333.0825676246583,2020B-0288,1.05513182382535,600.0,1,False
VVDS_J220521.66+022618.81_N70,--,N70,128,77,S2021B,object,VVDS_J220521.66+022618.81_N70,LeathaudGreene,Merian,331.340257653481,2020B-0288,2.4385585600372828,600.0,1,False
VVDS_J220631.29+023051.42_N70,--,N70,128,78,S2021B,object,VVDS_J220631.29+023051.42_N70,LeathaudGreene,Merian,331.63039122371447,2020B-0288,2.514285113703505,600.0,1,False
VVDS_J220741.73+023339.72_N70,--,N70,128,79,S2021B,object,VVDS_J220741.73+023339.72_N70,LeathaudGreene,Merian,331.9239106079459,2020B-0288,2.5610335908956534,600.0,1,False
VVDS_J220852.18+023628.78_N70,--,N70,128,80,S2021B,object,VVDS_J220852.18+023628.78_N70,LeathaudGreene,Merian,332.2174307120218,2020B-0288,2.6079971910649045,600.0,1,False
VVDS_J221536.85+005353.06_N70,--,N70,128,81,S2021B,object,VVDS_J221536.85+005353.06_N70,LeathaudGreene,Merian,333.9035526159427,2020B-0288,0.898072496537178,600.0,1,False
VVDS_J221646.72+005831.05_N70,--,N70,128,82,S2021B,object,VVDS_J221646.72+005831.05_N70,LeathaudGreene,Merian,334.1946864683932,2020B-0288,0.9752936175548974,600.0,1,False
VVDS_J221757.29+010122.18_N70,--,N70,128,83,S2021B,object,VVDS_J221757.29+010122.18_N70,LeathaudGreene,Merian,334.48874338202927,2020B-0288,1.0228287696207123,600.0,1,False
VVDS_J221907.86+010414.00_N70,--,N70,128,84,S2021B,object,VVDS_J221907.86+010414.00_N70,LeathaudGreene,Merian,334.78279018024216,2020B-0288,1.070558096756167,600.0,1,False
VVDS_J221208.44+022628.86_N70,--,N70,128,85,S2021B,object,VVDS_J221208.44+022628.86_N70,LeathaudGreene,Merian,333.03520356340607,2020B-0288,2.4413524527723136,600.0,1,False
VVDS_J221318.10+023105.10_N70,--,N70,128,86,S2021B,object,VVDS_J221318.10+023105.10_N70,LeathaudGreene,Merian,333.32543277737693,2020B-0288,2.5180842789773714,600.0,1,False
VVDS_J221428.56+023355.30_N70,--,N70,128,87,S2021B,object,VVDS_J221428.56+023355.30_N70,LeathaudGreene,Merian,333.6190125841719,2020B-0288,2.5653633100930597,600.0,1,False
VVDS_J221539.02+023646.23_N70,--,N70,128,88,S2021B,object,VVDS_J221539.02+023646.23_N70,LeathaudGreene,Merian,333.9125944109368,2020B-0288,2.6128435835571104,600.0,1,False
VVDS_J220837.92+035943.30_N70,--,N70,128,89,S2021B,object,VVDS_J220837.92+035943.30_N70,LeathaudGreene,Merian,332.15801294460107,2020B-0288,3.9953619967826706,600.0,1,False
VVDS_J220947.34+040417.69_N70,--,N70,128,90,S2021B,object,VVDS_J220947.34+040417.69_N70,LeathaudGreene,Merian,332.447265752349,2020B-0288,4.071581615002097,600.0,1,False
VVDS_J221057.67+040706.92_N70,--,N70,128,91,S2021B,object,VVDS_J221057.67+040706.92_N70,LeathaudGreene,Merian,332.7403249021673,2020B-0288,4.11859083705869,600.0,1,False
VVDS_J221208.01+040956.91_N70,--,N70,128,92,S2021B,object,VVDS_J221208.01+040956.91_N70,LeathaudGreene,Merian,333.03339811501746,2020B-0288,4.165808370436818,600.0,1,False
VVDS_J221526.82+035912.63_N70,--,N70,128,93,S2021B,object,VVDS_J221526.82+035912.63_N70,LeathaudGreene,Merian,333.8617753514112,2020B-0288,3.9868429542104966,600.0,1,False
VVDS_J221636.28+040350.54_N70,--,N70,128,94,S2021B,object,VVDS_J221636.28+040350.54_N70,LeathaudGreene,Merian,334.15119349353193,2020B-0288,4.064040477207353,600.0,1,False
VVDS_J221746.64+040641.62_N70,--,N70,128,95,S2021B,object,VVDS_J221746.64+040641.62_N70,LeathaudGreene,Merian,334.4443554059845,2020B-0288,4.111562948143907,600.0,1,False
