object,comment,filter,seqtot,seqnum,seqid,expType,object.1,proposer,program,RA,propid,dec,expTime,count,wait
GAMA_J111527.88-010939.72_N540,--,N540,512,140,S2021A,object,GAMA_J111527.88-010939.72_N708,Leauthaud,Merian,168.86618496267100,2020B-0288,-1.1610351112337200,900,1,FALSE
GAMA_J110820.34+002849.09_N540,--,N540,512,141,S2021A,object,GAMA_J110820.34+002849.09_N708,Leauthaud,Merian,167.08477577918000,2020B-0288,0.4803042888490970,900,1,FALSE
GAMA_J110930.36+002352.41_N540,--,N540,512,142,S2021A,object,GAMA_J110930.36+002352.41_N708,Leauthaud,Merian,167.37652911902200,2020B-0288,0.39789267190626700,900,1,FALSE
GAMA_J111041.01+002052.23_N540,--,N540,512,143,S2021A,object,GAMA_J111041.01+002052.23_N708,Leauthaud,Merian,167.6709081843530,2020B-0288,0.34784337315549400,900,1,FALSE
GAMA_J111151.66+001751.76_N540,--,N540,512,144,S2021A,object,GAMA_J111151.66+001751.76_N708,Leauthaud,Merian,167.96527472212600,2020B-0288,0.2977136016580260,900,1,FALSE
GAMA_J110108.24+003006.51_N540,--,N540,512,145,S2021A,object,GAMA_J110108.24+003006.51_N708,Leauthaud,Merian,165.2843699849120,2020B-0288,0.5018096096688130,900,1,FALSE
GAMA_J110218.27+002511.47_N540,--,N540,512,146,S2021A,object,GAMA_J110218.27+002511.47_N708,Leauthaud,Merian,165.57614911994000,2020B-0288,0.4198546368029440,900,1,FALSE
GAMA_J110328.92+002211.98_N540,--,N540,512,147,S2021A,object,GAMA_J110328.92+002211.98_N708,Leauthaud,Merian,165.87054102383100,2020B-0288,0.3699947290841170,900,1,FALSE
GAMA_J110439.58+001912.13_N540,--,N540,512,148,S2021A,object,GAMA_J110439.58+001912.13_N708,Leauthaud,Merian,166.16491886865500,2020B-0288,0.32003841798826400,900,1,FALSE
GAMA_J105359.75+003130.70_N540,--,N540,512,149,S2021A,object,GAMA_J105359.75+003130.70_N708,Leauthaud,Merian,163.4989814610360,2020B-0288,0.5251956973961650,900,1,FALSE
GAMA_J105509.78+002637.58_N540,--,N540,512,150,S2021A,object,GAMA_J105509.78+002637.58_N708,Leauthaud,Merian,163.7907886545850,2020B-0288,0.4437734661120300,900,1,FALSE
GAMA_J105620.44+002338.93_N540,--,N540,512,151,S2021A,object,GAMA_J105620.44+002338.93_N708,Leauthaud,Merian,164.08519475116500,2020B-0288,0.3941499817952410,900,1,FALSE
GAMA_J105731.10+002039.89_N540,--,N540,512,152,S2021A,object,GAMA_J105731.10+002039.89_N708,Leauthaud,Merian,164.37958527847800,2020B-0288,0.3444143894705680,900,1,FALSE
GAMA_J103622.78+020527.14_N540,--,N540,512,153,S2021A,object,GAMA_J103622.78+020527.14_N708,Leauthaud,Merian,159.09494684351100,2020B-0288,2.090873626277180,900,1,FALSE
GAMA_J103732.99+020039.96_N540,--,N540,512,154,S2021A,object,GAMA_J103732.99+020039.96_N708,Leauthaud,Merian,159.38747845675600,2020B-0288,2.011102120568360,900,1,FALSE
GAMA_J103843.73+015744.16_N540,--,N540,512,155,S2021A,object,GAMA_J103843.73+015744.16_N708,Leauthaud,Merian,159.6822447599370,2020B-0288,1.9622670585922100,900,1,FALSE
GAMA_J103954.47+015447.81_N540,--,N540,512,156,S2021A,object,GAMA_J103954.47+015447.81_N708,Leauthaud,Merian,159.9769789377540,2020B-0288,1.9132815859380600,900,1,FALSE
GAMA_J104654.86+003254.35_N540,--,N540,512,157,S2021A,object,GAMA_J104654.86+003254.35_N708,Leauthaud,Merian,161.72860052944700,2020B-0288,0.548430856814389,900,1,FALSE
GAMA_J104804.90+002803.41_N540,--,N540,512,158,S2021A,object,GAMA_J104804.90+002803.41_N708,Leauthaud,Merian,162.02043749600300,2020B-0288,0.4676149497717840,900,1,FALSE
GAMA_J104915.56+002505.78_N540,--,N540,512,159,S2021A,object,GAMA_J104915.56+002505.78_N708,Leauthaud,Merian,162.31485891384100,2020B-0288,0.418273474763351,900,1,FALSE
GAMA_J105026.22+002207.69_N540,--,N540,512,160,S2021A,object,GAMA_J105026.22+002207.69_N708,Leauthaud,Merian,162.60926329654700,2020B-0288,0.36880442565691100,900,1,FALSE
GAMA_J103953.32+003406.56_N540,--,N540,512,161,S2021A,object,GAMA_J103953.32+003406.56_N708,Leauthaud,Merian,159.97220769220500,2020B-0288,0.5684891471857230,900,1,FALSE
GAMA_J104103.37+002918.06_N540,--,N540,512,162,S2021A,object,GAMA_J104103.37+002918.06_N708,Leauthaud,Merian,160.26407484539000,2020B-0288,0.4883510145231790,900,1,FALSE
GAMA_J104214.04+002621.60_N540,--,N540,512,163,S2021A,object,GAMA_J104214.04+002621.60_N708,Leauthaud,Merian,160.55851207672800,2020B-0288,0.4393358673010070,900,1,FALSE
GAMA_J104324.70+002324.64_N540,--,N540,512,164,S2021A,object,GAMA_J104324.70+002324.64_N708,Leauthaud,Merian,160.85293088146400,2020B-0288,0.3901779215157530,900,1,FALSE
GAMA_J120000.00+031022.80_N540,--,N540,512,165,S2021A,object,GAMA_J120000.00+031022.80_N708,Leauthaud,Merian,180.0,2020B-0288,3.173,900,1,FALSE
GAMA_J120109.92+030522.97_N540,--,N540,512,166,S2021A,object,GAMA_J120109.92+030522.97_N708,Leauthaud,Merian,180.29135018253800,2020B-0288,3.089714021626500,900,1,FALSE
GAMA_J120220.48+030223.13_N540,--,N540,512,167,S2021A,object,GAMA_J120220.48+030223.13_N708,Leauthaud,Merian,180.5853697815210,2020B-0288,3.0397592160656700,900,1,FALSE
GAMA_J120331.04+025923.42_N540,--,N540,512,168,S2021A,object,GAMA_J120331.04+025923.42_N708,Leauthaud,Merian,180.87936258724400,2020B-0288,2.9898395331969900,900,1,FALSE
GAMA_J120000.00+002327.60_N540,--,N540,512,169,S2021A,object,GAMA_J120000.00+002327.60_N708,Leauthaud,Merian,180.0,2020B-0288,0.391,900,1,FALSE
GAMA_J120109.98+001827.77_N540,--,N540,512,170,S2021A,object,GAMA_J120109.98+001827.77_N708,Leauthaud,Merian,180.29161824540000,2020B-0288,0.307714034527359,900,1,FALSE
GAMA_J120220.62+001527.93_N540,--,N540,512,171,S2021A,object,GAMA_J120220.62+001527.93_N708,Leauthaud,Merian,180.5859332087130,2020B-0288,0.25775927306152000,900,1,FALSE
GAMA_J120331.25+001228.22_N540,--,N540,512,172,S2021A,object,GAMA_J120331.25+001228.22_N708,Leauthaud,Merian,180.88024630153500,2020B-0288,0.20783967341793300,900,1,FALSE
GAMA_J120343.76+014659.27_N540,--,N540,512,173,S2021A,object,GAMA_J120343.76+014659.27_N708,Leauthaud,Merian,180.93235102852600,2020B-0288,1.7831324811845800,900,1,FALSE
GAMA_J120453.71+014159.81_N540,--,N540,512,174,S2021A,object,GAMA_J120453.71+014159.81_N708,Leauthaud,Merian,181.2237940427680,2020B-0288,1.6999472686998100,900,1,FALSE
GAMA_J120604.30+013900.35_N540,--,N540,512,175,S2021A,object,GAMA_J120604.30+013900.35_N708,Leauthaud,Merian,181.51793754226600,2020B-0288,1.6500979753454500,900,1,FALSE
GAMA_J120714.89+013601.05_N540,--,N540,512,176,S2021A,object,GAMA_J120714.89+013601.05_N708,Leauthaud,Merian,181.8120674134210,2020B-0288,1.6002921673190000,900,1,FALSE
GAMA_J120727.47+002336.70_N540,--,N540,512,177,S2021A,object,GAMA_J120727.47+002336.70_N708,Leauthaud,Merian,181.86449263063500,2020B-0288,0.3935295462289740,900,1,FALSE
GAMA_J120837.46+001837.68_N540,--,N540,512,178,S2021A,object,GAMA_J120837.46+001837.68_N708,Leauthaud,Merian,182.156093992012,2020B-0288,0.3104671032051790,900,1,FALSE
GAMA_J120948.09+001538.65_N540,--,N540,512,179,S2021A,object,GAMA_J120948.09+001538.65_N708,Leauthaud,Merian,182.45040056577800,2020B-0288,0.2607365094020570,900,1,FALSE
GAMA_J121058.72+001239.80_N540,--,N540,512,180,S2021A,object,GAMA_J121058.72+001239.80_N708,Leauthaud,Merian,182.7447066296960,2020B-0288,0.21105776023632200,900,1,FALSE
GAMA_J121111.05+014728.28_N540,--,N540,512,181,S2021A,object,GAMA_J121111.05+014728.28_N708,Leauthaud,Merian,182.79604804709600,2020B-0288,1.7911912662010300,900,1,FALSE
GAMA_J121220.97+014229.78_N540,--,N540,512,182,S2021A,object,GAMA_J121220.97+014229.78_N708,Leauthaud,Merian,183.08740754802700,2020B-0288,1.7082734493636800,900,1,FALSE
GAMA_J121331.56+013931.22_N540,--,N540,512,183,S2021A,object,GAMA_J121331.56+013931.22_N708,Leauthaud,Merian,183.3815024924340,2020B-0288,1.6586745499399900,900,1,FALSE
GAMA_J121442.14+013632.88_N540,--,N540,512,184,S2021A,object,GAMA_J121442.14+013632.88_N708,Leauthaud,Merian,183.67558514918500,2020B-0288,1.6091357741184700,900,1,FALSE
GAMA_J121454.47+002356.81_N540,--,N540,512,185,S2021A,object,GAMA_J121454.47+002356.81_N708,Leauthaud,Merian,183.7269809025830,2020B-0288,0.3991153520216950,900,1,FALSE
GAMA_J121604.45+001858.91_N540,--,N540,512,186,S2021A,object,GAMA_J121604.45+001858.91_N708,Leauthaud,Merian,184.01856461147100,2020B-0288,0.3163639999320760,900,1,FALSE
GAMA_J121715.08+001600.87_N540,--,N540,512,187,S2021A,object,GAMA_J121715.08+001600.87_N708,Leauthaud,Merian,184.31286216803400,2020B-0288,0.2669099042930370,900,1,FALSE
GAMA_J121825.71+001303.08_N540,--,N540,512,188,S2021A,object,GAMA_J121825.71+001303.08_N708,Leauthaud,Merian,184.60716051892600,2020B-0288,0.2175242628143000,900,1,FALSE
GAMA_J121837.61+014819.09_N540,--,N540,512,189,S2021A,object,GAMA_J121837.61+014819.09_N708,Leauthaud,Merian,184.6567328300020,2020B-0288,1.8053031689680900,900,1,FALSE
GAMA_J121947.52+014321.86_N540,--,N540,512,190,S2021A,object,GAMA_J121947.52+014321.86_N708,Leauthaud,Merian,184.94800718272900,2020B-0288,1.7227398223748700,900,1,FALSE
GAMA_J122058.09+014024.39_N540,--,N540,512,191,S2021A,object,GAMA_J122058.09+014024.39_N708,Leauthaud,Merian,185.2420523476340,2020B-0288,1.6734432520945400,900,1,FALSE
GAMA_J122208.66+013727.20_N540,--,N540,512,192,S2021A,object,GAMA_J122208.66+013727.20_N708,Leauthaud,Merian,185.53608649256300,2020B-0288,1.6242233504058600,900,1,FALSE
GAMA_J122220.03+002435.08_N540,--,N540,512,193,S2021A,object,GAMA_J122220.03+002435.08_N708,Leauthaud,Merian,185.58345878482200,2020B-0288,0.4097455388053540,900,1,FALSE
GAMA_J122330.00+001938.60_N540,--,N540,512,194,S2021A,object,GAMA_J122330.00+001938.60_N708,Leauthaud,Merian,185.8750232221280,2020B-0288,0.32739128399798900,900,1,FALSE
GAMA_J122440.63+001641.75_N540,--,N540,512,195,S2021A,object,GAMA_J122440.63+001641.75_N708,Leauthaud,Merian,186.16931051806700,2020B-0288,0.2782647926078220,900,1,FALSE
GAMA_J122551.26+001345.20_N540,--,N540,512,196,S2021A,object,GAMA_J122551.26+001345.20_N708,Leauthaud,Merian,186.4635998305360,2020B-0288,0.2292232385952860,900,1,FALSE
GAMA_J122943.90+002524.25_N540,--,N540,512,197,S2021A,object,GAMA_J122943.90+002524.25_N708,Leauthaud,Merian,187.43292405736300,2020B-0288,0.4234049337869810,900,1,FALSE
GAMA_J123053.87+002029.51_N540,--,N540,512,198,S2021A,object,GAMA_J123053.87+002029.51_N708,Leauthaud,Merian,187.72446750196200,2020B-0288,0.3415322399291430,900,1,FALSE
GAMA_J123204.49+001734.02_N540,--,N540,512,199,S2021A,object,GAMA_J123204.49+001734.02_N708,Leauthaud,Merian,188.0187433246530,2020B-0288,0.2927833938353150,900,1,FALSE
GAMA_J123315.12+001438.88_N540,--,N540,512,200,S2021A,object,GAMA_J123315.12+001438.88_N708,Leauthaud,Merian,188.31302231698700,2020B-0288,0.2441358165921440,900,1,FALSE
GAMA_J123705.36+002624.25_N540,--,N540,512,201,S2021A,object,GAMA_J123705.36+002624.25_N708,Leauthaud,Merian,189.27237403323500,2020B-0288,0.4400695205365670,900,1,FALSE
GAMA_J123815.33+002131.53_N540,--,N540,512,202,S2021A,object,GAMA_J123815.33+002131.53_N708,Leauthaud,Merian,189.56389441139400,2020B-0288,0.3587603877934820,900,1,FALSE
GAMA_J123925.95+001837.57_N540,--,N540,512,203,S2021A,object,GAMA_J123925.95+001837.57_N708,Leauthaud,Merian,189.85815733193700,2020B-0288,0.31043751821637500,900,1,FALSE
GAMA_J124036.58+001544.03_N540,--,N540,512,204,S2021A,object,GAMA_J124036.58+001544.03_N708,Leauthaud,Merian,190.1524245004800,2020B-0288,0.262232054899844,900,1,FALSE
GAMA_J124424.19+002731.37_N540,--,N540,512,205,S2021A,object,GAMA_J124424.19+002731.37_N708,Leauthaud,Merian,191.10080896928200,2020B-0288,0.4587144922485170,900,1,FALSE
GAMA_J124534.15+002240.97_N540,--,N540,512,206,S2021A,object,GAMA_J124534.15+002240.97_N708,Leauthaud,Merian,191.3923042289990,2020B-0288,0.378048592314993,900,1,FALSE
GAMA_J124644.77+001948.71_N540,--,N540,512,207,S2021A,object,GAMA_J124644.77+001948.71_N708,Leauthaud,Merian,191.6865528774920,2020B-0288,0.3301985024536940,900,1,FALSE
GAMA_J124755.39+001656.93_N540,--,N540,512,208,S2021A,object,GAMA_J124755.39+001656.93_N708,Leauthaud,Merian,191.9808067826140,2020B-0288,0.2824817386480370,900,1,FALSE
GAMA_J125139.65+002849.09_N540,--,N540,512,209,S2021A,object,GAMA_J125139.65+002849.09_N708,Leauthaud,Merian,192.91522422082000,2020B-0288,0.4803042888490970,900,1,FALSE
GAMA_J125249.60+002401.28_N540,--,N540,512,210,S2021A,object,GAMA_J125249.60+002401.28_N708,Leauthaud,Merian,193.206691717715,2020B-0288,0.4003578897334350,900,1,FALSE
GAMA_J125400.22+002110.89_N540,--,N540,512,211,S2021A,object,GAMA_J125400.22+002110.89_N708,Leauthaud,Merian,193.5009243194670,2020B-0288,0.3530251198820270,900,1,FALSE
GAMA_J125510.83+001821.02_N540,--,N540,512,212,S2021A,object,GAMA_J125510.83+001821.02_N708,Leauthaud,Merian,193.79516310377500,2020B-0288,0.305841338306312,900,1,FALSE
GAMA_J125851.75+003006.51_N540,--,N540,512,213,S2021A,object,GAMA_J125851.75+003006.51_N708,Leauthaud,Merian,194.71563001508800,2020B-0288,0.5018096096688130,900,1,FALSE
GAMA_J130001.69+002521.56_N540,--,N540,512,214,S2021A,object,GAMA_J130001.69+002521.56_N708,Leauthaud,Merian,195.00706817264400,2020B-0288,0.4226563963235850,900,1,FALSE
GAMA_J130112.30+002233.18_N540,--,N540,512,215,S2021A,object,GAMA_J130112.30+002233.18_N708,Leauthaud,Merian,195.30128373589100,2020B-0288,0.3758838654995790,900,1,FALSE
GAMA_J130222.92+001945.39_N540,--,N540,512,216,S2021A,object,GAMA_J130222.92+001945.39_N708,Leauthaud,Merian,195.59550634878900,2020B-0288,0.3292757154111360,900,1,FALSE
GAMA_J130600.24+003130.70_N540,--,N540,512,217,S2021A,object,GAMA_J130600.24+003130.70_N708,Leauthaud,Merian,196.50101853896400,2020B-0288,0.5251956973961650,900,1,FALSE
GAMA_J130710.18+002648.86_N540,--,N540,512,218,S2021A,object,GAMA_J130710.18+002648.86_N708,Leauthaud,Merian,196.79242487220200,2020B-0288,0.4469062289943580,900,1,FALSE
GAMA_J130820.78+002402.64_N540,--,N540,512,219,S2021A,object,GAMA_J130820.78+002402.64_N708,Leauthaud,Merian,197.08662176671100,2020B-0288,0.4007348661266210,900,1,FALSE
GAMA_J130931.39+002117.07_N540,--,N540,512,220,S2021A,object,GAMA_J130931.39+002117.07_N708,Leauthaud,Merian,197.3808264998320,2020B-0288,0.3547429863259030,900,1,FALSE
GAMA_J131305.13+003254.35_N540,--,N540,512,221,S2021A,object,GAMA_J131305.13+003254.35_N708,Leauthaud,Merian,198.2713994705530,2020B-0288,0.5484308568143890,900,1,FALSE
GAMA_J131415.06+002815.86_N540,--,N540,512,222,S2021A,object,GAMA_J131415.06+002815.86_N708,Leauthaud,Merian,198.5627724340700,2020B-0288,0.4710729308830450,900,1,FALSE
GAMA_J131525.66+002531.95_N540,--,N540,512,223,S2021A,object,GAMA_J131525.66+002531.95_N708,Leauthaud,Merian,198.85694968783300,2020B-0288,0.4255419466741860,900,1,FALSE
GAMA_J131636.27+002248.73_N540,--,N540,512,224,S2021A,object,GAMA_J131636.27+002248.73_N708,Leauthaud,Merian,199.15113550676800,2020B-0288,0.3802052475272480,900,1,FALSE
GAMA_J132705.80+003514.51_N540,--,N540,512,225,S2021A,object,GAMA_J132705.80+003514.51_N708,Leauthaud,Merian,201.77418914840500,2020B-0288,0.5873657749790970,900,1,FALSE
GAMA_J132815.71+003043.44_N540,--,N540,512,226,S2021A,object,GAMA_J132815.71+003043.44_N708,Leauthaud,Merian,202.06549545865500,2020B-0288,0.5120676382620800,900,1,FALSE
GAMA_J132926.31+002804.55_N540,--,N540,512,227,S2021A,object,GAMA_J132926.31+002804.55_N708,Leauthaud,Merian,202.35963366805300,2020B-0288,0.4679311228869530,900,1,FALSE
GAMA_J133036.90+002526.46_N540,--,N540,512,228,S2021A,object,GAMA_J133036.90+002526.46_N708,Leauthaud,Merian,202.65378176380400,2020B-0288,0.42401761629258600,900,1,FALSE
GAMA_J132006.67+003406.56_N540,--,N540,512,229,S2021A,object,GAMA_J132006.67+003406.56_N708,Leauthaud,Merian,200.02779230779500,2020B-0288,0.5684891471857230,900,1,FALSE
GAMA_J132116.59+002931.66_N540,--,N540,512,230,S2021A,object,GAMA_J132116.59+002931.66_N708,Leauthaud,Merian,200.31913221364500,2020B-0288,0.4921283829092310,900,1,FALSE
GAMA_J132227.18+002650.19_N540,--,N540,512,231,S2021A,object,GAMA_J132227.18+002650.19_N708,Leauthaud,Merian,200.61329010624100,2020B-0288,0.447275670527516,900,1,FALSE
GAMA_J132337.78+002409.47_N540,--,N540,512,232,S2021A,object,GAMA_J132337.78+002409.47_N708,Leauthaud,Merian,200.9074572521050,2020B-0288,0.4026317441226180,900,1,FALSE
GAMA_J120343.95-005959.52_N540,--,N540,512,233,S2021A,object,GAMA_J120343.95-005959.52_N708,Leauthaud,Merian,180.93314209693700,2020B-0288,-0.9998674064120840,900,1,FALSE
GAMA_J120453.98-010458.98_N540,--,N540,512,234,S2021A,object,GAMA_J120453.98-010458.98_N708,Leauthaud,Merian,181.22491886902800,2020B-0288,-1.0830525040366700,900,1,FALSE
GAMA_J120604.65-010758.44_N540,--,N540,512,235,S2021A,object,GAMA_J120604.65-010758.44_N708,Leauthaud,Merian,181.5193970763500,2020B-0288,-1.1329016420139400,900,1,FALSE
GAMA_J120715.33-011057.74_N540,--,N540,512,236,S2021A,object,GAMA_J120715.33-011057.74_N708,Leauthaud,Merian,181.8138865618840,2020B-0288,-1.1827072382492900,900,1,FALSE
GAMA_J121111.38-005955.71_N540,--,N540,512,237,S2021A,object,GAMA_J121111.38-005955.71_N708,Leauthaud,Merian,182.7974253848130,2020B-0288,-0.9988085729774400,900,1,FALSE
GAMA_J121221.42-010454.21_N540,--,N540,512,238,S2021A,object,GAMA_J121221.42-010454.21_N708,Leauthaud,Merian,183.08925108767900,2020B-0288,-1.0817261207696700,900,1,FALSE
GAMA_J121332.10-010752.76_N540,--,N540,512,239,S2021A,object,GAMA_J121332.10-010752.76_N708,Leauthaud,Merian,183.38376037398600,2020B-0288,-1.1313247157043200,900,1,FALSE
GAMA_J121442.78-011051.10_N540,--,N540,512,240,S2021A,object,GAMA_J121442.78-011051.10_N708,Leauthaud,Merian,183.6782822589520,2020B-0288,-1.1808631015708200,900,1,FALSE
GAMA_J121837.84-005948.11_N540,--,N540,512,241,S2021A,object,GAMA_J121837.84-005948.11_N708,Leauthaud,Merian,184.6577062707500,2020B-0288,-0.9966982666977070,900,1,FALSE
GAMA_J121947.89-010445.34_N540,--,N540,512,242,S2021A,object,GAMA_J121947.89-010445.34_N708,Leauthaud,Merian,184.94958026905100,2020B-0288,-1.0792613408644900,900,1,FALSE
GAMA_J122058.58-010742.80_N540,--,N540,512,243,S2021A,object,GAMA_J122058.58-010742.80_N708,Leauthaud,Merian,185.244120106531,2020B-0288,-1.1285575898300300,900,1,FALSE
GAMA_J122209.28-011039.99_N540,--,N540,512,244,S2021A,object,GAMA_J122209.28-011039.99_N708,Leauthaud,Merian,185.53867380709600,2020B-0288,-1.177777060026540,900,1,FALSE
GAMA_J122602.87-005936.77_N540,--,N540,512,245,S2021A,object,GAMA_J122602.87-005936.77_N708,Leauthaud,Merian,186.51198328939800,2020B-0288,-0.993549455236788,900,1,FALSE
GAMA_J122712.93-010432.42_N540,--,N540,512,246,S2021A,object,GAMA_J122712.93-010432.42_N708,Leauthaud,Merian,186.8039046975790,2020B-0288,-1.0756725899682700,900,1,FALSE
GAMA_J122823.63-010728.61_N540,--,N540,512,247,S2021A,object,GAMA_J122823.63-010728.61_N708,Leauthaud,Merian,187.0984744011380,2020B-0288,-1.1246157541373500,900,1,FALSE
GAMA_J122934.33-011024.47_N540,--,N540,512,248,S2021A,object,GAMA_J122934.33-011024.47_N708,Leauthaud,Merian,187.39305916994800,2020B-0288,-1.1734657022492500,900,1,FALSE
GAMA_J123325.74-005921.77_N540,--,N540,512,249,S2021A,object,GAMA_J123325.74-005921.77_N708,Leauthaud,Merian,188.35725487732000,2020B-0288,-0.9893831640188590,900,1,FALSE
GAMA_J123435.81-010415.53_N540,--,N540,512,250,S2021A,object,GAMA_J123435.81-010415.53_N708,Leauthaud,Merian,188.64922254490100,2020B-0288,-1.0709831120193700,900,1,FALSE
GAMA_J123546.51-010710.28_N540,--,N540,512,251,S2021A,object,GAMA_J123546.51-010710.28_N708,Leauthaud,Merian,188.94382126408600,2020B-0288,-1.1195240176126300,900,1,FALSE
GAMA_J123657.22-011004.63_N540,--,N540,512,252,S2021A,object,GAMA_J123657.22-011004.63_N708,Leauthaud,Merian,189.23843618218400,2020B-0288,-1.1679554451017200,900,1,FALSE
GAMA_J124045.96-005903.20_N540,--,N540,512,253,S2021A,object,GAMA_J124045.96-005903.20_N708,Leauthaud,Merian,190.19151969046200,2020B-0288,-0.9842249359808430,900,1,FALSE
GAMA_J124156.04-010354.79_N540,--,N540,512,254,S2021A,object,GAMA_J124156.04-010354.79_N708,Leauthaud,Merian,190.48353224162300,2020B-0288,-1.0652209399593700,900,1,FALSE
GAMA_J124306.75-010647.92_N540,--,N540,512,255,S2021A,object,GAMA_J124306.75-010647.92_N708,Leauthaud,Merian,190.77815898671100,2020B-0288,-1.1133120883825600,900,1,FALSE
GAMA_J124417.47-010940.59_N540,--,N540,512,256,S2021A,object,GAMA_J124417.47-010940.59_N708,Leauthaud,Merian,191.0728029909940,2020B-0288,-1.1612777048041500,900,1,FALSE
GAMA_J124803.30-005841.16_N540,--,N540,512,257,S2021A,object,GAMA_J124803.30-005841.16_N708,Leauthaud,Merian,192.0137766067110,2020B-0288,-0.9781018833003090,900,1,FALSE
GAMA_J124913.39-010330.29_N540,--,N540,512,258,S2021A,object,GAMA_J124913.39-010330.29_N708,Leauthaud,Merian,192.30583247964600,2020B-0288,-1.05841570182787,900,1,FALSE
GAMA_J125024.11-010621.64_N540,--,N540,512,259,S2021A,object,GAMA_J125024.11-010621.64_N708,Leauthaud,Merian,192.60048614721000,2020B-0288,-1.1060112324661400,900,1,FALSE
GAMA_J125134.83-010912.47_N540,--,N540,512,260,S2021A,object,GAMA_J125134.83-010912.47_N708,Leauthaud,Merian,192.895158057234,2020B-0288,-1.1534654084394100,900,1,FALSE
GAMA_J125517.28-005815.77_N540,--,N540,512,261,S2021A,object,GAMA_J125517.28-005815.77_N708,Leauthaud,Merian,193.822024448699,2020B-0288,-0.9710481434906580,900,1,FALSE
GAMA_J125627.38-010302.17_N540,--,N540,512,262,S2021A,object,GAMA_J125627.38-010302.17_N708,Leauthaud,Merian,194.11412188791400,2020B-0288,-1.050604719817030,900,1,FALSE
GAMA_J125738.11-010551.57_N540,--,N540,512,263,S2021A,object,GAMA_J125738.11-010551.57_N708,Leauthaud,Merian,194.40880125696900,2020B-0288,-1.0976608531298100,900,1,FALSE
GAMA_J125848.83-010840.41_N540,--,N540,512,264,S2021A,object,GAMA_J125848.83-010840.41_N708,Leauthaud,Merian,194.7034997712120,2020B-0288,-1.1445600709748200,900,1,FALSE
GAMA_J130227.90-005747.13_N540,--,N540,512,265,S2021A,object,GAMA_J130227.90-005747.13_N708,Leauthaud,Merian,195.61626240506200,2020B-0288,-0.9630932858938320,900,1,FALSE
GAMA_J130338.01-010230.55_N540,--,N540,512,266,S2021A,object,GAMA_J130338.01-010230.55_N708,Leauthaud,Merian,195.90839952431900,2020B-0288,-1.0418201680898200,900,1,FALSE
GAMA_J130448.74-010517.86_N540,--,N540,512,267,S2021A,object,GAMA_J130448.74-010517.86_N708,Leauthaud,Merian,196.20310329614600,2020B-0288,-1.0882947576751600,900,1,FALSE
GAMA_J130559.47-010804.54_N540,--,N540,512,268,S2021A,object,GAMA_J130559.47-010804.54_N708,Leauthaud,Merian,196.49782703348600,2020B-0288,-1.134597145063900,900,1,FALSE
GAMA_J130934.67-005715.39_N540,--,N540,512,269,S2021A,object,GAMA_J130934.67-005715.39_N708,Leauthaud,Merian,197.39448948916400,2020B-0288,-0.9542777440458510,900,1,FALSE
GAMA_J131044.79-010155.58_N540,--,N540,512,270,S2021A,object,GAMA_J131044.79-010155.58_N708,Leauthaud,Merian,197.68666424357000,2020B-0288,-1.0321061649883300,900,1,FALSE
GAMA_J131155.53-010440.65_N540,--,N540,512,271,S2021A,object,GAMA_J131155.53-010440.65_N708,Leauthaud,Merian,197.98139102531400,2020B-0288,-1.0779594332124500,900,1,FALSE
GAMA_J131306.27-010725.05_N540,--,N540,512,272,S2021A,object,GAMA_J131306.27-010725.05_N708,Leauthaud,Merian,198.2761385082860,2020B-0288,-1.1236255147206000,900,1,FALSE
GAMA_J131637.60-005640.68_N540,--,N540,512,273,S2021A,object,GAMA_J131637.60-005640.68_N708,Leauthaud,Merian,199.15670507325300,2020B-0288,-0.9446349333364860,900,1,FALSE
GAMA_J131747.73-010117.39_N540,--,N540,512,274,S2021A,object,GAMA_J131747.73-010117.39_N708,Leauthaud,Merian,199.44891532032900,2020B-0288,-1.021499028070330,900,1,FALSE
GAMA_J131858.47-010400.09_N540,--,N540,512,275,S2021A,object,GAMA_J131858.47-010400.09_N708,Leauthaud,Merian,199.7436636632700,2020B-0288,-1.0666929971764200,900,1,FALSE
GAMA_J132009.22-010642.06_N540,--,N540,512,276,S2021A,object,GAMA_J132009.22-010642.06_N708,Leauthaud,Merian,200.03843335782500,2020B-0288,-1.1116851071838300,900,1,FALSE
GAMA_J083758.97-003809.81_N540,--,N540,512,277,S2021A,object,GAMA_J083758.97-003809.81_N708,Leauthaud,Merian,129.4957166881940,2020B-0288,-0.6360589918580800,900,1,FALSE
GAMA_J083908.79-004135.82_N540,--,N540,512,278,S2021A,object,GAMA_J083908.79-004135.82_N708,Leauthaud,Merian,129.78666364273200,2020B-0288,-0.6932858747487790,900,1,FALSE
GAMA_J084019.33-004347.08_N540,--,N540,512,279,S2021A,object,GAMA_J084019.33-004347.08_N708,Leauthaud,Merian,130.0805778549540,2020B-0288,-0.7297471252079490,900,1,FALSE
GAMA_J084129.87-004559.69_N540,--,N540,512,280,S2021A,object,GAMA_J084129.87-004559.69_N708,Leauthaud,Merian,130.37446941189800,2020B-0288,-0.7665819202431110,900,1,FALSE
GAMA_J084418.40-003925.58_N540,--,N540,512,281,S2021A,object,GAMA_J084418.40-003925.58_N708,Leauthaud,Merian,131.07667726616500,2020B-0288,-0.657106361921821,900,1,FALSE
