object,comment,filter,seqtot,seqnum,seqid,expType,object.1,proposer,program,RA,propid,dec,expTime,count,wait
GAMA_J084528.22-004257.55_N540,--,N540,512,282,S2021A,object,GAMA_J084528.22-004257.55_N708,Leauthaud,Merian,131.36762021609500,2020B-0288,-0.7159878563342100,900,1,FALSE
GAMA_J084638.76-004512.21_N540,--,N540,512,283,S2021A,object,GAMA_J084638.76-004512.21_N708,Leauthaud,Merian,131.66153346695000,2020B-0288,-0.7533921404185680,900,1,FALSE
GAMA_J084749.30-004728.17_N540,--,N540,512,284,S2021A,object,GAMA_J084749.30-004728.17_N708,Leauthaud,Merian,131.95542444883200,2020B-0288,-0.7911600770690050,900,1,FALSE
GAMA_J084111.14+005914.51_N540,--,N540,512,285,S2021A,object,GAMA_J084111.14+005914.51_N708,Leauthaud,Merian,130.29645324127900,2020B-0288,0.9873640484138000,900,1,FALSE
GAMA_J084221.38+005545.45_N540,--,N540,512,286,S2021A,object,GAMA_J084221.38+005545.45_N708,Leauthaud,Merian,130.58910802524500,2020B-0288,0.929292706132253,900,1,FALSE
GAMA_J084332.15+005332.45_N540,--,N540,512,287,S2021A,object,GAMA_J084332.15+005332.45_N708,Leauthaud,Merian,130.88399621355000,2020B-0288,0.8923489959365580,900,1,FALSE
GAMA_J084442.92+005118.13_N540,--,N540,512,288,S2021A,object,GAMA_J084442.92+005118.13_N708,Leauthaud,Merian,131.1788516949230,2020B-0288,0.8550361580038570,900,1,FALSE
GAMA_J083742.61+023654.55_N540,--,N540,512,289,S2021A,object,GAMA_J083742.61+023654.55_N708,Leauthaud,Merian,129.4275820808990,2020B-0288,2.6151547584095100,900,1,FALSE
GAMA_J083853.27+023328.79_N540,--,N540,512,290,S2021A,object,GAMA_J083853.27+023328.79_N708,Leauthaud,Merian,129.72198188055700,2020B-0288,2.5579983398792300,900,1,FALSE
GAMA_J084004.28+023117.67_N540,--,N540,512,291,S2021A,object,GAMA_J084004.28+023117.67_N708,Leauthaud,Merian,130.01786710190200,2020B-0288,2.5215756705753500,900,1,FALSE
GAMA_J084115.29+022905.20_N540,--,N540,512,292,S2021A,object,GAMA_J084115.29+022905.20_N708,Leauthaud,Merian,130.31370952578200,2020B-0288,2.4847778877353000,900,1,FALSE
GAMA_J085038.55-004039.69_N540,--,N540,512,293,S2021A,object,GAMA_J085038.55-004039.69_N708,Leauthaud,Merian,132.66065096861100,2020B-0288,-0.6776920045063250,900,1,FALSE
GAMA_J085148.38-004417.47_N540,--,N540,512,294,S2021A,object,GAMA_J085148.38-004417.47_N708,Leauthaud,Merian,132.9515922179060,2020B-0288,-0.7381863083020480,900,1,FALSE
GAMA_J085258.92-004635.42_N540,--,N540,512,295,S2021A,object,GAMA_J085258.92-004635.42_N708,Leauthaud,Merian,133.24550599182500,2020B-0288,-0.7765068665496560,900,1,FALSE
GAMA_J085409.45-004854.65_N540,--,N540,512,296,S2021A,object,GAMA_J085409.45-004854.65_N708,Leauthaud,Merian,133.53939795180800,2020B-0288,-0.8151808897214480,900,1,FALSE
GAMA_J084730.93+005752.35_N540,--,N540,512,297,S2021A,object,GAMA_J084730.93+005752.35_N708,Leauthaud,Merian,131.87887655560100,2020B-0288,0.9645421580266260,900,1,FALSE
GAMA_J084841.15+005417.41_N540,--,N540,512,298,S2021A,object,GAMA_J084841.15+005417.41_N708,Leauthaud,Merian,132.1714800610030,2020B-0288,0.9048373127795140,900,1,FALSE
GAMA_J084951.92+005201.07_N540,--,N540,512,299,S2021A,object,GAMA_J084951.92+005201.07_N708,Leauthaud,Merian,132.4663374076270,2020B-0288,0.8669641332085790,900,1,FALSE
GAMA_J085102.67+004943.43_N540,--,N540,512,300,S2021A,object,GAMA_J085102.67+004943.43_N708,Leauthaud,Merian,132.76116219608100,2020B-0288,0.8287319032757770,900,1,FALSE
GAMA_J084407.09+023552.06_N540,--,N540,512,301,S2021A,object,GAMA_J084407.09+023552.06_N708,Leauthaud,Merian,131.0295689143130,2020B-0288,2.5977959908759500,900,1,FALSE
GAMA_J084517.73+023220.26_N540,--,N540,512,302,S2021A,object,GAMA_J084517.73+023220.26_N708,Leauthaud,Merian,131.32387661483200,2020B-0288,2.5389614191396500,900,1,FALSE
GAMA_J084628.72+023005.69_N540,--,N540,512,303,S2021A,object,GAMA_J084628.72+023005.69_N708,Leauthaud,Merian,131.61970457341800,2020B-0288,2.5015822851463500,900,1,FALSE
GAMA_J084739.71+022749.81_N540,--,N540,512,304,S2021A,object,GAMA_J084739.71+022749.81_N708,Leauthaud,Merian,131.91548951492500,2020B-0288,2.4638381194561200,900,1,FALSE
GAMA_J084018.35+041144.10_N540,--,N540,512,305,S2021A,object,GAMA_J084018.35+041144.10_N708,Leauthaud,Merian,130.07648217438800,2020B-0288,4.195584695310210,900,1,FALSE
GAMA_J084129.40+040815.87_N540,--,N540,512,306,S2021A,object,GAMA_J084129.40+040815.87_N708,Leauthaud,Merian,130.37251793288800,2020B-0288,4.137742187937000,900,1,FALSE
GAMA_J084240.64+040603.33_N540,--,N540,512,307,S2021A,object,GAMA_J084240.64+040603.33_N708,Leauthaud,Merian,130.66933378910000,2020B-0288,4.1009273330636600,900,1,FALSE
GAMA_J084351.86+040349.46_N540,--,N540,512,308,S2021A,object,GAMA_J084351.86+040349.46_N708,Leauthaud,Merian,130.96609666791700,2020B-0288,4.063740865026670,900,1,FALSE
GAMA_J085659.67-004152.11_N540,--,N540,512,309,S2021A,object,GAMA_J085659.67-004152.11_N708,Leauthaud,Merian,134.24863794734600,2020B-0288,-0.6978097873682600,900,1,FALSE
GAMA_J085809.49-004535.54_N540,--,N540,512,310,S2021A,object,GAMA_J085809.49-004535.54_N708,Leauthaud,Merian,134.5395798195200,2020B-0288,-0.7598745797309260,900,1,FALSE
GAMA_J085920.03-004756.70_N540,--,N540,512,311,S2021A,object,GAMA_J085920.03-004756.70_N708,Leauthaud,Merian,134.83349560956000,2020B-0288,-0.7990843378048920,900,1,FALSE
GAMA_J090030.57-005019.09_N540,--,N540,512,312,S2021A,object,GAMA_J090030.57-005019.09_N708,Leauthaud,Merian,135.12739010878800,2020B-0288,-0.8386370769818110,900,1,FALSE
GAMA_J085351.43+005631.88_N540,--,N540,512,313,S2021A,object,GAMA_J085351.43+005631.88_N708,Leauthaud,Merian,133.46429716450300,2020B-0288,0.9421915852274380,900,1,FALSE
GAMA_J085501.64+005251.22_N540,--,N540,512,314,S2021A,object,GAMA_J085501.64+005251.22_N708,Leauthaud,Merian,133.75685046286200,2020B-0288,0.8808958100143830,900,1,FALSE
GAMA_J085612.40+005031.63_N540,--,N540,512,315,S2021A,object,GAMA_J085612.40+005031.63_N708,Leauthaud,Merian,134.05167775204400,2020B-0288,0.8421203668987140,900,1,FALSE
GAMA_J085723.15+004810.78_N540,--,N540,512,316,S2021A,object,GAMA_J085723.15+004810.78_N708,Leauthaud,Merian,134.34647270820500,2020B-0288,0.8029962428801170,900,1,FALSE
GAMA_J085030.35+023433.65_N540,--,N540,512,317,S2021A,object,GAMA_J085030.35+023433.65_N708,Leauthaud,Merian,132.6264722335310,2020B-0288,2.576015302731830,900,1,FALSE
GAMA_J085140.96+023055.99_N540,--,N540,512,318,S2021A,object,GAMA_J085140.96+023055.99_N708,Leauthaud,Merian,132.92068262123500,2020B-0288,2.5155536745452300,900,1,FALSE
GAMA_J085251.94+022838.10_N540,--,N540,512,319,S2021A,object,GAMA_J085251.94+022838.10_N708,Leauthaud,Merian,133.2164505347120,2020B-0288,2.4772501904196300,900,1,FALSE
GAMA_J085402.92+022618.93_N540,--,N540,512,320,S2021A,object,GAMA_J085402.92+022618.93_N708,Leauthaud,Merian,133.51217532924400,2020B-0288,2.4385920078884300,900,1,FALSE
GAMA_J084649.45+041117.03_N540,--,N540,512,321,S2021A,object,GAMA_J084649.45+041117.03_N708,Leauthaud,Merian,131.70605398013900,2020B-0288,4.1880660801192000,900,1,FALSE
GAMA_J084800.47+040742.72_N540,--,N540,512,322,S2021A,object,GAMA_J084800.47+040742.72_N708,Leauthaud,Merian,132.00195955429500,2020B-0288,4.128535759939460,900,1,FALSE
GAMA_J084911.68+040526.73_N540,--,N540,512,323,S2021A,object,GAMA_J084911.68+040526.73_N708,Leauthaud,Merian,132.29869336956100,2020B-0288,4.090760242374230,900,1,FALSE
GAMA_J085022.88+040309.44_N540,--,N540,512,324,S2021A,object,GAMA_J085022.88+040309.44_N708,Leauthaud,Merian,132.5953736682860,2020B-0288,4.0526235187878400,900,1,FALSE
GAMA_J090321.75-004302.78_N540,--,N540,512,325,S2021A,object,GAMA_J090321.75-004302.78_N708,Leauthaud,Merian,135.8406383435920,2020B-0288,-0.7174402622984500,900,1,FALSE
GAMA_J090431.58-004651.71_N540,--,N540,512,326,S2021A,object,GAMA_J090431.58-004651.71_N708,Leauthaud,Merian,136.1315831779050,2020B-0288,-0.7810316593135500,900,1,FALSE
GAMA_J090542.12-004915.96_N540,--,N540,512,327,S2021A,object,GAMA_J090542.12-004915.96_N708,Leauthaud,Merian,136.42550248223700,2020B-0288,-0.821102634056803,900,1,FALSE
GAMA_J090652.65-005141.42_N540,--,N540,512,328,S2021A,object,GAMA_J090652.65-005141.42_N708,Leauthaud,Merian,136.71940108586300,2020B-0288,-0.8615058158383700,900,1,FALSE
GAMA_J090012.88+005509.54_N540,--,N540,512,329,S2021A,object,GAMA_J090012.88+005509.54_N708,Leauthaud,Merian,135.05370289782200,2020B-0288,0.919318602512846,900,1,FALSE
GAMA_J090123.08+005123.31_N540,--,N540,512,330,S2021A,object,GAMA_J090123.08+005123.31_N708,Leauthaud,Merian,135.34620612171800,2020B-0288,0.8564750044221220,900,1,FALSE
GAMA_J090233.84+004900.56_N540,--,N540,512,331,S2021A,object,GAMA_J090233.84+004900.56_N708,Leauthaud,Merian,135.641003605867,2020B-0288,0.8168248271845670,900,1,FALSE
GAMA_J090344.58+004636.61_N540,--,N540,512,332,S2021A,object,GAMA_J090344.58+004636.61_N708,Leauthaud,Merian,135.93576906463800,2020B-0288,0.7768366311750740,900,1,FALSE
GAMA_J085653.84+023313.49_N540,--,N540,512,333,S2021A,object,GAMA_J085653.84+023313.49_N708,Leauthaud,Merian,134.22434402440700,2020B-0288,2.5537485441854100,900,1,FALSE
GAMA_J085804.42+022930.14_N540,--,N540,512,334,S2021A,object,GAMA_J085804.42+022930.14_N708,Leauthaud,Merian,134.51845594601100,2020B-0288,2.4917058773074200,900,1,FALSE
GAMA_J085915.39+022709.02_N540,--,N540,512,335,S2021A,object,GAMA_J085915.39+022709.02_N708,Leauthaud,Merian,134.81416333744100,2020B-0288,2.452507258061150,900,1,FALSE
GAMA_J090026.35+022446.67_N540,--,N540,512,336,S2021A,object,GAMA_J090026.35+022446.67_N708,Leauthaud,Merian,135.1098275995950,2020B-0288,2.412964553630160,900,1,FALSE
GAMA_J085318.35+041023.52_N540,--,N540,512,337,S2021A,object,GAMA_J085318.35+041023.52_N708,Leauthaud,Merian,133.32648633389700,2020B-0288,4.173201006373400,900,1,FALSE
GAMA_J085429.34+040643.34_N540,--,N540,512,338,S2021A,object,GAMA_J085429.34+040643.34_N708,Leauthaud,Merian,133.62225219583800,2020B-0288,4.112040085559490,900,1,FALSE
GAMA_J085540.53+040424.02_N540,--,N540,512,339,S2021A,object,GAMA_J085540.53+040424.02_N708,Leauthaud,Merian,133.91889874345900,2020B-0288,4.0733395912355500,900,1,FALSE
GAMA_J085651.71+040203.43_N540,--,N540,512,340,S2021A,object,GAMA_J085651.71+040203.43_N708,Leauthaud,Merian,134.21549138332400,2020B-0288,4.034288529269330,900,1,FALSE
GAMA_J090945.03-004411.67_N540,--,N540,512,341,S2021A,object,GAMA_J090945.03-004411.67_N708,Leauthaud,Merian,137.43765227070400,2020B-0288,-0.7365759579834420,900,1,FALSE
GAMA_J091054.86-004805.93_N540,--,N540,512,342,S2021A,object,GAMA_J091054.86-004805.93_N708,Leauthaud,Merian,137.72860241899600,2020B-0288,-0.8016494427566290,900,1,FALSE
GAMA_J091205.40-005033.19_N540,--,N540,512,343,S2021A,object,GAMA_J091205.40-005033.19_N708,Leauthaud,Merian,138.02252673981300,2020B-0288,-0.8425532662480580,900,1,FALSE
GAMA_J091315.94-005301.60_N540,--,N540,512,344,S2021A,object,GAMA_J091315.94-005301.60_N708,Leauthaud,Merian,138.3164310161190,2020B-0288,-0.8837782317139070,900,1,FALSE
GAMA_J090635.54+005348.94_N540,--,N540,512,345,S2021A,object,GAMA_J090635.54+005348.94_N708,Leauthaud,Merian,136.64810692615900,2020B-0288,0.8969304900540940,900,1,FALSE
GAMA_J090745.73+004957.29_N540,--,N540,512,346,S2021A,object,GAMA_J090745.73+004957.29_N708,Leauthaud,Merian,136.940561245525,2020B-0288,0.8325827857861040,900,1,FALSE
GAMA_J090856.47+004731.50_N540,--,N540,512,347,S2021A,object,GAMA_J090856.47+004731.50_N708,Leauthaud,Merian,137.23532976393000,2020B-0288,0.7920857748767790,900,1,FALSE
GAMA_J091007.21+004504.54_N540,--,N540,512,348,S2021A,object,GAMA_J091007.21+004504.54_N708,Leauthaud,Merian,137.53006663988400,2020B-0288,0.7512617005123450,900,1,FALSE
GAMA_J090317.55+023144.44_N540,--,N540,512,349,S2021A,object,GAMA_J090317.55+023144.44_N708,Leauthaud,Merian,135.82316182175700,2020B-0288,2.5290126100722900,900,1,FALSE
GAMA_J090428.12+022755.57_N540,--,N540,512,350,S2021A,object,GAMA_J090428.12+022755.57_N708,Leauthaud,Merian,136.1171724015420,2020B-0288,2.4654362603234500,900,1,FALSE
GAMA_J090539.07+022531.34_N540,--,N540,512,351,S2021A,object,GAMA_J090539.07+022531.34_N708,Leauthaud,Merian,136.41281783095100,2020B-0288,2.425372484818310,900,1,FALSE
GAMA_J090650.02+022305.91_N540,--,N540,512,352,S2021A,object,GAMA_J090650.02+022305.91_N708,Leauthaud,Merian,136.70842022554600,2020B-0288,2.3849755097730700,900,1,FALSE
GAMA_J085946.03+040910.61_N540,--,N540,512,353,S2021A,object,GAMA_J085946.03+040910.61_N708,Leauthaud,Merian,134.9418097820800,2020B-0288,4.152947473738200,900,1,FALSE
GAMA_J090056.98+040524.75_N540,--,N540,512,354,S2021A,object,GAMA_J090056.98+040524.75_N708,Leauthaud,Merian,135.2374288192410,2020B-0288,4.090209777473340,900,1,FALSE
GAMA_J090208.15+040302.22_N540,--,N540,512,355,S2021A,object,GAMA_J090208.15+040302.22_N708,Leauthaud,Merian,135.53398426461400,2020B-0288,4.050618027015130,900,1,FALSE
GAMA_J090319.31+040038.47_N540,--,N540,512,356,S2021A,object,GAMA_J090319.31+040038.47_N708,Leauthaud,Merian,135.83048554635300,2020B-0288,4.010686591506060,900,1,FALSE
GAMA_J091609.76-004518.74_N540,--,N540,512,357,S2021A,object,GAMA_J091609.76-004518.74_N708,Leauthaud,Merian,139.04067983401600,2020B-0288,-0.7552081406383650,900,1,FALSE
GAMA_J091719.59-004918.18_N540,--,N540,512,358,S2021A,object,GAMA_J091719.59-004918.18_N708,Leauthaud,Merian,139.33163765914500,2020B-0288,-0.8217184544474810,900,1,FALSE
GAMA_J091830.13-005148.33_N540,--,N540,512,359,S2021A,object,GAMA_J091830.13-005148.33_N708,Leauthaud,Merian,139.62556850157600,2020B-0288,-0.863426306882704,900,1,FALSE
GAMA_J091940.67-005419.59_N540,--,N540,512,360,S2021A,object,GAMA_J091940.67-005419.59_N708,Leauthaud,Merian,139.91948002081100,2020B-0288,-0.9054439441743770,900,1,FALSE
GAMA_J091259.63+005226.52_N540,--,N540,512,361,S2021A,object,GAMA_J091259.63+005226.52_N708,Leauthaud,Merian,138.2484977648480,2020B-0288,0.8740359325746660,900,1,FALSE
GAMA_J091409.81+004829.62_N540,--,N540,512,362,S2021A,object,GAMA_J091409.81+004829.62_N708,Leauthaud,Merian,138.5409034700800,2020B-0288,0.8082285811155290,900,1,FALSE
GAMA_J091520.55+004600.88_N540,--,N540,512,363,S2021A,object,GAMA_J091520.55+004600.88_N708,Leauthaud,Merian,138.83564336751300,2020B-0288,0.7669130894143790,900,1,FALSE
GAMA_J091631.28+004331.01_N540,--,N540,512,364,S2021A,object,GAMA_J091631.28+004331.01_N708,Leauthaud,Merian,139.1303520870230,2020B-0288,0.7252817839750580,900,1,FALSE
GAMA_J090942.22+023013.63_N540,--,N540,512,365,S2021A,object,GAMA_J090942.22+023013.63_N708,Leauthaud,Merian,137.42595125621600,2020B-0288,2.5037882946848600,900,1,FALSE
GAMA_J091052.76+022619.40_N540,--,N540,512,366,S2021A,object,GAMA_J091052.76+022619.40_N708,Leauthaud,Merian,137.7198596205760,2020B-0288,2.438724136646880,900,1,FALSE
GAMA_J091203.70+022352.16_N540,--,N540,512,367,S2021A,object,GAMA_J091203.70+022352.16_N708,Leauthaud,Merian,138.0154427807490,2020B-0288,2.397824362175390,900,1,FALSE
GAMA_J091314.63+022123.76_N540,--,N540,512,368,S2021A,object,GAMA_J091314.63+022123.76_N708,Leauthaud,Merian,138.31098309162400,2020B-0288,2.3566025588065200,900,1,FALSE
GAMA_J090613.68+040741.72_N540,--,N540,512,369,S2021A,object,GAMA_J090613.68+040741.72_N708,Leauthaud,Merian,136.55703894892400,2020B-0288,4.128256272643560,900,1,FALSE
GAMA_J090724.60+040350.37_N540,--,N540,512,370,S2021A,object,GAMA_J090724.60+040350.37_N708,Leauthaud,Merian,136.85250519990700,2020B-0288,4.063991749267180,900,1,FALSE
GAMA_J090835.75+040124.74_N540,--,N540,512,371,S2021A,object,GAMA_J090835.75+040124.74_N708,Leauthaud,Merian,137.14896636886800,2020B-0288,4.023540254973630,900,1,FALSE
GAMA_J090946.88+035857.93_N540,--,N540,512,372,S2021A,object,GAMA_J090946.88+035857.93_N708,Leauthaud,Merian,137.4453732471890,2020B-0288,3.9827602254406900,900,1,FALSE
GAMA_J092236.17-004623.97_N540,--,N540,512,373,S2021A,object,GAMA_J092236.17-004623.97_N708,Leauthaud,Merian,140.6507211295330,2020B-0288,-0.7733267327496110,900,1,FALSE
GAMA_J092346.00-005028.41_N540,--,N540,512,374,S2021A,object,GAMA_J092346.00-005028.41_N708,Leauthaud,Merian,140.94168900356100,2020B-0288,-0.8412277599352530,900,1,FALSE
GAMA_J092456.55-005301.35_N540,--,N540,512,375,S2021A,object,GAMA_J092456.55-005301.35_N708,Leauthaud,Merian,141.2356278744070,2020B-0288,-0.8837102990066220,900,1,FALSE
GAMA_J092607.09-005535.36_N540,--,N540,512,376,S2021A,object,GAMA_J092607.09-005535.36_N708,Leauthaud,Merian,141.52954820743500,2020B-0288,-0.9264909724586620,900,1,FALSE
GAMA_J091925.17+005102.36_N540,--,N540,512,377,S2021A,object,GAMA_J091925.17+005102.36_N708,Leauthaud,Merian,139.8548769926930,2020B-0288,0.8506561212501940,900,1,FALSE
GAMA_J092035.33+004700.36_N540,--,N540,512,378,S2021A,object,GAMA_J092035.33+004700.36_N708,Leauthaud,Merian,140.14723451241800,2020B-0288,0.7834352885977430,900,1,FALSE
GAMA_J092146.06+004428.79_N540,--,N540,512,379,S2021A,object,GAMA_J092146.06+004428.79_N708,Leauthaud,Merian,140.4419462157180,2020B-0288,0.7413306647524700,900,1,FALSE
GAMA_J092256.79+004156.11_N540,--,N540,512,380,S2021A,object,GAMA_J092256.79+004156.11_N708,Leauthaud,Merian,140.73662728647000,2020B-0288,0.6989217652926710,900,1,FALSE
GAMA_J091608.08+022837.50_N540,--,N540,512,381,S2021A,object,GAMA_J091608.08+022837.50_N708,Leauthaud,Merian,139.033702120104,2020B-0288,2.4770835048581700,900,1,FALSE
GAMA_J091718.60+022438.08_N540,--,N540,512,382,S2021A,object,GAMA_J091718.60+022438.08_N708,Leauthaud,Merian,139.32750662604300,2020B-0288,2.410578080293810,900,1,FALSE
GAMA_J091829.52+022207.93_N540,--,N540,512,383,S2021A,object,GAMA_J091829.52+022207.93_N708,Leauthaud,Merian,139.62302678456900,2020B-0288,2.3688718675792500,900,1,FALSE
GAMA_J091940.44+021936.67_N540,--,N540,512,384,S2021A,object,GAMA_J091940.44+021936.67_N708,Leauthaud,Merian,139.91850437708700,2020B-0288,2.326855082005720,900,1,FALSE
GAMA_J091241.32+040604.11_N540,--,N540,512,385,S2021A,object,GAMA_J091241.32+040604.11_N708,Leauthaud,Merian,138.17220407072300,2020B-0288,4.101142840015040,900,1,FALSE
GAMA_J091352.20+040207.44_N540,--,N540,512,386,S2021A,object,GAMA_J091352.20+040207.44_N708,Leauthaud,Merian,138.46751396693300,2020B-0288,4.035402613764670,900,1,FALSE
GAMA_J091503.33+035938.84_N540,--,N540,512,387,S2021A,object,GAMA_J091503.33+035938.84_N708,Leauthaud,Merian,138.76387905946300,2020B-0288,3.9941235482393300,900,1,FALSE
GAMA_J091614.44+035709.09_N540,--,N540,512,388,S2021A,object,GAMA_J091614.44+035709.09_N708,Leauthaud,Merian,139.06018984969300,2020B-0288,3.952527354893770,900,1,FALSE
GAMA_J092904.74-004727.35_N540,--,N540,512,389,S2021A,object,GAMA_J092904.74-004727.35_N708,Leauthaud,Merian,142.26977628050700,2020B-0288,-0.7909309137015520,900,1,FALSE
GAMA_J093014.58-005136.63_N540,--,N540,512,390,S2021A,object,GAMA_J093014.58-005136.63_N708,Leauthaud,Merian,142.5607565909650,2020B-0288,-0.8601763739333590,900,1,FALSE
GAMA_J093125.12-005412.25_N540,--,N540,512,391,S2021A,object,GAMA_J093125.12-005412.25_N708,Leauthaud,Merian,142.8547050035500,2020B-0288,-0.9034041105217820,900,1,FALSE
GAMA_J093235.67-005648.90_N540,--,N540,512,392,S2021A,object,GAMA_J093235.67-005648.90_N708,Leauthaud,Merian,143.14863572714900,2020B-0288,-0.9469180287027210,900,1,FALSE
GAMA_J092552.62+004940.04_N540,--,N540,512,393,S2021A,object,GAMA_J092552.62+004940.04_N708,Leauthaud,Merian,141.46925640380600,2020B-0288,0.8277903389977290,900,1,FALSE
GAMA_J092702.77+004533.12_N540,--,N540,512,394,S2021A,object,GAMA_J092702.77+004533.12_N708,Leauthaud,Merian,141.76156708176500,2020B-0288,0.7592022161300950,900,1,FALSE
GAMA_J092813.50+004258.81_N540,--,N540,512,395,S2021A,object,GAMA_J092813.50+004258.81_N708,Leauthaud,Merian,142.05625152829400,2020B-0288,0.7163378693663930,900,1,FALSE
GAMA_J092924.21+004023.45_N540,--,N540,512,396,S2021A,object,GAMA_J092924.21+004023.45_N708,Leauthaud,Merian,142.35090596083600,2020B-0288,0.6731810818350140,900,1,FALSE
GAMA_J092235.62+022659.62_N540,--,N540,512,397,S2021A,object,GAMA_J092235.62+022659.62_N708,Leauthaud,Merian,140.64842719021900,2020B-0288,2.4498962221451900,900,1,FALSE
GAMA_J092346.11+022255.18_N540,--,N540,512,398,S2021A,object,GAMA_J092346.11+022255.18_N708,Leauthaud,Merian,140.94212719492600,2020B-0288,2.3819959810851100,900,1,FALSE
GAMA_J092457.02+022022.24_N540,--,N540,512,399,S2021A,object,GAMA_J092457.02+022022.24_N708,Leauthaud,Merian,141.23758418344500,2020B-0288,2.339512878355740,900,1,FALSE
GAMA_J092607.91+021748.23_N540,--,N540,512,400,S2021A,object,GAMA_J092607.91+021748.23_N708,Leauthaud,Merian,141.5329989796990,2020B-0288,2.2967309518925600,900,1,FALSE
GAMA_J091910.15+040417.63_N540,--,N540,512,401,S2021A,object,GAMA_J091910.15+040417.63_N708,Leauthaud,Merian,139.79230448520100,2020B-0288,4.071565980430500,900,1,FALSE
GAMA_J092020.98+040015.83_N540,--,N540,512,402,S2021A,object,GAMA_J092020.98+040015.83_N708,Leauthaud,Merian,140.08745440359800,2020B-0288,4.004398017824940,900,1,FALSE
GAMA_J092132.09+035744.35_N540,--,N540,512,403,S2021A,object,GAMA_J092132.09+035744.35_N708,Leauthaud,Merian,140.3837215851560,2020B-0288,3.9623217982366300,900,1,FALSE
GAMA_J092243.18+035511.78_N540,--,N540,512,404,S2021A,object,GAMA_J092243.18+035511.78_N708,Leauthaud,Merian,140.67993456793800,2020B-0288,3.919940142908260,900,1,FALSE
GAMA_J093535.24-004828.74_N540,--,N540,512,405,S2021A,object,GAMA_J093535.24-004828.74_N708,Leauthaud,Merian,143.8968452907040,2020B-0288,-0.8079859259939980,900,1,FALSE
GAMA_J093645.08-005242.69_N540,--,N540,512,406,S2021A,object,GAMA_J093645.08-005242.69_N708,Leauthaud,Merian,144.1878404142980,2020B-0288,-0.8785267721784200,900,1,FALSE
GAMA_J093755.63-005520.88_N540,--,N540,512,407,S2021A,object,GAMA_J093755.63-005520.88_N708,Leauthaud,Merian,144.48179986858500,2020B-0288,-0.9224686224247830,900,1,FALSE
GAMA_J093906.17-005800.06_N540,--,N540,512,408,S2021A,object,GAMA_J093906.17-005800.06_N708,Leauthaud,Merian,144.77574254385600,2020B-0288,-0.9666844122910170,900,1,FALSE
GAMA_J093221.99+004816.06_N540,--,N540,512,409,S2021A,object,GAMA_J093221.99+004816.06_N708,Leauthaud,Merian,143.09162599719600,2020B-0288,0.8044619507958990,900,1,FALSE
GAMA_J093332.13+004404.39_N540,--,N540,512,410,S2021A,object,GAMA_J093332.13+004404.39_N708,Leauthaud,Merian,143.38389041916200,2020B-0288,0.7345546237335220,900,1,FALSE
GAMA_J093442.85+004127.45_N540,--,N540,512,411,S2021A,object,GAMA_J093442.85+004127.45_N708,Leauthaud,Merian,143.6785481263130,2020B-0288,0.6909610725980270,900,1,FALSE
GAMA_J093553.56+003849.51_N540,--,N540,512,412,S2021A,object,GAMA_J093553.56+003849.51_N708,Leauthaud,Merian,143.97317651729300,2020B-0288,0.6470872065219350,900,1,FALSE
GAMA_J092904.58+022516.53_N540,--,N540,512,413,S2021A,object,GAMA_J092904.58+022516.53_N708,Leauthaud,Merian,142.26911854902400,2020B-0288,2.4212595046957700,900,1,FALSE
GAMA_J093015.05+022107.24_N540,--,N540,512,414,S2021A,object,GAMA_J093015.05+022107.24_N708,Leauthaud,Merian,142.56271283088900,2020B-0288,2.35201351634866,900,1,FALSE
GAMA_J093125.94+021831.62_N540,--,N540,512,415,S2021A,object,GAMA_J093125.94+021831.62_N708,Leauthaud,Merian,142.85810617256200,2020B-0288,2.3087845752925400,900,1,FALSE
GAMA_J093236.82+021554.96_N540,--,N540,512,416,S2021A,object,GAMA_J093236.82+021554.96_N708,Leauthaud,Merian,143.15345779261300,2020B-0288,2.2652688390414000,900,1,FALSE
GAMA_J094208.38-004928.19_N540,--,N540,512,417,S2021A,object,GAMA_J094208.38-004928.19_N708,Leauthaud,Merian,145.5349283011990,2020B-0288,-0.8244981343288900,900,1,FALSE
GAMA_J094318.22-005346.62_N540,--,N540,512,418,S2021A,object,GAMA_J094318.22-005346.62_N708,Leauthaud,Merian,145.82594063438300,2020B-0288,-0.8962856719417200,900,1,FALSE
GAMA_J094428.77-005627.27_N540,--,N540,512,419,S2021A,object,GAMA_J094428.77-005627.27_N708,Leauthaud,Merian,146.1199126402580,2020B-0288,-0.9409106746642010,900,1,FALSE
GAMA_J094539.32-005908.86_N540,--,N540,512,420,S2021A,object,GAMA_J094539.32-005908.86_N708,Leauthaud,Merian,146.41386883793800,2020B-0288,-0.9857970690864220,900,1,FALSE
GAMA_J093853.75+004650.42_N540,--,N540,512,421,S2021A,object,GAMA_J093853.75+004650.42_N708,Leauthaud,Merian,144.72398674331000,2020B-0288,0.7806740598567050,900,1,FALSE
GAMA_J094003.88+004234.18_N540,--,N540,512,422,S2021A,object,GAMA_J094003.88+004234.18_N708,Leauthaud,Merian,145.0162055831900,2020B-0288,0.7094959698317160,900,1,FALSE
GAMA_J094114.60+003954.73_N540,--,N540,512,423,S2021A,object,GAMA_J094114.60+003954.73_N708,Leauthaud,Merian,145.31083712036000,2020B-0288,0.6652039951825510,900,1,FALSE
