,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
143,test,N708,248,144,Engineering run test,object,G09,LeathaudGreene,Merian,144.77574254385596,2020B-0288,-0.9666844122910174,600.0,1
144,test,N708,248,145,Engineering run test,object,G09,LeathaudGreene,Merian,143.09162599719602,2020B-0288,0.8044619507958994,600.0,1
145,test,N708,248,146,Engineering run test,object,G09,LeathaudGreene,Merian,143.38389041916167,2020B-0288,0.7345546237335221,600.0,1
146,test,N708,248,147,Engineering run test,object,G09,LeathaudGreene,Merian,143.67854812631268,2020B-0288,0.6909610725980272,600.0,1
147,test,N708,248,148,Engineering run test,object,G09,LeathaudGreene,Merian,143.973176517293,2020B-0288,0.6470872065219352,600.0,1
148,test,N708,248,149,Engineering run test,object,G09,LeathaudGreene,Merian,142.26911854902391,2020B-0288,2.4212595046957683,600.0,1
149,test,N708,248,150,Engineering run test,object,G09,LeathaudGreene,Merian,142.56271283088924,2020B-0288,2.3520135163486597,600.0,1
150,test,N708,248,151,Engineering run test,object,G09,LeathaudGreene,Merian,142.85810617256197,2020B-0288,2.3087845752925427,600.0,1
151,test,N708,248,152,Engineering run test,object,G09,LeathaudGreene,Merian,143.15345779261324,2020B-0288,2.2652688390414037,600.0,1
152,test,N708,248,153,Engineering run test,object,G09,LeathaudGreene,Merian,141.4163570291268,2020B-0288,4.040556907946065,600.0,1
153,test,N708,248,154,Engineering run test,object,G09,LeathaudGreene,Merian,141.71134468660722,2020B-0288,3.972011618846545,600.0,1
154,test,N708,248,155,Engineering run test,object,G09,LeathaudGreene,Merian,142.00751289572946,2020B-0288,3.9291700558958893,600.0,1
155,test,N708,248,156,Engineering run test,object,G09,LeathaudGreene,Merian,142.3036271172955,2020B-0288,3.886035019045539,600.0,1
156,test,N708,248,157,Engineering run test,object,G09,LeathaudGreene,Merian,145.53492830119941,2020B-0288,-0.8244981343288896,600.0,1
