,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
115,--,N708,384,116,TEST,science,GAMA,LeathaudGreene,Merian,160.85293088146395,2020B-XXXX,0.3901779215157528,600.0,1
116,--,N708,384,117,TEST,science,GAMA,LeathaudGreene,Merian,180.0,2020B-XXXX,3.173,600.0,1
117,--,N708,384,118,TEST,science,GAMA,LeathaudGreene,Merian,180.29135018253848,2020B-XXXX,3.089714021626495,600.0,1
118,--,N708,384,119,TEST,science,GAMA,LeathaudGreene,Merian,180.58536978152082,2020B-XXXX,3.0397592160656663,600.0,1
119,--,N708,384,120,TEST,science,GAMA,LeathaudGreene,Merian,180.87936258724406,2020B-XXXX,2.9898395331969896,600.0,1
120,--,N708,384,121,TEST,science,GAMA,LeathaudGreene,Merian,180.0,2020B-XXXX,0.39099999999999996,600.0,1
121,--,N708,384,122,TEST,science,GAMA,LeathaudGreene,Merian,180.29161824539977,2020B-XXXX,0.307714034527359,600.0,1
122,--,N708,384,123,TEST,science,GAMA,LeathaudGreene,Merian,180.5859332087132,2020B-XXXX,0.25775927306151963,600.0,1
123,--,N708,384,124,TEST,science,GAMA,LeathaudGreene,Merian,180.88024630153473,2020B-XXXX,0.20783967341793344,600.0,1
124,--,N708,384,125,TEST,science,GAMA,LeathaudGreene,Merian,180.9323510285255,2020B-XXXX,1.7831324811845823,600.0,1
125,--,N708,384,126,TEST,science,GAMA,LeathaudGreene,Merian,181.22379404276842,2020B-XXXX,1.699947268699812,600.0,1
126,--,N708,384,127,TEST,science,GAMA,LeathaudGreene,Merian,181.5179375422658,2020B-XXXX,1.6500979753454528,600.0,1
127,--,N708,384,128,TEST,science,GAMA,LeathaudGreene,Merian,181.81206741342046,2020B-XXXX,1.6002921673190016,600.0,1
128,--,N708,384,129,TEST,science,GAMA,LeathaudGreene,Merian,181.8644926306354,2020B-XXXX,0.3935295462289744,600.0,1
129,--,N708,384,130,TEST,science,GAMA,LeathaudGreene,Merian,182.15609399201205,2020B-XXXX,0.3104671032051791,600.0,1
130,--,N708,384,131,TEST,science,GAMA,LeathaudGreene,Merian,182.45040056577804,2020B-XXXX,0.26073650940205695,600.0,1
131,--,N708,384,132,TEST,science,GAMA,LeathaudGreene,Merian,182.74470662969642,2020B-XXXX,0.21105776023632172,600.0,1
132,--,N708,384,133,TEST,science,GAMA,LeathaudGreene,Merian,182.79604804709567,2020B-XXXX,1.7911912662010332,600.0,1
133,--,N708,384,134,TEST,science,GAMA,LeathaudGreene,Merian,183.0874075480268,2020B-XXXX,1.708273449363681,600.0,1
134,--,N708,384,135,TEST,science,GAMA,LeathaudGreene,Merian,183.3815024924337,2020B-XXXX,1.6586745499399935,600.0,1
135,--,N708,384,136,TEST,science,GAMA,LeathaudGreene,Merian,183.67558514918537,2020B-XXXX,1.6091357741184706,600.0,1
136,--,N708,384,137,TEST,science,GAMA,LeathaudGreene,Merian,183.72698090258334,2020B-XXXX,0.3991153520216946,600.0,1
137,--,N708,384,138,TEST,science,GAMA,LeathaudGreene,Merian,184.01856461147145,2020B-XXXX,0.3163639999320755,600.0,1
138,--,N708,384,139,TEST,science,GAMA,LeathaudGreene,Merian,184.31286216803403,2020B-XXXX,0.2669099042930374,600.0,1
139,--,N708,384,140,TEST,science,GAMA,LeathaudGreene,Merian,184.60716051892643,2020B-XXXX,0.2175242628143004,600.0,1
140,--,N708,384,141,TEST,science,GAMA,LeathaudGreene,Merian,184.65673283000166,2020B-XXXX,1.8053031689680905,600.0,1
141,--,N708,384,142,TEST,science,GAMA,LeathaudGreene,Merian,184.94800718272913,2020B-XXXX,1.722739822374865,600.0,1
142,--,N708,384,143,TEST,science,GAMA,LeathaudGreene,Merian,185.24205234763357,2020B-XXXX,1.6734432520945433,600.0,1
143,--,N708,384,144,TEST,science,GAMA,LeathaudGreene,Merian,185.53608649256262,2020B-XXXX,1.6242233504058645,600.0,1
144,--,N708,384,145,TEST,science,GAMA,LeathaudGreene,Merian,185.58345878482248,2020B-XXXX,0.40974553880535425,600.0,1
145,--,N708,384,146,TEST,science,GAMA,LeathaudGreene,Merian,185.8750232221278,2020B-XXXX,0.32739128399798906,600.0,1
146,--,N708,384,147,TEST,science,GAMA,LeathaudGreene,Merian,186.16931051806748,2020B-XXXX,0.2782647926078221,600.0,1
147,--,N708,384,148,TEST,science,GAMA,LeathaudGreene,Merian,186.4635998305363,2020B-XXXX,0.2292232385952861,600.0,1
148,--,N708,384,149,TEST,science,GAMA,LeathaudGreene,Merian,187.43292405736284,2020B-XXXX,0.4234049337869805,600.0,1
149,--,N708,384,150,TEST,science,GAMA,LeathaudGreene,Merian,187.72446750196167,2020B-XXXX,0.34153223992914317,600.0,1
150,--,N708,384,151,TEST,science,GAMA,LeathaudGreene,Merian,188.0187433246525,2020B-XXXX,0.29278339383531476,600.0,1
151,--,N708,384,152,TEST,science,GAMA,LeathaudGreene,Merian,188.31302231698726,2020B-XXXX,0.24413581659214387,600.0,1
152,--,N708,384,153,TEST,science,GAMA,LeathaudGreene,Merian,189.2723740332347,2020B-XXXX,0.4400695205365673,600.0,1
153,--,N708,384,154,TEST,science,GAMA,LeathaudGreene,Merian,189.56389441139447,2020B-XXXX,0.3587603877934821,600.0,1
154,--,N708,384,155,TEST,science,GAMA,LeathaudGreene,Merian,189.85815733193706,2020B-XXXX,0.31043751821637505,600.0,1
155,--,N708,384,156,TEST,science,GAMA,LeathaudGreene,Merian,190.1524245004802,2020B-XXXX,0.262232054899844,600.0,1
156,--,N708,384,157,TEST,science,GAMA,LeathaudGreene,Merian,191.10080896928247,2020B-XXXX,0.4587144922485169,600.0,1
157,--,N708,384,158,TEST,science,GAMA,LeathaudGreene,Merian,191.3923042289989,2020B-XXXX,0.378048592314993,600.0,1
158,--,N708,384,159,TEST,science,GAMA,LeathaudGreene,Merian,191.6865528774924,2020B-XXXX,0.3301985024536936,600.0,1
159,--,N708,384,160,TEST,science,GAMA,LeathaudGreene,Merian,191.98080678261357,2020B-XXXX,0.2824817386480369,600.0,1
160,--,N708,384,161,TEST,science,GAMA,LeathaudGreene,Merian,192.9152242208198,2020B-XXXX,0.4803042888490965,600.0,1
161,--,N708,384,162,TEST,science,GAMA,LeathaudGreene,Merian,193.206691717715,2020B-XXXX,0.40035788973343445,600.0,1
162,--,N708,384,163,TEST,science,GAMA,LeathaudGreene,Merian,193.5009243194672,2020B-XXXX,0.3530251198820268,600.0,1
163,--,N708,384,164,TEST,science,GAMA,LeathaudGreene,Merian,193.79516310377502,2020B-XXXX,0.305841338306312,600.0,1
164,--,N708,384,165,TEST,science,GAMA,LeathaudGreene,Merian,194.7156300150884,2020B-XXXX,0.501809609668813,600.0,1
165,--,N708,384,166,TEST,science,GAMA,LeathaudGreene,Merian,195.00706817264404,2020B-XXXX,0.42265639632358465,600.0,1
166,--,N708,384,167,TEST,science,GAMA,LeathaudGreene,Merian,195.30128373589136,2020B-XXXX,0.3758838654995794,600.0,1
167,--,N708,384,168,TEST,science,GAMA,LeathaudGreene,Merian,195.59550634878892,2020B-XXXX,0.32927571541113637,600.0,1
168,--,N708,384,169,TEST,science,GAMA,LeathaudGreene,Merian,196.50101853896427,2020B-XXXX,0.5251956973961648,600.0,1
169,--,N708,384,170,TEST,science,GAMA,LeathaudGreene,Merian,196.79242487220216,2020B-XXXX,0.44690622899435783,600.0,1
170,--,N708,384,171,TEST,science,GAMA,LeathaudGreene,Merian,197.08662176671132,2020B-XXXX,0.4007348661266208,600.0,1
171,--,N708,384,172,TEST,science,GAMA,LeathaudGreene,Merian,197.38082649983167,2020B-XXXX,0.3547429863259032,600.0,1
172,--,N708,384,173,TEST,science,GAMA,LeathaudGreene,Merian,198.2713994705533,2020B-XXXX,0.5484308568143889,600.0,1
173,--,N708,384,174,TEST,science,GAMA,LeathaudGreene,Merian,198.56277243406961,2020B-XXXX,0.47107293088304514,600.0,1
174,--,N708,384,175,TEST,science,GAMA,LeathaudGreene,Merian,198.85694968783284,2020B-XXXX,0.4255419466741863,600.0,1
175,--,N708,384,176,TEST,science,GAMA,LeathaudGreene,Merian,199.1511355067679,2020B-XXXX,0.3802052475272484,600.0,1
176,--,N708,384,177,TEST,science,GAMA,LeathaudGreene,Merian,200.02779230779458,2020B-XXXX,0.5684891471857226,600.0,1
177,--,N708,384,178,TEST,science,GAMA,LeathaudGreene,Merian,200.31913221364528,2020B-XXXX,0.4921283829092305,600.0,1
178,--,N708,384,179,TEST,science,GAMA,LeathaudGreene,Merian,200.6132901062406,2020B-XXXX,0.447275670527516,600.0,1
179,--,N708,384,180,TEST,science,GAMA,LeathaudGreene,Merian,200.9074572521049,2020B-XXXX,0.4026317441226183,600.0,1
180,--,N708,384,181,TEST,science,GAMA,LeathaudGreene,Merian,129.4957166881937,2020B-XXXX,-0.6360589918580801,600.0,1
181,--,N708,384,182,TEST,science,GAMA,LeathaudGreene,Merian,129.78666364273218,2020B-XXXX,-0.6932858747487788,600.0,1
182,--,N708,384,183,TEST,science,GAMA,LeathaudGreene,Merian,130.0805778549537,2020B-XXXX,-0.7297471252079492,600.0,1
183,--,N708,384,184,TEST,science,GAMA,LeathaudGreene,Merian,130.37446941189802,2020B-XXXX,-0.7665819202431109,600.0,1
184,--,N708,384,185,TEST,science,GAMA,LeathaudGreene,Merian,131.07667726616478,2020B-XXXX,-0.657106361921821,600.0,1
185,--,N708,384,186,TEST,science,GAMA,LeathaudGreene,Merian,131.36762021609474,2020B-XXXX,-0.7159878563342104,600.0,1
186,--,N708,384,187,TEST,science,GAMA,LeathaudGreene,Merian,131.66153346695046,2020B-XXXX,-0.7533921404185677,600.0,1
187,--,N708,384,188,TEST,science,GAMA,LeathaudGreene,Merian,131.95542444883185,2020B-XXXX,-0.7911600770690053,600.0,1
188,--,N708,384,189,TEST,science,GAMA,LeathaudGreene,Merian,130.29645324127887,2020B-XXXX,0.9873640484137997,600.0,1
189,--,N708,384,190,TEST,science,GAMA,LeathaudGreene,Merian,130.58910802524514,2020B-XXXX,0.929292706132253,600.0,1
190,--,N708,384,191,TEST,science,GAMA,LeathaudGreene,Merian,130.88399621354978,2020B-XXXX,0.8923489959365577,600.0,1
191,--,N708,384,192,TEST,science,GAMA,LeathaudGreene,Merian,131.1788516949233,2020B-XXXX,0.8550361580038565,600.0,1
192,--,N708,384,193,TEST,science,GAMA,LeathaudGreene,Merian,129.4275820808986,2020B-XXXX,2.615154758409511,600.0,1
193,--,N708,384,194,TEST,science,GAMA,LeathaudGreene,Merian,129.72198188055708,2020B-XXXX,2.5579983398792296,600.0,1
194,--,N708,384,195,TEST,science,GAMA,LeathaudGreene,Merian,130.01786710190217,2020B-XXXX,2.5215756705753543,600.0,1
195,--,N708,384,196,TEST,science,GAMA,LeathaudGreene,Merian,130.31370952578237,2020B-XXXX,2.484777887735298,600.0,1
196,--,N708,384,197,TEST,science,GAMA,LeathaudGreene,Merian,132.66065096861132,2020B-XXXX,-0.6776920045063252,600.0,1
197,--,N708,384,198,TEST,science,GAMA,LeathaudGreene,Merian,132.95159221790587,2020B-XXXX,-0.7381863083020479,600.0,1
198,--,N708,384,199,TEST,science,GAMA,LeathaudGreene,Merian,133.24550599182473,2020B-XXXX,-0.7765068665496555,600.0,1
199,--,N708,384,200,TEST,science,GAMA,LeathaudGreene,Merian,133.53939795180787,2020B-XXXX,-0.8151808897214483,600.0,1
200,--,N708,384,201,TEST,science,GAMA,LeathaudGreene,Merian,131.8788765556008,2020B-XXXX,0.9645421580266265,600.0,1
201,--,N708,384,202,TEST,science,GAMA,LeathaudGreene,Merian,132.1714800610029,2020B-XXXX,0.9048373127795141,600.0,1
202,--,N708,384,203,TEST,science,GAMA,LeathaudGreene,Merian,132.46633740762707,2020B-XXXX,0.8669641332085791,600.0,1
203,--,N708,384,204,TEST,science,GAMA,LeathaudGreene,Merian,132.76116219608144,2020B-XXXX,0.8287319032757768,600.0,1
204,--,N708,384,205,TEST,science,GAMA,LeathaudGreene,Merian,131.02956891431293,2020B-XXXX,2.5977959908759534,600.0,1
205,--,N708,384,206,TEST,science,GAMA,LeathaudGreene,Merian,131.32387661483182,2020B-XXXX,2.5389614191396466,600.0,1
