,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
208,--,N70,512,209,S2021A,object,GAMA,LeathaudGreene,Merian,192.9152242208198,2020B-0288,0.4803042888490965,600.0,1
209,--,N70,512,210,S2021A,object,GAMA,LeathaudGreene,Merian,193.206691717715,2020B-0288,0.40035788973343445,600.0,1
210,--,N70,512,211,S2021A,object,GAMA,LeathaudGreene,Merian,193.5009243194672,2020B-0288,0.3530251198820268,600.0,1
211,--,N70,512,212,S2021A,object,GAMA,LeathaudGreene,Merian,193.79516310377502,2020B-0288,0.305841338306312,600.0,1
212,--,N70,512,213,S2021A,object,GAMA,LeathaudGreene,Merian,194.7156300150884,2020B-0288,0.501809609668813,600.0,1
213,--,N70,512,214,S2021A,object,GAMA,LeathaudGreene,Merian,195.00706817264404,2020B-0288,0.42265639632358465,600.0,1
214,--,N70,512,215,S2021A,object,GAMA,LeathaudGreene,Merian,195.30128373589136,2020B-0288,0.3758838654995794,600.0,1
215,--,N70,512,216,S2021A,object,GAMA,LeathaudGreene,Merian,195.59550634878892,2020B-0288,0.32927571541113637,600.0,1
216,--,N70,512,217,S2021A,object,GAMA,LeathaudGreene,Merian,196.50101853896427,2020B-0288,0.5251956973961648,600.0,1
217,--,N70,512,218,S2021A,object,GAMA,LeathaudGreene,Merian,196.79242487220216,2020B-0288,0.44690622899435783,600.0,1
218,--,N70,512,219,S2021A,object,GAMA,LeathaudGreene,Merian,197.08662176671132,2020B-0288,0.4007348661266208,600.0,1
219,--,N70,512,220,S2021A,object,GAMA,LeathaudGreene,Merian,197.38082649983167,2020B-0288,0.3547429863259032,600.0,1
220,--,N70,512,221,S2021A,object,GAMA,LeathaudGreene,Merian,198.2713994705533,2020B-0288,0.5484308568143889,600.0,1
221,--,N70,512,222,S2021A,object,GAMA,LeathaudGreene,Merian,198.56277243406961,2020B-0288,0.47107293088304514,600.0,1
222,--,N70,512,223,S2021A,object,GAMA,LeathaudGreene,Merian,198.85694968783284,2020B-0288,0.4255419466741863,600.0,1
223,--,N70,512,224,S2021A,object,GAMA,LeathaudGreene,Merian,199.1511355067679,2020B-0288,0.3802052475272484,600.0,1
224,--,N70,512,225,S2021A,object,GAMA,LeathaudGreene,Merian,201.77418914840462,2020B-0288,0.5873657749790974,600.0,1
225,--,N70,512,226,S2021A,object,GAMA,LeathaudGreene,Merian,202.06549545865545,2020B-0288,0.5120676382620803,600.0,1
226,--,N70,512,227,S2021A,object,GAMA,LeathaudGreene,Merian,202.35963366805325,2020B-0288,0.4679311228869528,600.0,1
227,--,N70,512,228,S2021A,object,GAMA,LeathaudGreene,Merian,202.6537817638037,2020B-0288,0.42401761629258616,600.0,1
228,--,N70,512,229,S2021A,object,GAMA,LeathaudGreene,Merian,200.02779230779458,2020B-0288,0.5684891471857226,600.0,1
229,--,N70,512,230,S2021A,object,GAMA,LeathaudGreene,Merian,200.31913221364528,2020B-0288,0.4921283829092305,600.0,1
230,--,N70,512,231,S2021A,object,GAMA,LeathaudGreene,Merian,200.6132901062406,2020B-0288,0.447275670527516,600.0,1
231,--,N70,512,232,S2021A,object,GAMA,LeathaudGreene,Merian,200.9074572521049,2020B-0288,0.4026317441226183,600.0,1
232,--,N70,512,233,S2021A,object,GAMA,LeathaudGreene,Merian,180.93314209693656,2020B-0288,-0.9998674064120842,600.0,1
233,--,N70,512,234,S2021A,object,GAMA,LeathaudGreene,Merian,181.22491886902787,2020B-0288,-1.0830525040366736,600.0,1
234,--,N70,512,235,S2021A,object,GAMA,LeathaudGreene,Merian,181.5193970763495,2020B-0288,-1.1329016420139366,600.0,1
235,--,N70,512,236,S2021A,object,GAMA,LeathaudGreene,Merian,181.8138865618838,2020B-0288,-1.1827072382492947,600.0,1
236,--,N70,512,237,S2021A,object,GAMA,LeathaudGreene,Merian,182.79742538481295,2020B-0288,-0.9988085729774403,600.0,1
237,--,N70,512,238,S2021A,object,GAMA,LeathaudGreene,Merian,183.08925108767903,2020B-0288,-1.081726120769667,600.0,1
238,--,N70,512,239,S2021A,object,GAMA,LeathaudGreene,Merian,183.38376037398572,2020B-0288,-1.1313247157043167,600.0,1
239,--,N70,512,240,S2021A,object,GAMA,LeathaudGreene,Merian,183.6782822589515,2020B-0288,-1.1808631015708193,600.0,1
240,--,N70,512,241,S2021A,object,GAMA,LeathaudGreene,Merian,184.65770627074977,2020B-0288,-0.9966982666977068,600.0,1
241,--,N70,512,242,S2021A,object,GAMA,LeathaudGreene,Merian,184.94958026905147,2020B-0288,-1.0792613408644922,600.0,1
242,--,N70,512,243,S2021A,object,GAMA,LeathaudGreene,Merian,185.244120106531,2020B-0288,-1.1285575898300337,600.0,1
243,--,N70,512,244,S2021A,object,GAMA,LeathaudGreene,Merian,185.53867380709627,2020B-0288,-1.177777060026543,600.0,1
244,--,N70,512,245,S2021A,object,GAMA,LeathaudGreene,Merian,186.5119832893984,2020B-0288,-0.993549455236788,600.0,1
245,--,N70,512,246,S2021A,object,GAMA,LeathaudGreene,Merian,186.8039046975787,2020B-0288,-1.0756725899682738,600.0,1
246,--,N70,512,247,S2021A,object,GAMA,LeathaudGreene,Merian,187.0984744011377,2020B-0288,-1.1246157541373514,600.0,1
247,--,N70,512,248,S2021A,object,GAMA,LeathaudGreene,Merian,187.39305916994832,2020B-0288,-1.1734657022492498,600.0,1
248,--,N70,512,249,S2021A,object,GAMA,LeathaudGreene,Merian,188.35725487732049,2020B-0288,-0.9893831640188594,600.0,1
249,--,N70,512,250,S2021A,object,GAMA,LeathaudGreene,Merian,188.64922254490065,2020B-0288,-1.0709831120193698,600.0,1
250,--,N70,512,251,S2021A,object,GAMA,LeathaudGreene,Merian,188.94382126408556,2020B-0288,-1.1195240176126307,600.0,1
251,--,N70,512,252,S2021A,object,GAMA,LeathaudGreene,Merian,189.23843618218416,2020B-0288,-1.1679554451017156,600.0,1
252,--,N70,512,253,S2021A,object,GAMA,LeathaudGreene,Merian,190.19151969046163,2020B-0288,-0.9842249359808428,600.0,1
253,--,N70,512,254,S2021A,object,GAMA,LeathaudGreene,Merian,190.48353224162307,2020B-0288,-1.0652209399593655,600.0,1
254,--,N70,512,255,S2021A,object,GAMA,LeathaudGreene,Merian,190.7781589867109,2020B-0288,-1.1133120883825613,600.0,1
255,--,N70,512,256,S2021A,object,GAMA,LeathaudGreene,Merian,191.0728029909938,2020B-0288,-1.1612777048041467,600.0,1
256,--,N70,512,257,S2021A,object,GAMA,LeathaudGreene,Merian,192.0137766067105,2020B-0288,-0.9781018833003089,600.0,1
257,--,N70,512,258,S2021A,object,GAMA,LeathaudGreene,Merian,192.30583247964648,2020B-0288,-1.05841570182787,600.0,1
258,--,N70,512,259,S2021A,object,GAMA,LeathaudGreene,Merian,192.60048614721052,2020B-0288,-1.1060112324661417,600.0,1
259,--,N70,512,260,S2021A,object,GAMA,LeathaudGreene,Merian,192.895158057234,2020B-0288,-1.153465408439413,600.0,1
260,--,N70,512,261,S2021A,object,GAMA,LeathaudGreene,Merian,193.822024448699,2020B-0288,-0.9710481434906579,600.0,1
261,--,N70,512,262,S2021A,object,GAMA,LeathaudGreene,Merian,194.11412188791414,2020B-0288,-1.050604719817028,600.0,1
262,--,N70,512,263,S2021A,object,GAMA,LeathaudGreene,Merian,194.40880125696881,2020B-0288,-1.0976608531298058,600.0,1
263,--,N70,512,264,S2021A,object,GAMA,LeathaudGreene,Merian,194.7034997712117,2020B-0288,-1.1445600709748178,600.0,1
264,--,N70,512,265,S2021A,object,GAMA,LeathaudGreene,Merian,195.61626240506203,2020B-0288,-0.9630932858938324,600.0,1
265,--,N70,512,266,S2021A,object,GAMA,LeathaudGreene,Merian,195.90839952431918,2020B-0288,-1.0418201680898214,600.0,1
266,--,N70,512,267,S2021A,object,GAMA,LeathaudGreene,Merian,196.20310329614608,2020B-0288,-1.088294757675156,600.0,1
267,--,N70,512,268,S2021A,object,GAMA,LeathaudGreene,Merian,196.49782703348617,2020B-0288,-1.1345971450639019,600.0,1
268,--,N70,512,269,S2021A,object,GAMA,LeathaudGreene,Merian,197.39448948916393,2020B-0288,-0.9542777440458508,600.0,1
269,--,N70,512,270,S2021A,object,GAMA,LeathaudGreene,Merian,197.68666424356965,2020B-0288,-1.0321061649883305,600.0,1
270,--,N70,512,271,S2021A,object,GAMA,LeathaudGreene,Merian,197.9813910253137,2020B-0288,-1.0779594332124531,600.0,1
271,--,N70,512,272,S2021A,object,GAMA,LeathaudGreene,Merian,198.27613850828615,2020B-0288,-1.123625514720595,600.0,1
272,--,N70,512,273,S2021A,object,GAMA,LeathaudGreene,Merian,199.15670507325254,2020B-0288,-0.9446349333364865,600.0,1
273,--,N70,512,274,S2021A,object,GAMA,LeathaudGreene,Merian,199.44891532032923,2020B-0288,-1.0214990280703273,600.0,1
274,--,N70,512,275,S2021A,object,GAMA,LeathaudGreene,Merian,199.74366366327018,2020B-0288,-1.0666929971764225,600.0,1
275,--,N70,512,276,S2021A,object,GAMA,LeathaudGreene,Merian,200.03843335782543,2020B-0288,-1.1116851071838256,600.0,1
276,--,N70,512,277,S2021A,object,GAMA,LeathaudGreene,Merian,129.4957166881937,2020B-0288,-0.6360589918580801,600.0,1
277,--,N70,512,278,S2021A,object,GAMA,LeathaudGreene,Merian,129.78666364273218,2020B-0288,-0.6932858747487788,600.0,1
278,--,N70,512,279,S2021A,object,GAMA,LeathaudGreene,Merian,130.0805778549537,2020B-0288,-0.7297471252079492,600.0,1
279,--,N70,512,280,S2021A,object,GAMA,LeathaudGreene,Merian,130.37446941189802,2020B-0288,-0.7665819202431109,600.0,1
280,--,N70,512,281,S2021A,object,GAMA,LeathaudGreene,Merian,131.07667726616478,2020B-0288,-0.657106361921821,600.0,1
281,--,N70,512,282,S2021A,object,GAMA,LeathaudGreene,Merian,131.36762021609474,2020B-0288,-0.7159878563342104,600.0,1
282,--,N70,512,283,S2021A,object,GAMA,LeathaudGreene,Merian,131.66153346695046,2020B-0288,-0.7533921404185677,600.0,1
283,--,N70,512,284,S2021A,object,GAMA,LeathaudGreene,Merian,131.95542444883185,2020B-0288,-0.7911600770690053,600.0,1
284,--,N70,512,285,S2021A,object,GAMA,LeathaudGreene,Merian,130.29645324127887,2020B-0288,0.9873640484137997,600.0,1
285,--,N70,512,286,S2021A,object,GAMA,LeathaudGreene,Merian,130.58910802524514,2020B-0288,0.929292706132253,600.0,1
286,--,N70,512,287,S2021A,object,GAMA,LeathaudGreene,Merian,130.88399621354978,2020B-0288,0.8923489959365577,600.0,1
287,--,N70,512,288,S2021A,object,GAMA,LeathaudGreene,Merian,131.1788516949233,2020B-0288,0.8550361580038565,600.0,1
288,--,N70,512,289,S2021A,object,GAMA,LeathaudGreene,Merian,129.4275820808986,2020B-0288,2.615154758409511,600.0,1
289,--,N70,512,290,S2021A,object,GAMA,LeathaudGreene,Merian,129.72198188055708,2020B-0288,2.5579983398792296,600.0,1
290,--,N70,512,291,S2021A,object,GAMA,LeathaudGreene,Merian,130.01786710190217,2020B-0288,2.5215756705753543,600.0,1
291,--,N70,512,292,S2021A,object,GAMA,LeathaudGreene,Merian,130.31370952578237,2020B-0288,2.484777887735298,600.0,1
292,--,N70,512,293,S2021A,object,GAMA,LeathaudGreene,Merian,132.66065096861132,2020B-0288,-0.6776920045063252,600.0,1
293,--,N70,512,294,S2021A,object,GAMA,LeathaudGreene,Merian,132.95159221790587,2020B-0288,-0.7381863083020479,600.0,1
294,--,N70,512,295,S2021A,object,GAMA,LeathaudGreene,Merian,133.24550599182473,2020B-0288,-0.7765068665496555,600.0,1
295,--,N70,512,296,S2021A,object,GAMA,LeathaudGreene,Merian,133.53939795180787,2020B-0288,-0.8151808897214483,600.0,1
296,--,N70,512,297,S2021A,object,GAMA,LeathaudGreene,Merian,131.8788765556008,2020B-0288,0.9645421580266265,600.0,1
297,--,N70,512,298,S2021A,object,GAMA,LeathaudGreene,Merian,132.1714800610029,2020B-0288,0.9048373127795141,600.0,1
298,--,N70,512,299,S2021A,object,GAMA,LeathaudGreene,Merian,132.46633740762707,2020B-0288,0.8669641332085791,600.0,1
299,--,N70,512,300,S2021A,object,GAMA,LeathaudGreene,Merian,132.76116219608144,2020B-0288,0.8287319032757768,600.0,1
300,--,N70,512,301,S2021A,object,GAMA,LeathaudGreene,Merian,131.02956891431293,2020B-0288,2.5977959908759534,600.0,1
301,--,N70,512,302,S2021A,object,GAMA,LeathaudGreene,Merian,131.32387661483182,2020B-0288,2.5389614191396466,600.0,1
302,--,N70,512,303,S2021A,object,GAMA,LeathaudGreene,Merian,131.61970457341846,2020B-0288,2.5015822851463545,600.0,1
303,--,N70,512,304,S2021A,object,GAMA,LeathaudGreene,Merian,131.91548951492462,2020B-0288,2.4638381194561187,600.0,1
304,--,N70,512,305,S2021A,object,GAMA,LeathaudGreene,Merian,130.07648217438813,2020B-0288,4.195584695310208,600.0,1
305,--,N70,512,306,S2021A,object,GAMA,LeathaudGreene,Merian,130.37251793288803,2020B-0288,4.137742187937001,600.0,1
306,--,N70,512,307,S2021A,object,GAMA,LeathaudGreene,Merian,130.66933378909997,2020B-0288,4.1009273330636615,600.0,1
307,--,N70,512,308,S2021A,object,GAMA,LeathaudGreene,Merian,130.966096667917,2020B-0288,4.063740865026668,600.0,1
308,--,N70,512,309,S2021A,object,GAMA,LeathaudGreene,Merian,134.24863794734637,2020B-0288,-0.6978097873682602,600.0,1
309,--,N70,512,310,S2021A,object,GAMA,LeathaudGreene,Merian,134.5395798195197,2020B-0288,-0.7598745797309259,600.0,1
310,--,N70,512,311,S2021A,object,GAMA,LeathaudGreene,Merian,134.83349560956026,2020B-0288,-0.7990843378048922,600.0,1
311,--,N70,512,312,S2021A,object,GAMA,LeathaudGreene,Merian,135.12739010878826,2020B-0288,-0.8386370769818108,600.0,1
312,--,N70,512,313,S2021A,object,GAMA,LeathaudGreene,Merian,133.46429716450294,2020B-0288,0.9421915852274385,600.0,1
313,--,N70,512,314,S2021A,object,GAMA,LeathaudGreene,Merian,133.75685046286168,2020B-0288,0.8808958100143832,600.0,1
314,--,N70,512,315,S2021A,object,GAMA,LeathaudGreene,Merian,134.05167775204387,2020B-0288,0.8421203668987136,600.0,1
315,--,N70,512,316,S2021A,object,GAMA,LeathaudGreene,Merian,134.34647270820534,2020B-0288,0.8029962428801174,600.0,1
316,--,N70,512,317,S2021A,object,GAMA,LeathaudGreene,Merian,132.6264722335313,2020B-0288,2.576015302731832,600.0,1
317,--,N70,512,318,S2021A,object,GAMA,LeathaudGreene,Merian,132.92068262123473,2020B-0288,2.515553674545232,600.0,1
318,--,N70,512,319,S2021A,object,GAMA,LeathaudGreene,Merian,133.2164505347117,2020B-0288,2.4772501904196345,600.0,1
319,--,N70,512,320,S2021A,object,GAMA,LeathaudGreene,Merian,133.51217532924446,2020B-0288,2.438592007888427,600.0,1
320,--,N70,512,321,S2021A,object,GAMA,LeathaudGreene,Merian,131.70605398013893,2020B-0288,4.1880660801191985,600.0,1
321,--,N70,512,322,S2021A,object,GAMA,LeathaudGreene,Merian,132.00195955429456,2020B-0288,4.128535759939462,600.0,1
322,--,N70,512,323,S2021A,object,GAMA,LeathaudGreene,Merian,132.29869336956068,2020B-0288,4.090760242374234,600.0,1
323,--,N70,512,324,S2021A,object,GAMA,LeathaudGreene,Merian,132.59537366828633,2020B-0288,4.0526235187878425,600.0,1
324,--,N70,512,325,S2021A,object,GAMA,LeathaudGreene,Merian,135.8406383435916,2020B-0288,-0.7174402622984495,600.0,1
325,--,N70,512,326,S2021A,object,GAMA,LeathaudGreene,Merian,136.1315831779051,2020B-0288,-0.7810316593135497,600.0,1
326,--,N70,512,327,S2021A,object,GAMA,LeathaudGreene,Merian,136.42550248223696,2020B-0288,-0.821102634056803,600.0,1
327,--,N70,512,328,S2021A,object,GAMA,LeathaudGreene,Merian,136.71940108586338,2020B-0288,-0.8615058158383699,600.0,1
328,--,N70,512,329,S2021A,object,GAMA,LeathaudGreene,Merian,135.05370289782238,2020B-0288,0.919318602512846,600.0,1
329,--,N70,512,330,S2021A,object,GAMA,LeathaudGreene,Merian,135.34620612171824,2020B-0288,0.8564750044221223,600.0,1
330,--,N70,512,331,S2021A,object,GAMA,LeathaudGreene,Merian,135.641003605867,2020B-0288,0.8168248271845666,600.0,1
331,--,N70,512,332,S2021A,object,GAMA,LeathaudGreene,Merian,135.93576906463767,2020B-0288,0.7768366311750744,600.0,1
332,--,N70,512,333,S2021A,object,GAMA,LeathaudGreene,Merian,134.22434402440746,2020B-0288,2.553748544185409,600.0,1
333,--,N70,512,334,S2021A,object,GAMA,LeathaudGreene,Merian,134.51845594601065,2020B-0288,2.4917058773074183,600.0,1
334,--,N70,512,335,S2021A,object,GAMA,LeathaudGreene,Merian,134.81416333744122,2020B-0288,2.4525072580611473,600.0,1
335,--,N70,512,336,S2021A,object,GAMA,LeathaudGreene,Merian,135.1098275995951,2020B-0288,2.412964553630159,600.0,1
336,--,N70,512,337,S2021A,object,GAMA,LeathaudGreene,Merian,133.32648633389684,2020B-0288,4.173201006373399,600.0,1
337,--,N70,512,338,S2021A,object,GAMA,LeathaudGreene,Merian,133.62225219583777,2020B-0288,4.112040085559487,600.0,1
338,--,N70,512,339,S2021A,object,GAMA,LeathaudGreene,Merian,133.91889874345853,2020B-0288,4.073339591235546,600.0,1
339,--,N70,512,340,S2021A,object,GAMA,LeathaudGreene,Merian,134.21549138332375,2020B-0288,4.034288529269326,600.0,1
340,--,N70,512,341,S2021A,object,GAMA,LeathaudGreene,Merian,137.43765227070367,2020B-0288,-0.7365759579834422,600.0,1
341,--,N70,512,342,S2021A,object,GAMA,LeathaudGreene,Merian,137.72860241899608,2020B-0288,-0.8016494427566292,600.0,1
342,--,N70,512,343,S2021A,object,GAMA,LeathaudGreene,Merian,138.02252673981266,2020B-0288,-0.8425532662480577,600.0,1
343,--,N70,512,344,S2021A,object,GAMA,LeathaudGreene,Merian,138.3164310161188,2020B-0288,-0.8837782317139067,600.0,1
344,--,N70,512,345,S2021A,object,GAMA,LeathaudGreene,Merian,136.64810692615896,2020B-0288,0.8969304900540935,600.0,1
345,--,N70,512,346,S2021A,object,GAMA,LeathaudGreene,Merian,136.940561245525,2020B-0288,0.8325827857861037,600.0,1
346,--,N70,512,347,S2021A,object,GAMA,LeathaudGreene,Merian,137.23532976392983,2020B-0288,0.7920857748767792,600.0,1
347,--,N70,512,348,S2021A,object,GAMA,LeathaudGreene,Merian,137.53006663988432,2020B-0288,0.7512617005123448,600.0,1
348,--,N70,512,349,S2021A,object,GAMA,LeathaudGreene,Merian,135.82316182175748,2020B-0288,2.529012610072291,600.0,1
349,--,N70,512,350,S2021A,object,GAMA,LeathaudGreene,Merian,136.1171724015416,2020B-0288,2.4654362603234508,600.0,1
350,--,N70,512,351,S2021A,object,GAMA,LeathaudGreene,Merian,136.41281783095135,2020B-0288,2.4253724848183116,600.0,1
351,--,N70,512,352,S2021A,object,GAMA,LeathaudGreene,Merian,136.70842022554578,2020B-0288,2.384975509773068,600.0,1
352,--,N70,512,353,S2021A,object,GAMA,LeathaudGreene,Merian,134.9418097820799,2020B-0288,4.1529474737381955,600.0,1
353,--,N70,512,354,S2021A,object,GAMA,LeathaudGreene,Merian,135.2374288192408,2020B-0288,4.090209777473338,600.0,1
354,--,N70,512,355,S2021A,object,GAMA,LeathaudGreene,Merian,135.53398426461368,2020B-0288,4.050618027015133,600.0,1
355,--,N70,512,356,S2021A,object,GAMA,LeathaudGreene,Merian,135.83048554635295,2020B-0288,4.010686591506057,600.0,1
356,--,N70,512,357,S2021A,object,GAMA,LeathaudGreene,Merian,139.04067983401566,2020B-0288,-0.7552081406383654,600.0,1
357,--,N70,512,358,S2021A,object,GAMA,LeathaudGreene,Merian,139.33163765914466,2020B-0288,-0.8217184544474808,600.0,1
358,--,N70,512,359,S2021A,object,GAMA,LeathaudGreene,Merian,139.62556850157608,2020B-0288,-0.863426306882704,600.0,1
359,--,N70,512,360,S2021A,object,GAMA,LeathaudGreene,Merian,139.91948002081065,2020B-0288,-0.9054439441743767,600.0,1
360,--,N70,512,361,S2021A,object,GAMA,LeathaudGreene,Merian,138.2484977648482,2020B-0288,0.8740359325746659,600.0,1
361,--,N70,512,362,S2021A,object,GAMA,LeathaudGreene,Merian,138.5409034700796,2020B-0288,0.8082285811155285,600.0,1
362,--,N70,512,363,S2021A,object,GAMA,LeathaudGreene,Merian,138.83564336751348,2020B-0288,0.7669130894143786,600.0,1
363,--,N70,512,364,S2021A,object,GAMA,LeathaudGreene,Merian,139.1303520870234,2020B-0288,0.7252817839750575,600.0,1
364,--,N70,512,365,S2021A,object,GAMA,LeathaudGreene,Merian,137.42595125621597,2020B-0288,2.5037882946848597,600.0,1
365,--,N70,512,366,S2021A,object,GAMA,LeathaudGreene,Merian,137.7198596205756,2020B-0288,2.4387241366468757,600.0,1
366,--,N70,512,367,S2021A,object,GAMA,LeathaudGreene,Merian,138.0154427807493,2020B-0288,2.397824362175391,600.0,1
367,--,N70,512,368,S2021A,object,GAMA,LeathaudGreene,Merian,138.31098309162437,2020B-0288,2.35660255880652,600.0,1
368,--,N70,512,369,S2021A,object,GAMA,LeathaudGreene,Merian,136.55703894892406,2020B-0288,4.128256272643563,600.0,1
369,--,N70,512,370,S2021A,object,GAMA,LeathaudGreene,Merian,136.85250519990714,2020B-0288,4.063991749267179,600.0,1
370,--,N70,512,371,S2021A,object,GAMA,LeathaudGreene,Merian,137.14896636886832,2020B-0288,4.023540254973626,600.0,1
371,--,N70,512,372,S2021A,object,GAMA,LeathaudGreene,Merian,137.4453732471886,2020B-0288,3.982760225440691,600.0,1
372,--,N70,512,373,S2021A,object,GAMA,LeathaudGreene,Merian,140.6507211295329,2020B-0288,-0.7733267327496111,600.0,1
373,--,N70,512,374,S2021A,object,GAMA,LeathaudGreene,Merian,140.94168900356112,2020B-0288,-0.8412277599352525,600.0,1
374,--,N70,512,375,S2021A,object,GAMA,LeathaudGreene,Merian,141.2356278744071,2020B-0288,-0.8837102990066219,600.0,1
375,--,N70,512,376,S2021A,object,GAMA,LeathaudGreene,Merian,141.52954820743457,2020B-0288,-0.9264909724586616,600.0,1
376,--,N70,512,377,S2021A,object,GAMA,LeathaudGreene,Merian,139.8548769926934,2020B-0288,0.8506561212501939,600.0,1
377,--,N70,512,378,S2021A,object,GAMA,LeathaudGreene,Merian,140.1472345124182,2020B-0288,0.7834352885977431,600.0,1
378,--,N70,512,379,S2021A,object,GAMA,LeathaudGreene,Merian,140.4419462157179,2020B-0288,0.7413306647524704,600.0,1
379,--,N70,512,380,S2021A,object,GAMA,LeathaudGreene,Merian,140.73662728647045,2020B-0288,0.6989217652926712,600.0,1
380,--,N70,512,381,S2021A,object,GAMA,LeathaudGreene,Merian,139.033702120104,2020B-0288,2.4770835048581747,600.0,1
381,--,N70,512,382,S2021A,object,GAMA,LeathaudGreene,Merian,139.32750662604292,2020B-0288,2.410578080293809,600.0,1
382,--,N70,512,383,S2021A,object,GAMA,LeathaudGreene,Merian,139.62302678456916,2020B-0288,2.3688718675792546,600.0,1
383,--,N70,512,384,S2021A,object,GAMA,LeathaudGreene,Merian,139.91850437708737,2020B-0288,2.3268550820057157,600.0,1
384,--,N70,512,385,S2021A,object,GAMA,LeathaudGreene,Merian,138.17220407072276,2020B-0288,4.101142840015036,600.0,1
385,--,N70,512,386,S2021A,object,GAMA,LeathaudGreene,Merian,138.46751396693338,2020B-0288,4.035402613764674,600.0,1
386,--,N70,512,387,S2021A,object,GAMA,LeathaudGreene,Merian,138.76387905946322,2020B-0288,3.9941235482393305,600.0,1
387,--,N70,512,388,S2021A,object,GAMA,LeathaudGreene,Merian,139.06018984969288,2020B-0288,3.952527354893765,600.0,1
388,--,N70,512,389,S2021A,object,GAMA,LeathaudGreene,Merian,142.26977628050722,2020B-0288,-0.7909309137015524,600.0,1
389,--,N70,512,390,S2021A,object,GAMA,LeathaudGreene,Merian,142.5607565909645,2020B-0288,-0.8601763739333592,600.0,1
390,--,N70,512,391,S2021A,object,GAMA,LeathaudGreene,Merian,142.85470500355007,2020B-0288,-0.9034041105217816,600.0,1
391,--,N70,512,392,S2021A,object,GAMA,LeathaudGreene,Merian,143.14863572714947,2020B-0288,-0.9469180287027206,600.0,1
392,--,N70,512,393,S2021A,object,GAMA,LeathaudGreene,Merian,141.46925640380556,2020B-0288,0.8277903389977285,600.0,1
393,--,N70,512,394,S2021A,object,GAMA,LeathaudGreene,Merian,141.76156708176455,2020B-0288,0.7592022161300954,600.0,1
394,--,N70,512,395,S2021A,object,GAMA,LeathaudGreene,Merian,142.05625152829376,2020B-0288,0.7163378693663934,600.0,1
395,--,N70,512,396,S2021A,object,GAMA,LeathaudGreene,Merian,142.35090596083612,2020B-0288,0.6731810818350138,600.0,1
396,--,N70,512,397,S2021A,object,GAMA,LeathaudGreene,Merian,140.64842719021905,2020B-0288,2.4498962221451923,600.0,1
397,--,N70,512,398,S2021A,object,GAMA,LeathaudGreene,Merian,140.94212719492572,2020B-0288,2.3819959810851064,600.0,1
398,--,N70,512,399,S2021A,object,GAMA,LeathaudGreene,Merian,141.23758418344536,2020B-0288,2.339512878355735,600.0,1
399,--,N70,512,400,S2021A,object,GAMA,LeathaudGreene,Merian,141.53299897969907,2020B-0288,2.2967309518925587,600.0,1
400,--,N70,512,401,S2021A,object,GAMA,LeathaudGreene,Merian,139.79230448520082,2020B-0288,4.071565980430498,600.0,1
401,--,N70,512,402,S2021A,object,GAMA,LeathaudGreene,Merian,140.0874544035979,2020B-0288,4.004398017824944,600.0,1
402,--,N70,512,403,S2021A,object,GAMA,LeathaudGreene,Merian,140.3837215851559,2020B-0288,3.9623217982366348,600.0,1
403,--,N70,512,404,S2021A,object,GAMA,LeathaudGreene,Merian,140.67993456793835,2020B-0288,3.919940142908264,600.0,1
404,--,N70,512,405,S2021A,object,GAMA,LeathaudGreene,Merian,143.89684529070433,2020B-0288,-0.8079859259939982,600.0,1
405,--,N70,512,406,S2021A,object,GAMA,LeathaudGreene,Merian,144.1878404142976,2020B-0288,-0.8785267721784201,600.0,1
406,--,N70,512,407,S2021A,object,GAMA,LeathaudGreene,Merian,144.4817998685851,2020B-0288,-0.9224686224247834,600.0,1
407,--,N70,512,408,S2021A,object,GAMA,LeathaudGreene,Merian,144.77574254385596,2020B-0288,-0.9666844122910174,600.0,1
408,--,N70,512,409,S2021A,object,GAMA,LeathaudGreene,Merian,143.09162599719602,2020B-0288,0.8044619507958994,600.0,1
409,--,N70,512,410,S2021A,object,GAMA,LeathaudGreene,Merian,143.38389041916167,2020B-0288,0.7345546237335221,600.0,1
410,--,N70,512,411,S2021A,object,GAMA,LeathaudGreene,Merian,143.67854812631268,2020B-0288,0.6909610725980272,600.0,1
411,--,N70,512,412,S2021A,object,GAMA,LeathaudGreene,Merian,143.973176517293,2020B-0288,0.6470872065219352,600.0,1
412,--,N70,512,413,S2021A,object,GAMA,LeathaudGreene,Merian,142.26911854902391,2020B-0288,2.4212595046957683,600.0,1
413,--,N70,512,414,S2021A,object,GAMA,LeathaudGreene,Merian,142.56271283088924,2020B-0288,2.3520135163486597,600.0,1
414,--,N70,512,415,S2021A,object,GAMA,LeathaudGreene,Merian,142.85810617256197,2020B-0288,2.3087845752925427,600.0,1
415,--,N70,512,416,S2021A,object,GAMA,LeathaudGreene,Merian,143.15345779261324,2020B-0288,2.2652688390414037,600.0,1
416,--,N70,512,417,S2021A,object,GAMA,LeathaudGreene,Merian,145.53492830119941,2020B-0288,-0.8244981343288896,600.0,1
417,--,N70,512,418,S2021A,object,GAMA,LeathaudGreene,Merian,145.82594063438322,2020B-0288,-0.8962856719417199,600.0,1
418,--,N70,512,419,S2021A,object,GAMA,LeathaudGreene,Merian,146.11991264025767,2020B-0288,-0.9409106746642013,600.0,1
