object,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count,wait
GAMA_J134644.06-010045.46_N708,--,N708,704,103,S2021A,object,GAMA_J134644.06-010045.46_N708,LeathaudGreene,Merian,206.68359719955927,2020B-0288,-1.0126301615008693,600.0,1,False
GAMA_J134754.82-010316.41_N708,--,N708,704,104,S2021A,object,GAMA_J134754.82-010316.41_N708,LeathaudGreene,Merian,206.97844004289215,2020B-0288,-1.0545609468215082,600.0,1,False
GAMA_J133402.29+003632.50_N708,--,N708,704,105,S2021A,object,GAMA_J133402.29+003632.50_N708,LeathaudGreene,Merian,203.5095656409819,2020B-0288,0.609028684922346,600.0,1,False
GAMA_J133512.20+003205.48_N708,--,N708,704,106,S2021A,object,GAMA_J133512.20+003205.48_N708,LeathaudGreene,Merian,203.80083538091517,2020B-0288,0.534855759823034,600.0,1,False
GAMA_J133622.78+002929.29_N708,--,N708,704,107,S2021A,object,GAMA_J133622.78+002929.29_N708,LeathaudGreene,Merian,204.09495194438549,2020B-0288,0.49147153426503587,600.0,1,False
GAMA_J133733.37+002653.96_N708,--,N708,704,108,S2021A,object,GAMA_J133733.37+002653.96_N708,LeathaudGreene,Merian,204.38907893864817,2020B-0288,0.44832424347009264,600.0,1,False
GAMA_J133731.50-005439.00_N708,--,N708,704,109,S2021A,object,GAMA_J133731.50-005439.00_N708,LeathaudGreene,Merian,204.3812811525879,2020B-0288,-0.9108343353392784,600.0,1,False
GAMA_J133841.66-005903.89_N708,--,N708,704,110,S2021A,object,GAMA_J133841.66-005903.89_N708,LeathaudGreene,Merian,204.67358480205002,2020B-0288,-0.9844159425094774,600.0,1,False
GAMA_J133952.41-010138.66_N708,--,N708,704,111,S2021A,object,GAMA_J133952.41-010138.66_N708,LeathaudGreene,Merian,204.96838903449054,2020B-0288,-1.027406577668117,600.0,1,False
GAMA_J134103.17-010412.55_N708,--,N708,704,112,S2021A,object,GAMA_J134103.17-010412.55_N708,LeathaudGreene,Merian,205.26321606380742,2020B-0288,-1.0701530260136232,600.0,1,False
GAMA_J133036.02-005522.39_N708,--,N708,704,113,S2021A,object,GAMA_J133036.02-005522.39_N708,LeathaudGreene,Merian,202.6501014499753,2020B-0288,-0.9228877195792681,600.0,1,False
GAMA_J133146.17-005951.45_N708,--,N708,704,114,S2021A,object,GAMA_J133146.17-005951.45_N708,LeathaudGreene,Merian,202.94237622869693,2020B-0288,-0.9976261676046966,600.0,1,False
GAMA_J133256.91-010228.99_N708,--,N708,704,115,S2021A,object,GAMA_J133256.91-010228.99_N708,LeathaudGreene,Merian,203.2371633447676,2020B-0288,-1.0413874195233974,600.0,1,False
GAMA_J133407.67-010505.70_N708,--,N708,704,116,S2021A,object,GAMA_J133407.67-010505.70_N708,LeathaudGreene,Merian,203.53197286077864,2020B-0288,-1.0849183024588072,600.0,1,False
GAMA_J115616.04-005959.52_N708,--,N708,704,117,S2021A,object,GAMA_J115616.04-005959.52_N708,LeathaudGreene,Merian,179.0668579030634,2020B-0288,-0.9998674064120842,600.0,1,False
GAMA_J115726.06-010459.63_N708,--,N708,704,118,S2021A,object,GAMA_J115726.06-010459.63_N708,LeathaudGreene,Merian,179.35858536641456,2020B-0288,-1.0832321354179888,600.0,1,False
GAMA_J115836.72-010759.80_N708,--,N708,704,119,S2021A,object,GAMA_J115836.72-010759.80_N708,LeathaudGreene,Merian,179.65303212981965,2020B-0288,-1.1332792253582713,600.0,1,False
GAMA_J115947.39-011059.87_N708,--,N708,704,120,S2021A,object,GAMA_J115947.39-011059.87_N708,LeathaudGreene,Merian,179.9474888017356,2020B-0288,-1.1832995031790141,600.0,1,False
GAMA_J115616.23+014659.27_N708,--,N708,704,121,S2021A,object,GAMA_J115616.23+014659.27_N708,LeathaudGreene,Merian,179.0676489714745,2020B-0288,1.7831324811845823,600.0,1,False
GAMA_J115726.20+014159.16_N708,--,N708,704,122,S2021A,object,GAMA_J115726.20+014159.16_N708,LeathaudGreene,Merian,179.35917440121986,2020B-0288,1.6997678022601033,600.0,1,False
GAMA_J115836.80+013858.99_N708,--,N708,704,123,S2021A,object,GAMA_J115836.80+013858.99_N708,LeathaudGreene,Merian,179.65336546440844,2020B-0288,1.649720754683439,600.0,1,False
