1.968322883266228871e+02 1.302684755481195777e+00
1.968300885667559612e+02 1.224585700831140489e+00
1.962099971696053160e+02 1.293920353275204382e+00
1.955257099291105192e+02 1.301475646947934273e+00
1.955101938925201637e+02 1.300326582253390706e+00
1.955066081098546249e+02 1.227391410258729776e+00
1.949013283953664484e+02 1.297622820813846056e+00
1.942035730536302935e+02 1.299891533455337811e+00
1.941899757148097478e+02 1.265374898586594909e+00
1.936263236535319550e+02 1.260870630447706198e+00
1.929187392717961131e+02 1.228259618424185851e+00
1.926153926825335247e+02 1.263924972605478203e+00
1.923097295889691907e+02 1.257036619793762577e+00
1.916120670017268708e+02 1.261629156067370916e+00
1.915965154405653266e+02 1.229427413940562763e+00
1.912934353270414078e+02 1.262855426978319207e+00
1.909846810152566263e+02 1.305239138326658610e+00
1.903276470314825985e+02 1.224279212839750386e+00
1.899676275328275779e+02 1.225523710933965393e+00
1.897156549894908153e+02 1.225981929098464374e+00
1.897074801443982324e+02 1.300158100290139007e+00
1.890131240470324201e+02 1.299754540323792229e+00
1.890058943899763619e+02 1.260332652609843063e+00
1.884317304829553450e+02 1.304500658332612195e+00
1.876913948444869504e+02 1.679570167631766697e+00
1.870715471252889586e+02 1.698390889730654774e+00
1.870514937668330901e+02 1.907972319624723134e+00
1.868020612853959506e+02 2.244679965654105214e+00
1.865839080166856263e+02 3.236873452805627327e+00
1.866195461739033874e+02 3.253200568784819335e+00
1.866226324623194159e+02 3.257304254227338713e+00
1.866224699452322966e+02 3.258435497176329854e+00
1.866215719984503494e+02 3.271014065705800000e+00
1.866072641912757035e+02 3.327788884367896660e+00
1.865406941085994106e+02 3.342759597293104346e+00
1.865226138839160512e+02 3.348157191221148299e+00
1.865112388483662755e+02 3.394948700464034630e+00
1.863734738951715428e+02 3.391891904458006479e+00
1.858426143162718063e+02 3.391225003981454655e+00
1.857565465060694123e+02 3.578567713413104201e+00
1.851031716521557087e+02 3.578854359735649471e+00
1.850926845457670993e+02 3.540477692258697129e+00
1.845262075005010445e+02 3.543067279653708823e+00
1.838245443911047516e+02 3.469090083409673841e+00
1.833840468949663602e+02 3.467098066271917745e+00
1.832069510025865213e+02 3.539909324177116012e+00
1.825089460688961935e+02 3.539386751985715840e+00
1.824973162442016132e+02 3.506865570478196581e+00
1.819354052271492890e+02 3.791242868937248822e+00
1.809853414015064175e+02 3.801333793489451995e+00
1.809735782842051321e+02 3.813474907033500116e+00
1.809594376266139477e+02 3.828177538355134857e+00
1.809420903565586798e+02 3.844121803977721630e+00
1.809234629094653428e+02 3.955815273804603738e+00
1.805284117186011201e+02 4.518207497490424274e+00
1.800424630270250930e+02 4.547186237290844701e+00
1.800072435044555448e+02 4.550396921813674389e+00
1.799965398226715934e+02 4.546873376833321601e+00
1.795684062337857085e+02 4.548956000833729085e+00
1.795586870775186412e+02 4.663352827435357284e+00
1.792580033702087405e+02 4.662376214114918760e+00
1.792490386277987966e+02 4.623673918257082072e+00
1.786825236917437678e+02 4.624574864938653107e+00
1.786776056914767139e+02 4.703544663162682049e+00
1.779784544029160998e+02 4.626112780128181612e+00
1.773640606551088865e+02 4.700584535052168000e+00
1.766600960188552278e+02 4.660971672412325795e+00
1.760887872072713947e+02 4.659267270866982003e+00
1.760804677454989928e+02 4.664616418966976319e+00
1.753892813850237928e+02 4.661764789814543342e+00
1.753820687634911337e+02 4.581496381409698060e+00
1.747840117008317975e+02 4.582184185303388446e+00
1.747671283615563596e+02 4.562815948700306379e+00
1.747354972970286440e+02 4.474981063698855621e+00
1.745559953159770998e+02 4.463926883954520974e+00
1.745329714268612520e+02 4.450480435972488102e+00
1.745157431227054303e+02 4.442889406508367500e+00
1.745119326442915906e+02 3.875642288270712665e+00
1.737527842976470538e+02 3.868550489899797995e+00
1.737438528648781357e+02 3.853632823488528203e+00
1.737268474983930844e+02 3.834580854087226154e+00
1.737043119354875387e+02 3.820233232600933171e+00
1.736872910025292640e+02 3.814926200149716617e+00
1.736825796580498320e+02 3.806094129204056653e+00
1.736763207579216726e+02 3.735911855348759580e+00
1.736799597121351155e+02 3.660013485074669948e+00
1.736805010819532811e+02 3.651668010638447370e+00
1.736819467525444622e+02 2.649314108531019674e+00
1.735407675137206525e+02 1.262619524909314173e+00
1.727928391929324050e+02 1.303578854139858523e+00
1.721359827916860468e+02 1.225607490734540228e+00
1.715178413458625073e+02 1.299584742004270543e+00
1.708221082087017919e+02 1.297848404997477445e+00
1.708133885868695359e+02 1.265040521803906692e+00
1.702423328753905594e+02 1.299619590203034303e+00
1.695025986695865186e+02 1.299708241474630821e+00
1.694974244913380232e+02 1.262584564731133563e+00
1.689274648440130591e+02 1.257254729556006589e+00
1.689128162926245977e+02 1.263328683670691399e+00
1.682224487874739793e+02 1.260518441089918396e+00
1.676037379930806424e+02 1.259297041694159791e+00
1.675989573281164269e+02 1.300628876997773409e+00
1.669527560881302009e+02 1.299126477350721398e+00
1.669415958832491924e+02 1.225706846377593306e+00
1.663376964840875871e+02 1.224613018945259979e+00
1.663265260124958331e+02 1.302851041533438226e+00
1.656322751775718416e+02 1.302439060370291335e+00
1.656273436109752879e+02 1.340164027280805970e+00
1.650582601658226736e+02 1.298896930603579802e+00
1.643181483955567046e+02 1.257029400665539365e+00
1.637434763561760462e+02 1.257353334989615767e+00
1.637399948260322731e+02 1.253783400903153655e+00
1.637258039476333806e+02 1.264725181380587982e+00
1.630389695328673838e+02 1.265026734127328911e+00
1.624213230298191206e+02 1.263270627048155736e+00
1.617185861882836662e+02 1.263862806718877296e+00
1.617135859225399201e+02 1.754664642449310197e+00
1.608802910156392443e+02 2.052051187277431410e+00
1.607069501464706320e+02 3.210273528540791066e+00
1.606632726521995096e+02 3.323908188457519675e+00
1.607033794143479497e+02 3.340433212820801412e+00
1.606836614915358439e+02 3.348313590215575619e+00
1.606744108386599805e+02 3.353973113039806275e+00
1.606600730613126586e+02 3.421419174252328776e+00
1.604981186966197129e+02 3.423368836702467721e+00
1.604909576171667993e+02 3.425755490441251272e+00
1.604798030242861557e+02 3.429024181767622359e+00
1.604036358423437321e+02 3.430639394162700917e+00
1.603107131793791496e+02 3.428097264505790776e+00
1.602200903587756216e+02 3.464280762338692643e+00
1.598311388726676512e+02 3.465791229336884438e+00
1.598234359848474071e+02 3.393896961642553389e+00
1.593910986508541328e+02 3.428006518271807135e+00
1.591752048974754246e+02 3.430155317468174925e+00
1.591659896578168514e+02 3.428072330101668008e+00
1.590870511102117462e+02 3.432239842861420254e+00
1.589944821445564003e+02 3.504258900559606982e+00
1.585583923102466599e+02 3.504710707307457707e+00
1.585502110839893817e+02 3.427627884367095312e+00
1.578521995701022149e+02 3.430833608577127158e+00
1.577660290957585119e+02 3.431102854888326004e+00
1.576758870488859543e+02 3.431781719076585357e+00
1.575875742185862691e+02 3.503548965575063345e+00
1.572406889683165332e+02 3.502343283129419227e+00
1.572307521365752336e+02 3.432022507193141170e+00
1.565331979319898039e+02 3.431787777507333104e+00
1.563551170482741952e+02 3.501709517532109128e+00
1.559236719407312819e+02 3.503897896397370815e+00
1.559149773657686353e+02 3.427653641434150078e+00
1.551241648226935013e+02 3.542384144362881404e+00
1.546434469536911820e+02 3.539893765156377547e+00
1.546369120715447707e+02 3.393295525534949952e+00
1.542009379878254549e+02 3.390205601880963648e+00
1.539435412654347033e+02 3.389645960380163636e+00
1.538593886375426791e+02 3.389683092074822657e+00
1.538462442641898633e+02 3.378533774603166506e+00
1.538319046355187254e+02 3.363794785203618964e+00
1.538144659342043497e+02 3.358805716224786853e+00
1.538116870472011612e+02 2.975163532199148531e+00
1.535341453552014457e+02 2.963975669869444829e+00
1.535214239430931968e+02 2.951453390310108560e+00
1.535067086728548702e+02 2.854005598418319245e+00
1.535005402986243155e+02 2.804127785590488475e+00
1.535013035704320714e+02 2.775247837272360130e+00
1.535009287347061218e+02 2.744495015823974704e+00
1.535000609695345872e+02 2.715075219317511390e+00
1.535003202500428472e+02 2.676995235613165658e+00
1.535002675331618605e+02 2.629860816426055514e+00
1.535014563264341234e+02 2.577353453726823229e+00
1.535003059226050937e+02 2.530666311938001289e+00
1.535001268271323625e+02 2.479676959513830159e+00
1.535003745388895027e+02 2.423165052028644073e+00
1.535003506180890440e+02 2.402123641641567442e+00
1.535001516068613512e+02 2.370046055654033701e+00
1.535003631109622688e+02 2.331545642158440401e+00
1.535005109080635464e+02 2.277702599508265369e+00
1.535008169925605159e+02 2.200660708633524365e+00
1.535004546798423632e+02 2.130460979120230025e+00
1.535004277291061214e+02 2.095973580177644457e+00
1.535004381764193226e+02 2.075805565602014457e+00
1.535004108133642831e+02 2.054542906523194823e+00
1.535004869114352459e+02 2.041155224856608719e+00
1.535006981867445290e+02 1.988297514428968293e+00
1.535000606597730552e+02 1.978966562620126490e+00
1.535019693268429819e+02 1.563717344009962984e+00
1.537269116558553037e+02 1.553743084857497569e+00
1.537365326316909773e+02 1.551657943155923647e+00
1.537390060705860151e+02 1.534833285158518024e+00
1.537585127548654214e+02 1.377441114356685148e+00
1.539442952040665489e+02 1.361790436340532873e+00
1.539625937750087417e+02 1.332459651809754453e+00
1.539977411203548741e+02 4.842078063329017801e-01
1.543808691003744684e+02 -6.304749132971494419e-01
1.542087216458429282e+02 -7.039424563056219109e-01
1.542098150702254600e+02 -7.137256403412201022e-01
1.542112857030407724e+02 -1.119224185569071439e+00
1.543385488266087009e+02 -1.304383277042103106e+00
1.543832739851148403e+02 -1.311270428097505825e+00
1.543872212392630843e+02 -1.327869869843664397e+00
1.544060846946468359e+02 -1.364460850075515985e+00
1.544492626325080380e+02 -1.396269780810565964e+00
1.544866321836341569e+02 -1.422594856375450023e+00
1.545176501279167383e+02 -1.427862189347278044e+00
1.545238261309922905e+02 -1.451340825824778635e+00
1.545514691790870074e+02 -1.472776002660027173e+00
1.545773079571124811e+02 -1.501176166582584459e+00
1.546110512555050889e+02 -1.518041122305949342e+00
1.546307022314013579e+02 -1.521787618973793554e+00
1.546370351946343931e+02 -1.522116962793238715e+00
1.546376297864356957e+02 -1.522856502247506461e+00
1.546464956386773508e+02 -1.638327680525032859e+00
1.552139691842794775e+02 -1.637970227201636542e+00
1.552155070524762266e+02 -1.634350035499203324e+00
1.552228405094565460e+02 -1.562916359669896726e+00
1.559171397607490235e+02 -1.634057665879162791e+00
1.565258919926352235e+02 -1.634907264484506850e+00
1.565307195348829623e+02 -1.634425755692800353e+00
